time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.179440,-0.111510,1.845700,204.316180,-336.870090,4710567.000000,1.000000,3.131290,-379.501430
0.002000,0.179440,-0.111510,1.794430,204.316180,-336.870210,4710592.500000,,3.124880,
0.004000,0.179440,-0.110230,1.558590,204.316190,-336.870300,4710617.500000,,3.122310,
0.006000,0.179440,-0.107670,1.835450,204.316190,-336.870360,4710643.000000,,3.117190,
0.008000,0.180730,-0.108950,1.814940,204.316190,-336.870480,4710668.500000,1.000000,3.115910,-379.501430
0.010000,0.179440,-0.107670,1.958500,204.316190,-336.870540,4710693.500000,,3.112060,
0.012000,0.179440,-0.106380,1.937990,204.316190,-336.870640,4710719.000000,,3.114620,
0.014000,0.178160,-0.106380,1.927730,204.316190,-336.870730,4710744.000000,,3.121030,
0.016000,0.179440,-0.105100,1.927730,204.316190,-336.870850,4710769.500000,1.000000,3.124880,-379.501430
0.018000,0.179440,-0.078190,2.030270,204.316190,-336.870940,4710795.000000,,3.133850,
0.020000,0.179440,0.292240,2.112300,204.316740,-336.871060,4710820.000000,,3.142820,
0.022000,0.179440,0.325560,1.999510,204.318010,-336.871120,4710845.000000,,3.147950,
0.024000,0.179440,0.349910,2.235350,204.319270,-336.871190,4710870.500000,1.000000,3.146670,-379.501460
0.026000,0.179440,0.452450,1.784180,204.320370,-336.871190,4710896.000000,,3.142820,
0.028000,0.180730,0.574220,1.497070,204.321690,-336.871190,4710921.500000,,3.141540,
0.030000,0.180730,0.675480,1.732910,204.323490,-336.871220,4710946.500000,,3.142820,
0.032000,0.182010,0.778020,1.671390,204.325910,-336.871280,4710972.000000,1.000000,3.149230,-379.501460
0.034000,0.180730,0.894650,1.948240,204.329130,-336.871310,4710997.000000,,3.149230,
0.036000,0.182010,1.034360,1.979000,204.333270,-336.871310,4711022.500000,,3.146670,
0.038000,0.183290,1.183040,1.671390,204.338580,-336.871310,4711047.500000,,3.144100,
0.040000,0.180730,1.325320,1.681640,204.345340,-336.871310,4711073.000000,1.000000,3.144100,-379.501460
0.042000,0.182010,1.456050,1.599610,204.353790,-336.871340,4711098.500000,,3.142820,
0.044000,0.183290,1.570130,1.825200,204.364110,-336.871340,4711124.000000,,3.144100,
0.046000,0.182010,1.653440,2.040530,204.376460,-336.871370,4711148.500000,,3.149230,
0.048000,0.182010,1.700870,2.194340,204.390960,-336.871430,4711174.000000,1.000000,3.153080,-379.501460
0.048000,0.182010,1.700870,2.194340,204.390960,-336.871430,4711174.000000,1.000000,3.153080,-379.501460
0.050000,0.180730,1.722660,1.896970,204.407590,-336.871460,4711199.500000,,3.156920,
0.052000,0.182010,1.729060,1.876460,204.426330,-336.871460,4711225.000000,,3.162050,
0.054000,0.182010,1.711120,1.784180,204.447110,-336.871460,4711250.000000,,3.165890,
0.056000,0.179440,1.662410,1.548340,204.469820,-336.871490,4711275.500000,1.000000,3.171020,-379.501460
0.058000,0.180730,1.582950,1.825200,204.494310,-336.871520,4711300.500000,,3.177430,
0.060000,0.180730,1.491940,1.876460,204.520360,-336.871520,4711326.000000,,3.178710,
0.062000,0.179440,1.390690,1.917480,204.547740,-336.871520,4711351.000000,,3.182560,
0.064000,0.180730,1.277890,1.568850,204.576290,-336.871520,4711376.500000,1.000000,3.185120,-379.501460
0.066000,0.180730,1.166380,1.763670,204.605770,-336.871490,4711402.000000,,3.187680,
0.068000,0.179440,1.071530,1.579100,204.635890,-336.871490,4711427.500000,,3.190250,
0.070000,0.179440,0.998470,1.927730,204.666470,-336.871490,4711452.500000,,3.194090,
0.072000,0.179440,0.936950,2.245610,204.697360,-336.871490,4711477.500000,1.000000,3.196660,-379.501460
0.074000,0.178160,0.881840,2.389160,204.728410,-336.871490,4711503.000000,,3.197940,
0.076000,0.178160,0.839540,1.968750,204.759510,-336.871490,4711528.500000,,3.203060,
0.078000,0.178160,0.813900,1.722660,204.790480,-336.871490,4711554.000000,,3.205630,
0.080000,0.178160,0.798520,1.835450,204.821370,-336.871490,4711579.000000,1.000000,3.209470,-379.501460
0.082000,0.178160,0.792110,1.753420,204.852170,-336.871460,4711604.000000,,3.213320,
0.084000,0.178160,0.770320,2.184080,204.883010,-336.871460,4711629.500000,,3.215880,
0.086000,0.176880,0.719060,1.886720,204.913990,-336.871460,4711655.000000,,3.219730,
0.088000,0.179440,0.652400,1.927730,204.945070,-336.871460,4711680.000000,1.000000,3.221010,-379.501460
0.090000,0.176880,0.578060,1.609860,204.976270,-336.871460,4711705.500000,,3.222290,
0.092000,0.176880,0.505000,1.538090,205.007550,-336.871460,4711731.000000,,3.226140,
0.094000,0.176880,0.455020,1.384280,205.038760,-336.871460,4711756.000000,,3.226140,
0.096000,0.175600,0.430660,1.445800,205.069900,-336.871460,4711781.000000,1.000000,3.224850,-379.501460
0.098000,0.176880,0.405030,1.979000,205.101000,-336.871460,4711806.500000,,3.227420,
0.100000,0.174320,0.385800,2.173830,205.132030,-336.871460,4711832.000000,,3.228700,
0.102000,0.171750,0.384520,1.979000,205.162990,-336.871460,4711857.500000,,3.231260,
0.104000,0.171750,0.399900,1.794430,205.193860,-336.871460,4711882.500000,1.000000,3.233830,-379.501460
0.106000,0.170470,0.425540,1.507320,205.224660,-336.871430,4711907.500000,,3.235110,
0.108000,0.169190,0.447330,1.722660,205.255430,-336.871430,4711933.000000,,3.236390,
0.110000,0.169190,0.463990,1.855960,205.286250,-336.871430,4711958.500000,,3.237670,
0.112000,0.167910,0.481930,1.876460,205.317140,-336.871430,4711983.500000,1.000000,3.237670,-379.501460
0.114000,0.167910,0.502440,1.999510,205.348080,-336.871430,4712009.000000,,3.238950,
0.116000,0.166630,0.521670,1.691890,205.379100,-336.871430,4712034.500000,,3.240230,
0.118000,0.165340,0.538330,1.702150,205.410190,-336.871430,4712059.500000,,3.241520,
0.120000,0.164060,0.547300,1.630370,205.441390,-336.871430,4712084.500000,1.000000,3.244080,-379.501500
0.122000,0.164060,0.554990,1.681640,205.472660,-336.871430,4712110.000000,,3.245360,
0.124000,0.162780,0.563960,1.753420,205.504000,-336.871430,4712135.500000,,3.249210,
0.126000,0.161500,0.575500,1.948240,205.535390,-336.871400,4712161.000000,,3.253050,
0.128000,0.160220,0.607540,2.163570,205.566760,-336.871400,4712186.000000,1.000000,3.255620,-379.501530
0.130000,0.158940,0.663940,2.071290,205.598050,-336.871400,4712211.500000,,3.258180,
0.132000,0.158940,0.717770,1.937990,205.629320,-336.871400,4712236.500000,,3.262020,
0.134000,0.157650,0.762630,1.958500,205.660690,-336.871370,4712262.000000,,3.263310,
0.136000,0.156370,0.786990,1.917480,205.692170,-336.871370,4712287.000000,1.000000,3.264590,-379.501560
0.138000,0.157650,0.783140,2.153320,205.723830,-336.871370,4712312.500000,,3.267150,
0.140000,0.155090,0.776730,1.845700,205.755580,-336.871370,4712338.000000,,3.269710,
0.142000,0.155090,0.770320,1.650880,205.787410,-336.871370,4712363.000000,,3.272280,
0.144000,0.156370,0.771610,1.814940,205.819240,-336.871370,4712388.500000,1.000000,3.273560,-379.501590
0.146000,0.156370,0.783140,1.722660,205.851030,-336.871370,4712413.500000,,3.277400,
0.148000,0.156370,0.789550,1.907230,205.882800,-336.871370,4712439.000000,,3.279970,
0.150000,0.157650,0.780580,1.876460,205.914610,-336.871340,4712464.500000,,3.285100,
0.152000,0.158940,0.770320,1.732910,205.946430,-336.871340,4712490.000000,1.000000,3.286380,-379.501590
0.154000,0.158940,0.758790,1.691890,205.978240,-336.871340,4712515.000000,,3.291500,
0.156000,0.158940,0.748540,1.773930,206.010060,-336.871340,4712540.000000,,3.292790,
0.158000,0.161500,0.717770,1.907230,206.041870,-336.871310,4712565.500000,,3.295350,
0.160000,0.162780,0.690860,1.825200,206.073680,-336.871310,4712591.000000,1.000000,3.297910,-379.501590
0.162000,0.165340,0.662660,2.214840,206.105550,-336.871310,4712616.000000,,3.300480,
0.164000,0.166630,0.622920,1.927730,206.137410,-336.871310,4712641.500000,,3.300480,
0.166000,0.169190,0.580630,1.958500,206.169310,-336.871310,4712666.500000,,3.303040,
0.168000,0.171750,0.534480,1.650880,206.201220,-336.871280,4712692.000000,1.000000,3.305600,-379.501590
0.170000,0.174320,0.502440,1.435550,206.233060,-336.871280,4712717.000000,,3.305600,
0.172000,0.176880,0.480650,1.804690,206.264800,-336.871280,4712742.500000,,3.308170,
0.174000,0.178160,0.457580,1.927730,206.296480,-336.871280,4712768.000000,,3.309450,
0.176000,0.179440,0.433230,1.917480,206.328090,-336.871280,4712793.500000,1.000000,3.313290,-379.501560
0.178000,0.182010,0.421690,1.814940,206.359600,-336.871280,4712818.500000,,3.313290,
0.180000,0.182010,0.438350,1.661130,206.390930,-336.871250,4712843.500000,,3.317140,
0.182000,0.184570,0.472960,1.640630,206.422120,-336.871220,4712869.000000,,3.318420,
0.184000,0.184570,0.512700,1.722660,206.453230,-336.871220,4712894.500000,1.000000,3.318420,-379.501530
0.186000,0.185850,0.522950,2.153320,206.484410,-336.871220,4712919.500000,,3.319700,
0.188000,0.187130,0.515260,2.327640,206.515670,-336.871220,4712945.000000,,3.319700,
0.190000,0.187130,0.493470,2.143070,206.547040,-336.871220,4712970.000000,,3.322270,
0.192000,0.187130,0.467830,1.835450,206.578520,-336.871220,4712995.500000,1.000000,3.320980,-379.501530
0.194000,0.185850,0.461430,1.825200,206.610020,-336.871220,4713020.500000,,3.322270,
0.196000,0.187130,0.478090,1.948240,206.641430,-336.871220,4713046.000000,,3.322270,
0.198000,0.187130,0.496030,1.743160,206.672870,-336.871220,4713071.500000,,3.323550,
0.200000,0.184570,0.516540,2.112300,206.704280,-336.871220,4713097.000000,1.000000,3.326110,-379.501530
0.202000,0.184570,0.535770,1.917480,206.735730,-336.871220,4713122.000000,,3.327390,
0.204000,0.183290,0.556270,1.835450,206.767180,-336.871220,4713147.000000,,3.331240,
0.206000,0.182010,0.584470,1.568850,206.798610,-336.871190,4713172.500000,,3.333800,
0.208000,0.180730,0.621640,1.425290,206.830020,-336.871190,4713198.000000,1.000000,3.336360,-379.501530
0.208000,0.180730,0.621640,1.425290,206.830020,-336.871190,4713198.000000,1.000000,3.336360,-379.501530
0.210000,0.179440,0.656250,1.640630,206.861400,-336.871190,4713223.500000,,3.336360,
0.212000,0.176880,0.687010,1.948240,206.892810,-336.871190,4713248.500000,,3.338930,
