time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.176880,-0.069210,1.640630,204.314470,-330.873020,4872282.500000,1.000000,3.106930,-379.500240
0.002000,0.175600,-0.066650,1.568850,204.314470,-330.873170,4872308.000000,,3.106930,
0.004000,0.175600,-0.071780,1.876460,204.314470,-330.873290,4872333.500000,,3.101810,
0.006000,0.175600,-0.071780,1.835450,204.314470,-330.873410,4872358.500000,,3.096680,
0.008000,0.174320,-0.073060,1.968750,204.314470,-330.873500,4872383.500000,1.000000,3.097960,-379.500270
0.010000,0.174320,-0.076900,1.999510,204.314470,-330.873600,4872409.000000,,3.097960,
0.012000,0.173030,-0.076900,1.968750,204.314470,-330.873690,4872434.500000,,3.101810,
0.014000,0.173030,-0.083310,1.886720,204.314470,-330.873810,4872460.000000,,3.106930,
0.016000,0.171750,-0.082030,2.143070,204.314470,-330.873930,4872485.000000,1.000000,3.114620,-379.500270
0.018000,0.171750,-0.084590,2.091800,204.314450,-330.873990,4872510.500000,,3.115910,
0.020000,0.173030,-0.058960,1.989260,204.314450,-330.874110,4872535.500000,,3.118470,
0.022000,0.173030,0.325560,1.609860,204.315020,-330.874150,4872561.000000,,3.123600,
0.024000,0.173030,0.374270,1.753420,204.316410,-330.874210,4872586.000000,1.000000,3.126160,-379.500310
0.026000,0.173030,0.401180,1.784180,204.317950,-330.874240,4872611.500000,,3.123600,
0.028000,0.173030,0.515260,1.825200,204.319490,-330.874240,4872637.000000,,3.122310,
0.030000,0.173030,0.662660,1.968750,204.321330,-330.874270,4872662.000000,,3.123600,
0.032000,0.173030,0.775450,1.835450,204.323840,-330.874300,4872687.500000,1.000000,3.123600,-379.500310
0.034000,0.173030,0.890810,1.855960,204.327180,-330.874360,4872712.500000,,3.131290,
0.036000,0.173030,1.013850,1.722660,204.331450,-330.874390,4872738.000000,,3.133850,
0.038000,0.173030,1.165100,1.896970,204.336870,-330.874390,4872763.500000,,3.130000,
0.040000,0.174320,1.318910,2.071290,204.343640,-330.874390,4872789.000000,1.000000,3.130000,-379.500310
0.042000,0.171750,1.466310,1.968750,204.352050,-330.874390,4872814.000000,,3.131290,
0.044000,0.171750,1.590640,1.999510,204.362320,-330.874420,4872839.000000,,3.131290,
0.046000,0.171750,1.686770,2.081540,204.374620,-330.874450,4872864.500000,,3.133850,
0.048000,0.171750,1.749570,1.691890,204.389070,-330.874480,4872890.000000,1.000000,3.138980,-379.500340
0.048000,0.171750,1.749570,1.691890,204.389070,-330.874480,4872890.000000,1.000000,3.138980,-379.500340
0.050000,0.171750,1.788020,1.640630,204.405640,-330.874510,4872915.000000,,3.142820,
0.052000,0.171750,1.802120,1.681640,204.424330,-330.874510,4872940.500000,,3.147950,
0.054000,0.171750,1.788020,1.722660,204.445140,-330.874540,4872965.500000,,3.153080,
0.056000,0.171750,1.736760,1.753420,204.467880,-330.874570,4872991.000000,1.000000,3.159480,-379.500340
0.058000,0.171750,1.656010,1.794430,204.492430,-330.874570,4873016.000000,,3.163330,
0.060000,0.173030,1.567570,1.620120,204.518540,-330.874600,4873041.500000,,3.167180,
0.062000,0.173030,1.468870,1.691890,204.545970,-330.874600,4873067.000000,,3.172300,
0.064000,0.174320,1.350950,1.681640,204.574600,-330.874570,4873092.500000,1.000000,3.176150,-379.500340
0.066000,0.173030,1.226620,1.886720,204.604190,-330.874570,4873117.500000,,3.178710,
0.068000,0.173030,1.117680,2.225100,204.634430,-330.874570,4873142.500000,,3.182560,
0.070000,0.173030,1.034360,2.050780,204.665130,-330.874570,4873168.000000,,3.186400,
0.072000,0.174320,0.965150,1.743160,204.696110,-330.874570,4873193.500000,1.000000,3.190250,-379.500340
0.074000,0.173030,0.895940,1.845700,204.727280,-330.874570,4873218.500000,,3.191530,
0.076000,0.173030,0.836980,2.061040,204.758470,-330.874540,4873244.000000,,3.192810,
0.078000,0.174320,0.797240,1.804690,204.789540,-330.874540,4873269.000000,,3.197940,
