time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.190980,-0.099980,1.466310,204.316620,-338.870610,4693712.500000,1.000000,3.151790,-379.501740
0.002000,0.190980,-0.096130,1.415040,204.316620,-338.870670,4693738.000000,,3.142820,
0.004000,0.190980,-0.096130,1.732910,204.316640,-338.870790,4693763.000000,,3.138980,
0.006000,0.189700,-0.092290,2.071290,204.316640,-338.870850,4693788.500000,,3.137700,
0.008000,0.190980,-0.091000,2.132810,204.316640,-338.870940,4693813.500000,1.000000,3.137700,-379.501740
0.010000,0.189700,-0.089720,1.968750,204.316650,-338.871060,4693839.000000,,3.138980,
0.012000,0.189700,-0.085880,2.040530,204.316650,-338.871150,4693864.000000,,3.142820,
0.014000,0.189700,-0.084590,1.712400,204.316650,-338.871250,4693889.500000,,3.149230,
0.016000,0.189700,-0.082030,1.773930,204.316650,-338.871340,4693915.000000,1.000000,3.154360,-379.501740
0.018000,0.190980,-0.056400,1.948240,204.316650,-338.871460,4693940.000000,,3.160770,
0.020000,0.190980,0.315310,2.368650,204.317210,-338.871520,4693965.000000,,3.165890,
0.022000,0.189700,0.342220,2.030270,204.318530,-338.871580,4693990.500000,,3.165890,
0.024000,0.189700,0.361450,1.763670,204.319810,-338.871610,4694016.000000,1.000000,3.164610,-379.501740
0.026000,0.190980,0.455020,1.384280,204.320970,-338.871610,4694041.500000,,3.163330,
0.028000,0.192260,0.565250,1.640630,204.322360,-338.871640,4694067.000000,,3.163330,
0.030000,0.192260,0.651120,1.773930,204.324220,-338.871670,4694092.000000,,3.163330,
0.032000,0.192260,0.739560,1.640630,204.326740,-338.871730,4694117.000000,1.000000,3.172300,-379.501740
0.034000,0.192260,0.847230,1.896970,204.329990,-338.871770,4694142.500000,,3.172300,
0.036000,0.192260,0.980530,1.927730,204.334150,-338.871770,4694168.000000,,3.169740,
0.038000,0.190980,1.130490,1.958500,204.339430,-338.871770,4694193.000000,,3.167180,
0.040000,0.190980,1.279170,1.671390,204.346130,-338.871770,4694218.500000,1.000000,3.167180,-379.501740
0.042000,0.190980,1.413760,1.794430,204.354510,-338.871770,4694243.500000,,3.164610,
0.044000,0.190980,1.530400,1.763670,204.364720,-338.871800,4694269.000000,,3.165890,
0.046000,0.189700,1.625240,1.855960,204.376980,-338.871860,4694294.000000,,3.171020,
0.046000,0.189700,1.625240,1.855960,204.376980,-338.871860,4694294.000000,,3.171020,
0.048000,0.189700,1.680360,1.855960,204.391390,-338.871890,4694319.500000,1.000000,3.174870,-379.501740
0.050000,0.189700,1.707280,1.917480,204.407940,-338.871890,4694345.000000,,3.177430,
0.052000,0.188420,1.717530,1.466310,204.426610,-338.871920,4694370.500000,,3.182560,
0.054000,0.189700,1.700870,1.671390,204.447340,-338.871950,4694395.500000,,3.187680,
0.056000,0.189700,1.649600,1.568850,204.470030,-338.871980,4694420.500000,1.000000,3.192810,-379.501770
