time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.147400,-0.153810,1.466310,235.527560,-358.711300,1346137.375000,1.000000
0.002000,0.148680,-0.151250,2.020020,235.527570,-358.711430,1346162.750000,
0.004000,0.151250,-0.148680,2.348140,235.527570,-358.711550,1346188.000000,
0.006000,0.152530,-0.147400,2.091800,235.527570,-358.711670,1346213.250000,
0.008000,0.155090,-0.144840,1.814940,235.527570,-358.711760,1346238.625000,1.000000
0.010000,0.153810,-0.142270,1.640630,235.527570,-358.711910,1346263.875000,
0.012000,0.156370,-0.139710,1.712400,235.527570,-358.712010,1346289.125000,
0.014000,0.157650,-0.137150,1.968750,235.527570,-358.712070,1346314.500000,
0.016000,0.158940,-0.135860,2.071290,235.527570,-358.712190,1346339.750000,1.000000
0.018000,0.160220,-0.111510,1.896970,235.527570,-358.712250,1346365.000000,
0.020000,0.160220,0.260190,1.989260,235.528150,-358.712340,1346390.375000,
0.022000,0.160220,0.287110,1.671390,235.529480,-358.712400,1346415.750000,
0.024000,0.160220,0.274290,1.548340,235.530870,-358.712460,1346441.000000,1.000000
0.026000,0.160220,0.366580,1.753420,235.532070,-358.712460,1346466.250000,
0.028000,0.158940,0.487060,1.896970,235.533430,-358.712460,1346491.625000,
0.030000,0.157650,0.580630,1.979000,235.535290,-358.712520,1346516.875000,
0.032000,0.156370,0.669070,1.948240,235.537830,-358.712590,1346542.125000,1.000000
0.034000,0.156370,0.771610,2.132810,235.541080,-358.712680,1346567.500000,
0.036000,0.153810,0.904910,1.712400,235.545230,-358.712710,1346592.750000,
0.038000,0.152530,1.061280,1.886720,235.550480,-358.712680,1346618.000000,
0.040000,0.149960,1.216370,2.020020,235.557140,-358.712680,1346643.375000,1.000000
0.042000,0.149960,1.348390,1.979000,235.565510,-358.712710,1346668.625000,
0.044000,0.149960,1.472720,1.794430,235.575670,-358.712740,1346694.000000,
0.046000,0.147400,1.576540,1.466310,235.587880,-358.712740,1346719.250000,
0.048000,0.146120,1.638060,1.702150,235.602220,-358.712800,1346744.500000,1.000000
0.050000,0.143550,1.672670,1.497070,235.618700,-358.712830,1346769.875000,
0.052000,0.139710,1.694460,1.866210,235.637300,-358.712860,1346795.125000,
0.054000,0.139710,1.697020,1.937990,235.657900,-358.712860,1346820.375000,
0.056000,0.137150,1.667540,1.722660,235.680450,-358.712860,1346845.750000,1.000000
0.058000,0.133300,1.606020,1.784180,235.704770,-358.712890,1346871.000000,
0.060000,0.132020,1.521420,1.579100,235.730700,-358.712890,1346896.250000,
0.062000,0.130740,1.422730,1.958500,235.758030,-358.712890,1346921.625000,
0.064000,0.130740,1.315060,1.958500,235.786500,-358.712890,1346946.875000,1.000000
0.066000,0.128170,1.227910,2.091800,235.815860,-358.712890,1346972.125000,
0.068000,0.129460,1.148440,1.835450,235.845900,-358.712890,1346997.500000,
0.070000,0.128170,1.062560,2.030270,235.876500,-358.712890,1347022.750000,
0.072000,0.126890,0.970280,1.722660,235.907530,-358.712890,1347048.000000,1.000000
0.074000,0.128170,0.899780,1.661130,235.938720,-358.712890,1347073.375000,
0.076000,0.125610,0.836980,1.968750,235.969970,-358.712860,1347098.625000,
0.078000,0.126890,0.790830,1.773930,236.001140,-358.712860,1347123.875000,
0.080000,0.125610,0.737000,1.989260,236.032320,-358.712860,1347149.250000,1.000000
0.082000,0.125610,0.697270,1.681640,236.063400,-358.712860,1347174.500000,
0.084000,0.125610,0.661380,1.558590,236.094450,-358.712860,1347199.875000,
0.086000,0.124330,0.633180,1.712400,236.125470,-358.712860,1347225.250000,
0.088000,0.124330,0.603700,1.794430,236.156490,-358.712860,1347250.500000,1.000000
0.090000,0.125610,0.574220,2.163570,236.187580,-358.712860,1347275.750000,
0.092000,0.125610,0.548580,2.204590,236.218640,-358.712860,1347301.125000,
0.094000,0.124330,0.524230,2.122560,236.249690,-358.712860,1347326.375000,
0.096000,0.123050,0.483220,1.579100,236.280850,-358.712860,1347351.625000,1.000000
0.098000,0.124330,0.446040,1.743160,236.311980,-358.712860,1347377.000000,
0.100000,0.123050,0.422970,1.845700,236.343080,-358.712860,1347402.250000,
0.102000,0.121770,0.419130,1.835450,236.374070,-358.712830,1347427.500000,
0.104000,0.120480,0.438350,2.091800,236.404950,-358.712830,1347452.875000,1.000000
0.106000,0.117920,0.467830,1.753420,236.435730,-358.712830,1347478.125000,
0.108000,0.119200,0.487060,1.702150,236.466520,-358.712830,1347503.375000,
0.110000,0.115360,0.499880,1.527830,236.497340,-358.712830,1347528.750000,
0.112000,0.116640,0.490910,1.517580,236.528350,-358.712830,1347554.000000,1.000000
0.114000,0.115360,0.471680,1.527830,236.559480,-358.712830,1347579.250000,
0.116000,0.115360,0.466550,1.825200,236.590670,-358.712830,1347604.625000,
0.118000,0.116640,0.478090,2.358400,236.621900,-358.712830,1347629.875000,
0.120000,0.115360,0.496030,1.979000,236.653150,-358.712830,1347655.125000,1.000000
0.122000,0.116640,0.511410,1.907230,236.684420,-358.712800,1347680.500000,
0.124000,0.116640,0.531920,1.630370,236.715770,-358.712800,1347705.750000,
0.126000,0.115360,0.556270,1.732910,236.747100,-358.712800,1347731.000000,
0.128000,0.115360,0.587040,1.958500,236.778430,-358.712770,1347756.375000,1.000000
0.130000,0.115360,0.624210,1.886720,236.809720,-358.712770,1347781.625000,
0.132000,0.116640,0.663940,1.958500,236.841020,-358.712770,1347806.875000,
0.134000,0.116640,0.698550,1.784180,236.872380,-358.712770,1347832.250000,
0.136000,0.115360,0.724180,1.804690,236.903780,-358.712770,1347857.500000,1.000000
0.138000,0.116640,0.728030,1.589360,236.935300,-358.712770,1347882.750000,
0.140000,0.115360,0.717770,1.845700,236.966920,-358.712770,1347908.250000,
0.142000,0.116640,0.706240,1.722660,236.998660,-358.712740,1347933.375000,
0.144000,0.117920,0.712650,2.050780,237.030350,-358.712740,1347958.750000,1.000000
0.146000,0.119200,0.715210,2.030270,237.062100,-358.712740,1347984.000000,
0.148000,0.121770,0.690860,1.989260,237.093950,-358.712740,1348009.375000,
0.150000,0.121770,0.661380,1.968750,237.125900,-358.712740,1348034.625000,
0.152000,0.124330,0.647280,1.855960,237.157780,-358.712740,1348060.000000,1.000000
0.154000,0.125610,0.653690,1.917480,237.189610,-358.712740,1348085.250000,
0.156000,0.126890,0.674190,2.122560,237.221330,-358.712710,1348110.500000,
0.158000,0.129460,0.698550,1.845700,237.252980,-358.712710,1348135.875000,
0.160000,0.130740,0.706240,1.640630,237.284620,-358.712710,1348161.125000,1.000000
0.162000,0.133300,0.694700,1.671390,237.316300,-358.712710,1348186.375000,
0.164000,0.135860,0.674190,1.702150,237.348020,-358.712710,1348211.750000,
0.166000,0.135860,0.644710,1.907230,237.379780,-358.712680,1348237.000000,
0.168000,0.138430,0.634460,1.804690,237.411500,-358.712680,1348262.250000,1.000000
0.170000,0.139710,0.642150,1.845700,237.443100,-358.712680,1348287.625000,
0.172000,0.142270,0.649840,1.702150,237.474670,-358.712680,1348312.875000,
0.174000,0.144840,0.644710,1.722660,237.506260,-358.712680,1348338.125000,
0.176000,0.146120,0.619080,1.722660,237.537870,-358.712650,1348363.500000,1.000000
0.178000,0.147400,0.587040,2.112300,237.569580,-358.712650,1348388.750000,
0.180000,0.146120,0.549870,1.896970,237.601320,-358.712650,1348414.000000,
0.182000,0.149960,0.520390,2.081540,237.633060,-358.712620,1348439.375000,
0.184000,0.151250,0.511410,2.040530,237.664670,-358.712590,1348464.625000,1.000000
0.186000,0.149960,0.515260,1.753420,237.696230,-358.712590,1348489.875000,
0.188000,0.148680,0.511410,1.517580,237.727750,-358.712590,1348515.250000,
0.190000,0.146120,0.493470,1.630370,237.759290,-358.712590,1348540.500000,
0.192000,0.146120,0.474240,1.814940,237.790890,-358.712590,1348565.750000,1.000000
0.194000,0.144840,0.476810,1.845700,237.822370,-358.712590,1348591.125000,
0.196000,0.143550,0.496030,1.876460,237.853810,-358.712590,1348616.375000,
