time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.679320,0.702390,6.172850,281.676730,-363.620060,1266980.750000,1.000000
0.002000,0.795960,0.845950,4.604000,281.707610,-363.620150,1267006.000000,
0.004000,0.592160,0.617800,3.527340,281.739690,-363.620850,1267031.500000,
0.006000,0.265320,0.621640,5.075680,281.771360,-363.621670,1267056.750000,
0.008000,0.356320,0.687010,6.952150,281.802670,-363.621250,1267081.875000,1.000000
0.010000,0.780580,0.794680,6.880370,281.833950,-363.620270,1267107.250000,
0.012000,0.962590,0.761350,5.619140,281.865630,-363.620150,1267132.500000,
0.014000,0.721620,0.501160,5.024410,281.898320,-363.620610,1267157.875000,
0.016000,0.360170,0.503720,6.029300,281.930270,-363.621890,1267183.125000,1.000000
0.018000,0.465270,0.702390,6.603520,281.961460,-363.621120,1267208.375000,
0.020000,0.790830,0.803650,6.142090,281.992680,-363.619900,1267233.750000,
0.022000,0.797240,0.602420,4.593750,282.025120,-363.620330,1267259.000000,
0.024000,0.529360,0.230710,5.383300,282.058260,-363.621490,1267284.375000,1.000000
0.026000,0.344790,0.374270,6.459960,282.089810,-363.622040,1267309.625000,
0.028000,0.613950,0.574220,6.234380,282.120540,-363.620360,1267334.875000,
0.030000,0.779300,0.770320,4.942380,282.151340,-363.620060,1267360.250000,
0.032000,0.666500,0.598570,3.701660,282.183200,-363.620700,1267385.500000,1.000000
0.034000,0.333250,0.561400,4.860350,282.214940,-363.621460,1267410.875000,
0.036000,0.285830,0.719060,6.726560,282.245850,-363.621550,1267436.125000,
0.038000,0.676760,0.848510,7.290530,282.276790,-363.620390,1267461.375000,
0.040000,0.936950,0.877990,6.101070,282.308140,-363.620150,1267486.750000,1.000000
0.042000,0.811340,0.571660,4.686040,282.340640,-363.620480,1267512.000000,
0.044000,0.412720,0.501160,5.793460,282.372990,-363.621730,1267537.250000,
0.046000,0.389650,0.649840,6.388180,282.404240,-363.621460,1267562.625000,
0.048000,0.693420,0.797240,6.367680,282.435390,-363.620060,1267587.875000,1.000000
0.050000,0.821590,0.719060,5.188480,282.467470,-363.620210,1267613.125000,
0.052000,0.604980,0.281980,4.757810,282.500760,-363.621250,1267638.500000,
0.054000,0.338380,0.310180,6.029300,282.532840,-363.622280,1267663.750000,
0.056000,0.521670,0.498600,6.234380,282.563780,-363.620940,1267689.000000,1.000000
0.058000,0.792110,0.706240,5.352540,282.594510,-363.620000,1267714.375000,
0.060000,0.698550,0.647280,3.711910,282.626130,-363.620640,1267739.625000,
0.062000,0.416560,0.507570,4.634770,282.657990,-363.621220,1267765.000000,
0.064000,0.225590,0.697270,6.234380,282.688960,-363.621670,1267790.250000,1.000000
0.066000,0.603700,0.788270,7.116210,282.719880,-363.620670,1267815.500000,
0.068000,0.929260,0.897220,6.172850,282.751010,-363.620090,1267840.875000,
0.070000,0.865170,0.628050,4.604000,282.783260,-363.620150,1267866.125000,
0.072000,0.487060,0.499880,5.660160,282.815670,-363.621280,1267891.375000,1.000000
0.074000,0.337100,0.622920,6.531740,282.847140,-363.621730,1267916.750000,
0.076000,0.662660,0.767760,6.644530,282.878230,-363.620150,1267942.000000,
0.078000,0.830570,0.704960,5.567870,282.910100,-363.619840,1267967.250000,
0.080000,0.684450,0.308900,4.604000,282.943390,-363.620850,1267992.625000,1.000000
0.082000,0.372990,0.197390,5.383300,282.975860,-363.622040,1268017.875000,
0.084000,0.461430,0.417850,6.459960,283.006810,-363.621190,1268043.125000,
0.086000,0.743410,0.666500,5.834470,283.037380,-363.619750,1268068.500000,
0.088000,0.757510,0.752380,4.439940,283.068420,-363.620300,1268093.875000,1.000000
0.090000,0.508850,0.530640,4.286130,283.100430,-363.620970,1268119.125000,
0.092000,0.230710,0.679320,5.762700,283.131500,-363.621550,1268144.375000,
0.094000,0.498600,0.745970,7.095700,283.162480,-363.620820,1268169.750000,
0.096000,0.853640,0.916440,6.480470,283.193450,-363.620120,1268195.000000,1.000000
0.098000,0.929260,0.748540,4.706540,283.225460,-363.620030,1268220.375000,
0.100000,0.587040,0.511410,5.403810,283.258030,-363.620910,1268245.625000,
0.102000,0.317870,0.639590,6.726560,283.289610,-363.621800,1268270.875000,
0.104000,0.590880,0.793400,6.900880,283.320650,-363.620510,1268296.250000,1.000000
0.106000,0.780580,0.835690,5.865230,283.352230,-363.619810,1268321.500000,
0.108000,0.757510,0.475520,4.255370,283.385160,-363.620510,1268346.750000,
0.110000,0.425540,0.233280,5.496090,283.418120,-363.621860,1268372.125000,
0.112000,0.392210,0.431950,6.090820,283.449310,-363.621610,1268397.375000,1.000000
0.114000,0.694700,0.639590,6.244630,283.480010,-363.619960,1268422.625000,
0.116000,0.784420,0.789550,4.675780,283.510990,-363.620150,1268448.000000,
0.118000,0.567810,0.558840,3.865720,283.542970,-363.620850,1268473.250000,
0.120000,0.240970,0.628050,5.362790,283.574370,-363.621610,1268498.500000,1.000000
0.122000,0.379390,0.703670,6.777830,283.605530,-363.621060,1268523.875000,
0.124000,0.801090,0.847230,6.788090,283.636600,-363.620240,1268549.125000,
0.126000,0.956180,0.770320,5.137210,283.668330,-363.620180,1268574.375000,
0.128000,0.689580,0.499880,5.239750,283.701080,-363.620700,1268599.750000,1.000000
0.130000,0.340940,0.519100,6.336910,283.732940,-363.621920,1268625.000000,
0.132000,0.488340,0.694700,6.747070,283.764160,-363.621060,1268650.250000,
0.134000,0.794680,0.786990,6.039550,283.795470,-363.619930,1268675.625000,
0.136000,0.784420,0.549870,4.337400,283.827970,-363.620360,1268700.875000,1.000000
0.138000,0.498600,0.242250,5.332030,283.860900,-363.621580,1268726.125000,
0.140000,0.343510,0.430660,6.336910,283.892180,-363.621980,1268751.500000,
0.142000,0.640870,0.619080,6.449710,283.922760,-363.620240,1268776.750000,
0.144000,0.772890,0.790830,4.901370,283.953580,-363.620000,1268802.000000,1.000000
0.146000,0.644710,0.597290,3.578610,283.985410,-363.620670,1268827.500000,
0.148000,0.302490,0.587040,4.911620,284.017090,-363.621490,1268852.750000,
0.150000,0.307620,0.698550,6.583010,284.048190,-363.621370,1268878.000000,
0.152000,0.704960,0.807500,7.249510,284.079320,-363.620300,1268903.250000,1.000000
0.154000,0.935670,0.826720,6.008790,284.110810,-363.620240,1268928.625000,
0.156000,0.789550,0.530640,4.942380,284.143460,-363.620640,1268953.875000,
0.158000,0.393490,0.481930,6.060060,284.175810,-363.621920,1268979.250000,
0.160000,0.417850,0.639590,6.685550,284.207030,-363.621460,1269004.375000,1.000000
0.162000,0.720340,0.783140,6.275390,284.238190,-363.620090,1269029.625000,
0.164000,0.817750,0.697270,4.911620,284.270230,-363.620300,1269055.125000,
0.166000,0.578060,0.317870,4.993650,284.303160,-363.621340,1269080.375000,
0.168000,0.329410,0.446040,6.367680,284.334690,-363.622190,1269105.625000,1.000000
0.170000,0.547300,0.684450,6.275390,284.365140,-363.620760,1269131.000000,
0.172000,0.779300,0.885680,5.188480,284.395750,-363.620000,1269156.250000,
0.174000,0.687010,0.748540,3.619630,284.427460,-363.620640,1269181.500000,
0.176000,0.380680,0.580630,4.480960,284.459500,-363.621250,1269206.875000,1.000000
0.178000,0.243530,0.687010,6.377930,284.490880,-363.621640,1269232.125000,
0.180000,0.626770,0.729310,7.146970,284.522280,-363.620570,1269257.375000,
0.182000,0.931820,0.803650,6.347170,284.553830,-363.620120,1269282.750000,
0.184000,0.851070,0.503720,4.655270,284.586490,-363.620360,1269308.000000,1.000000
0.186000,0.460140,0.403750,5.526860,284.619050,-363.621520,1269333.250000,
0.188000,0.355040,0.544740,6.562500,284.650480,-363.621730,1269358.625000,
0.190000,0.663940,0.724180,6.511230,284.681490,-363.620180,1269383.875000,
0.192000,0.826720,0.710080,5.516600,284.713100,-363.619960,1269409.125000,1.000000
0.194000,0.652400,0.342220,4.737300,284.746000,-363.620910,1269434.500000,
0.196000,0.356320,0.360170,5.578130,284.777830,-363.622070,1269459.750000,
0.198000,0.469120,0.612670,6.265140,284.808290,-363.621060,1269485.000000,
0.200000,0.749820,0.851070,5.506350,284.838620,-363.619780,1269510.375000,1.000000
0.202000,0.745970,0.852360,4.204100,284.869840,-363.620390,1269535.750000,
0.204000,0.476810,0.599850,4.224610,284.902010,-363.621060,1269561.000000,
0.206000,0.220460,0.711360,6.244630,284.933350,-363.621610,1269586.375000,
0.208000,0.534480,0.716490,7.034180,284.964750,-363.620790,1269611.500000,1.000000
0.210000,0.870300,0.817750,6.470210,284.996190,-363.620120,1269636.875000,
0.212000,0.913880,0.596010,4.634770,285.028660,-363.620090,1269662.250000,
0.214000,0.552430,0.385800,5.424320,285.061310,-363.621090,1269687.500000,
0.216000,0.326840,0.522950,6.829100,285.093020,-363.621860,1269712.750000,1.000000
0.218000,0.638310,0.678040,6.941890,285.124080,-363.620360,1269738.000000,
0.220000,0.803650,0.725460,5.906250,285.155610,-363.619750,1269763.250000,
0.222000,0.737000,0.403750,4.398930,285.188290,-363.620510,1269788.625000,
0.224000,0.407590,0.279420,5.362790,285.220610,-363.621800,1269814.000000,1.000000
0.226000,0.420410,0.512700,5.937010,285.251370,-363.621370,1269839.250000,
0.228000,0.698550,0.720340,6.029300,285.281860,-363.619870,1269864.500000,
0.230000,0.786990,0.816470,4.593750,285.312870,-363.620240,1269889.875000,
0.232000,0.549870,0.540890,4.009280,285.345060,-363.620910,1269915.125000,1.000000
0.234000,0.246090,0.624210,5.680660,285.376460,-363.621640,1269940.375000,
0.236000,0.422970,0.689580,6.808590,285.407620,-363.621030,1269965.750000,
0.238000,0.822880,0.838260,6.675290,285.438720,-363.620240,1269991.000000,
0.240000,0.952330,0.717770,4.696290,285.470640,-363.620180,1270016.250000,1.000000
0.242000,0.653690,0.416560,5.147460,285.503540,-363.620790,1270041.625000,
0.244000,0.335820,0.452450,6.480470,285.535430,-363.621920,1270066.875000,
0.246000,0.525510,0.638310,6.982910,285.566530,-363.620880,1270092.125000,
0.248000,0.797240,0.757510,6.039550,285.597780,-363.619840,1270117.500000,1.000000
0.250000,0.780580,0.506290,4.398930,285.630190,-363.620360,1270142.750000,
0.252000,0.467830,0.247380,5.075680,285.662900,-363.621610,1270168.125000,
0.254000,0.352480,0.455020,6.039550,285.694000,-363.621860,1270193.375000,
0.256000,0.669070,0.653690,6.152340,285.724490,-363.620150,1270218.625000,1.000000
0.258000,0.793400,0.824160,4.952640,285.755310,-363.620120,1270244.000000,
0.260000,0.620360,0.594730,3.681150,285.787290,-363.620790,1270269.375000,
0.262000,0.293520,0.592160,5.280760,285.819060,-363.621610,1270294.625000,
0.264000,0.342220,0.684450,6.572750,285.850220,-363.621340,1270319.875000,1.000000
0.266000,0.756230,0.819030,7.167480,285.881290,-363.620330,1270345.125000,
0.268000,0.957460,0.810060,5.444820,285.912810,-363.620240,1270370.375000,
0.270000,0.756230,0.513980,5.024410,285.945500,-363.620640,1270395.750000,
0.272000,0.385800,0.487060,6.521480,285.977660,-363.621980,1270421.000000,1.000000
0.274000,0.460140,0.660100,6.644530,286.008790,-363.621340,1270446.250000,
0.276000,0.758790,0.765200,6.541990,286.039980,-363.619960,1270471.625000,
0.278000,0.816470,0.599850,4.491210,286.072270,-363.620300,1270496.875000,
0.280000,0.557560,0.202510,5.065430,286.105410,-363.621370,1270522.250000,1.000000
0.282000,0.340940,0.326840,6.347170,286.136960,-363.622130,1270547.500000,
0.284000,0.580630,0.530640,6.306150,286.167720,-363.620540,1270572.750000,
0.286000,0.789550,0.721620,5.280760,286.198490,-363.620060,1270598.125000,
0.288000,0.681880,0.579350,3.650390,286.230320,-363.620730,1270623.375000,1.000000
0.290000,0.365300,0.466550,4.686040,286.262240,-363.621430,1270648.750000,
0.292000,0.275570,0.581910,6.265140,286.293460,-363.621700,1270674.000000,
0.294000,0.663940,0.670350,7.095700,286.324580,-363.620510,1270699.375000,
0.296000,0.940800,0.763920,6.254880,286.355830,-363.620120,1270724.625000,1.000000
0.298000,0.825440,0.507570,4.829590,286.388090,-363.620390,1270749.875000,
0.300000,0.437070,0.480650,5.783200,286.420200,-363.621580,1270775.250000,
0.302000,0.378110,0.651120,6.429200,286.451200,-363.621610,1270800.500000,
0.304000,0.667790,0.799800,6.367680,286.482120,-363.620120,1270825.750000,1.000000
0.306000,0.830570,0.724180,5.065430,286.513920,-363.620120,1270851.125000,
0.308000,0.624210,0.273010,4.819340,286.547120,-363.621060,1270876.375000,
0.310000,0.352480,0.262760,5.998540,286.579280,-363.622160,1270901.625000,
0.312000,0.489620,0.469120,6.285640,286.610050,-363.621030,1270927.000000,1.000000
0.314000,0.776730,0.701110,5.588380,286.640690,-363.619870,1270952.250000,
0.316000,0.721620,0.679320,3.742680,286.672120,-363.620540,1270977.500000,
0.318000,0.446040,0.467830,4.173340,286.704280,-363.621190,1271002.875000,
0.320000,0.221740,0.606260,6.316410,286.735570,-363.621730,1271028.250000,1.000000
0.322000,0.574220,0.660100,7.146970,286.766750,-363.620760,1271053.375000,
0.324000,0.904910,0.806210,6.767580,286.797880,-363.620030,1271078.750000,
0.326000,0.889530,0.607540,4.542480,286.830020,-363.620000,1271104.000000,
0.328000,0.520390,0.461430,5.680660,286.862300,-363.621090,1271129.250000,1.000000
0.330000,0.328130,0.630620,6.490720,286.893650,-363.621770,1271154.625000,
0.332000,0.647280,0.784420,6.695800,286.924590,-363.620240,1271179.875000,
0.334000,0.820310,0.765200,5.824220,286.956210,-363.619810,1271205.125000,
0.336000,0.706240,0.385800,4.573240,286.989230,-363.620670,1271230.500000,1.000000
0.338000,0.397340,0.256350,5.701170,287.021700,-363.621920,1271255.750000,
0.340000,0.451170,0.467830,6.111330,287.052610,-363.621280,1271281.000000,
0.342000,0.721620,0.660100,5.978030,287.083310,-363.619780,1271306.375000,
0.344000,0.772890,0.715210,4.275880,287.114560,-363.620240,1271331.750000,1.000000
0.346000,0.525510,0.443480,4.224610,287.146910,-363.620970,1271357.000000,
0.348000,0.235840,0.539610,5.813960,287.178310,-363.621610,1271382.375000,
0.350000,0.448610,0.602420,7.095700,287.209530,-363.620910,1271407.625000,
0.352000,0.822880,0.761350,6.613770,287.240660,-363.620150,1271432.875000,1.000000
0.354000,0.938230,0.657530,4.675780,287.272460,-363.620060,1271458.250000,
0.356000,0.626770,0.412720,5.147460,287.304990,-363.620790,1271483.500000,
0.358000,0.337100,0.519100,6.336910,287.336550,-363.621860,1271508.750000,
0.360000,0.553710,0.688290,6.859860,287.367550,-363.620700,1271534.125000,1.000000
0.362000,0.788270,0.763920,6.142090,287.398900,-363.619840,1271559.375000,
0.364000,0.762630,0.467830,4.398930,287.431490,-363.620420,1271584.625000,
0.366000,0.439640,0.243530,5.085940,287.464110,-363.621730,1271610.000000,
0.368000,0.361450,0.463990,6.203610,287.495150,-363.621730,1271635.250000,1.000000
0.370000,0.683170,0.652400,5.875490,287.525730,-363.620060,1271660.500000,
0.372000,0.798520,0.785710,4.839840,287.556610,-363.620150,1271685.875000,
0.374000,0.588320,0.537050,3.896480,287.588750,-363.620820,1271711.125000,
0.376000,0.266600,0.537050,5.373050,287.620510,-363.621640,1271736.500000,1.000000
0.378000,0.351200,0.613950,6.921390,287.651760,-363.621220,1271761.750000,
0.380000,0.780580,0.731870,6.777830,287.682950,-363.620240,1271787.000000,
0.382000,0.965150,0.706240,5.188480,287.714630,-363.620150,1271812.250000,
0.384000,0.720340,0.424260,5.024410,287.747310,-363.620610,1271837.625000,1.000000
0.386000,0.365300,0.426820,6.541990,287.779330,-363.621920,1271862.875000,
0.388000,0.470400,0.615230,6.859860,287.810420,-363.621190,1271888.125000,
0.390000,0.792110,0.721620,6.295900,287.841640,-363.619960,1271913.500000,
0.392000,0.793400,0.526790,4.593750,287.874020,-363.620360,1271938.750000,1.000000
0.394000,0.529360,0.158940,4.962890,287.907070,-363.621520,1271964.000000,
0.396000,0.342220,0.312740,6.203610,287.938540,-363.622070,1271989.375000,
0.398000,0.615230,0.531920,6.336910,287.969090,-363.620360,1272014.625000,
0.400000,0.785710,0.753660,5.311520,287.999660,-363.620030,1272039.875000,1.000000
0.402000,0.665220,0.619080,3.804200,288.031280,-363.620700,1272065.375000,
0.404000,0.335820,0.551150,4.737300,288.062930,-363.621460,1272090.625000,
0.406000,0.283260,0.672910,6.357420,288.093960,-363.621580,1272115.875000,
0.408000,0.674190,0.756230,6.962400,288.125120,-363.620420,1272141.250000,1.000000
0.410000,0.935670,0.783140,5.906250,288.156560,-363.620150,1272166.500000,
0.412000,0.804930,0.476810,4.757810,288.189180,-363.620480,1272191.750000,
0.414000,0.411440,0.430660,6.039550,288.221500,-363.621770,1272217.125000,
0.416000,0.387080,0.606260,6.521480,288.252620,-363.621550,1272242.375000,1.000000
0.418000,0.692140,0.754940,6.265140,288.283780,-363.620120,1272267.625000,
0.420000,0.821590,0.670350,4.706540,288.315830,-363.620240,1272293.000000,
0.422000,0.601140,0.234560,4.624510,288.349060,-363.621250,1272318.250000,
0.424000,0.335820,0.276860,6.039550,288.381010,-363.622250,1272343.500000,1.000000
0.426000,0.513980,0.497310,6.357420,288.411710,-363.620880,1272368.875000,
0.428000,0.789550,0.722900,5.496090,288.442380,-363.619900,1272394.125000,
0.430000,0.692140,0.672910,3.814450,288.473790,-363.620570,1272419.375000,
0.432000,0.414000,0.510130,4.265630,288.505710,-363.621190,1272444.750000,1.000000
0.434000,0.219180,0.672910,5.926760,288.536770,-363.621700,1272470.000000,
0.436000,0.598570,0.717770,6.952150,288.567930,-363.620700,1272495.250000,
0.438000,0.930540,0.808780,6.511230,288.599210,-363.620090,1272520.625000,
0.440000,0.870300,0.535770,4.962890,288.631590,-363.620150,1272545.875000,1.000000
0.442000,0.489620,0.385800,5.813960,288.664090,-363.621280,1272571.125000,
0.444000,0.329410,0.513980,6.439450,288.695620,-363.621770,1272596.500000,
0.446000,0.646000,0.662660,6.603520,288.726750,-363.620180,1272621.750000,
0.448000,0.821590,0.637020,5.260250,288.758480,-363.619840,1272647.125000,1.000000
0.450000,0.684450,0.264040,4.573240,288.791530,-363.620790,1272672.375000,
0.452000,0.378110,0.173030,5.824220,288.823910,-363.622010,1272697.625000,
0.454000,0.458860,0.406310,6.429200,288.854680,-363.621150,1272723.000000,
0.456000,0.735720,0.630620,5.885740,288.885220,-363.619750,1272748.250000,1.000000
0.458000,0.744690,0.703670,4.193850,288.916350,-363.620300,1272773.625000,
0.460000,0.501160,0.462710,3.988770,288.948360,-363.621030,1272798.875000,
0.462000,0.230710,0.592160,5.772950,288.979550,-363.621610,1272824.250000,
0.464000,0.496030,0.648560,7.136720,289.010590,-363.620850,1272849.500000,1.000000
0.466000,0.845950,0.815190,6.747070,289.041600,-363.620120,1272874.750000,
0.468000,0.926700,0.666500,4.768070,289.073490,-363.620030,1272900.125000,
0.470000,0.588320,0.425540,5.219240,289.106050,-363.620910,1272925.375000,
0.472000,0.319150,0.531920,6.306150,289.137660,-363.621830,1272950.625000,1.000000
0.474000,0.581910,0.695980,6.552250,289.168670,-363.620540,1272975.875000,
0.476000,0.776730,0.745970,6.172850,289.200200,-363.619870,1273001.125000,
0.478000,0.753660,0.411440,4.388670,289.233000,-363.620540,1273026.500000,
0.480000,0.428100,0.183290,5.321780,289.265810,-363.621830,1273051.875000,1.000000
0.482000,0.389650,0.414000,6.193360,289.296880,-363.621610,1273077.125000,
0.484000,0.693420,0.630620,5.844730,289.327420,-363.619960,1273102.500000,
0.486000,0.774170,0.774170,4.470700,289.358340,-363.620150,1273127.750000,
0.488000,0.563960,0.535770,3.804200,289.390380,-363.620850,1273153.000000,1.000000
0.490000,0.242250,0.596010,5.608890,289.421810,-363.621670,1273178.375000,
0.492000,0.384520,0.683170,7.105960,289.452970,-363.621150,1273203.625000,
0.494000,0.806210,0.803650,6.726560,289.484130,-363.620300,1273228.875000,
0.496000,0.957460,0.729310,4.942380,289.515960,-363.620210,1273254.250000,1.000000
0.498000,0.690860,0.442200,5.075680,289.548740,-363.620700,1273279.500000,
0.500000,0.340940,0.470400,6.254880,289.580690,-363.621980,1273304.750000,
0.502000,0.483220,0.649840,6.993160,289.611790,-363.621090,1273330.125000,
0.504000,0.799800,0.743410,6.439450,289.643160,-363.619930,1273355.375000,1.000000
0.506000,0.788270,0.498600,4.645020,289.675630,-363.620390,1273380.625000,
0.508000,0.505000,0.158940,5.075680,289.708710,-363.621610,1273406.000000,
0.510000,0.346070,0.329410,6.090820,289.740080,-363.621980,1273431.250000,
0.512000,0.638310,0.537050,6.172850,289.770690,-363.620240,1273456.500000,1.000000
0.514000,0.766480,0.739560,5.044920,289.801360,-363.620030,1273481.875000,
0.516000,0.644710,0.588320,3.937500,289.833070,-363.620700,1273507.250000,
0.518000,0.311460,0.557560,5.116700,289.864690,-363.621520,1273532.500000,
0.520000,0.311460,0.683170,6.613770,289.895750,-363.621460,1273557.750000,1.000000
0.522000,0.707520,0.766480,6.952150,289.926940,-363.620360,1273583.000000,
0.524000,0.933110,0.788270,5.629390,289.958470,-363.620240,1273608.250000,
0.526000,0.786990,0.484500,4.880860,289.991180,-363.620610,1273633.750000,
0.528000,0.392210,0.438350,6.295900,290.023560,-363.621920,1273659.000000,1.000000
0.530000,0.415280,0.603700,6.859860,290.054780,-363.621490,1273684.125000,
0.532000,0.722900,0.729310,6.367680,290.085940,-363.620090,1273709.500000,
0.534000,0.819030,0.647280,4.675780,290.118010,-363.620330,1273734.750000,
0.536000,0.580630,0.225590,4.634770,290.151150,-363.621340,1273760.125000,1.000000
0.538000,0.333250,0.314030,6.039550,290.182860,-363.622250,1273785.500000,
0.540000,0.549870,0.538330,6.357420,290.213500,-363.620760,1273810.750000,
0.542000,0.784420,0.744690,5.526860,290.244170,-363.620000,1273836.000000,
0.544000,0.688290,0.629330,3.804200,290.275790,-363.620670,1273861.375000,1.000000
0.546000,0.384520,0.458860,4.419430,290.307860,-363.621280,1273886.625000,
0.548000,0.239690,0.608830,6.090820,290.339050,-363.621700,1273911.875000,
0.550000,0.629330,0.687010,6.818850,290.370270,-363.620640,1273937.250000,
0.552000,0.934390,0.795960,6.265140,290.401580,-363.620120,1273962.500000,1.000000
0.554000,0.848510,0.519100,4.942380,290.434020,-363.620330,1273987.750000,
0.556000,0.460140,0.398620,5.926760,290.466580,-363.621490,1274013.125000,
0.558000,0.349910,0.528080,6.593260,290.498050,-363.621770,1274038.375000,
0.560000,0.665220,0.694700,6.470210,290.529140,-363.620210,1274063.625000,1.000000
