time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.710080,0.742130,4.091310,284.964750,-363.620760,847977.687500,1.000000
0.002000,0.434510,0.474240,4.593750,284.997160,-363.621400,848003.000000,
0.004000,0.249940,0.597290,6.162600,285.028690,-363.621920,848028.250000,
0.006000,0.615230,0.667790,7.054690,285.059940,-363.620940,848053.500000,
0.008000,0.917720,0.797240,6.224120,285.091190,-363.620300,848078.812500,1.000000
0.010000,0.854920,0.569090,4.727050,285.123570,-363.620330,848104.125000,
0.012000,0.494750,0.410160,5.711430,285.156010,-363.621370,848129.437500,
0.014000,0.342220,0.592160,6.767580,285.187320,-363.621980,848154.687500,
0.016000,0.680600,0.781860,6.808590,285.218140,-363.620360,848179.937500,1.000000
0.018000,0.835690,0.786990,5.608890,285.249600,-363.619930,848205.250000,
0.020000,0.689580,0.422970,4.081050,285.282470,-363.620850,848230.625000,
0.022000,0.398620,0.308900,5.362790,285.314820,-363.622100,848255.875000,
0.024000,0.478090,0.517820,6.234380,285.345700,-363.621460,848281.187500,1.000000
0.026000,0.751100,0.734440,6.029300,285.376250,-363.620000,848306.500000,
0.028000,0.771610,0.801090,4.480960,285.407440,-363.620510,848331.750000,
0.030000,0.517820,0.521670,4.091310,285.439730,-363.621190,848357.125000,
0.032000,0.255070,0.597290,5.526860,285.471190,-363.621830,848382.437500,1.000000
0.034000,0.506290,0.631900,6.818850,285.502500,-363.621090,848407.625000,
0.036000,0.849790,0.776730,6.429200,285.533690,-363.620360,848432.937500,
0.038000,0.919010,0.644710,4.921880,285.565700,-363.620270,848458.312500,
0.040000,0.594730,0.410160,5.434570,285.598300,-363.621000,848483.562500,1.000000
0.042000,0.328130,0.538330,6.654790,285.629790,-363.621980,848508.812500,
0.044000,0.584470,0.744690,6.880370,285.660610,-363.620790,848534.125000,
0.046000,0.806210,0.833130,5.865230,285.691960,-363.619960,848559.437500,
0.048000,0.758790,0.497310,4.388670,285.724640,-363.620610,848584.750000,1.000000
0.050000,0.434510,0.238400,5.188480,285.757450,-363.621920,848610.062500,
0.052000,0.384520,0.449890,6.429200,285.788600,-363.621890,848635.312500,
0.054000,0.716490,0.657530,6.285640,285.819180,-363.620240,848660.625000,
0.056000,0.794680,0.828000,4.788570,285.849980,-363.620330,848685.937500,1.000000
0.058000,0.578060,0.601140,3.691410,285.881990,-363.621060,848711.250000,
0.060000,0.275570,0.616520,5.321780,285.913600,-363.621890,848736.562500,
0.062000,0.401180,0.690860,6.808590,285.944790,-363.621400,848761.812500,
0.064000,0.820310,0.825440,7.003420,285.975860,-363.620420,848787.125000,1.000000
0.066000,0.949770,0.763920,5.496090,286.007570,-363.620330,848812.375000,
0.068000,0.689580,0.465270,5.126950,286.040340,-363.620790,848837.750000,
0.070000,0.357600,0.456300,6.162600,286.072420,-363.622040,848863.000000,
0.072000,0.510130,0.642150,6.777830,286.103550,-363.621310,848888.250000,1.000000
0.074000,0.811340,0.731870,6.019040,286.134860,-363.620060,848913.562500,
0.076000,0.792110,0.510130,4.501460,286.167390,-363.620480,848938.875000,
0.078000,0.519100,0.125610,5.075680,286.200590,-363.621670,848964.187500,
0.080000,0.370420,0.297360,6.295900,286.231990,-363.622220,848989.437500,1.000000
0.082000,0.648560,0.534480,6.377930,286.262540,-363.620510,849014.750000,
0.084000,0.801090,0.733150,4.901370,286.293210,-363.620210,849040.062500,
0.086000,0.649840,0.562680,3.506840,286.324980,-363.620910,849065.437500,
0.088000,0.330690,0.499880,4.696290,286.356690,-363.621640,849090.687500,1.000000
0.090000,0.319150,0.630620,6.531740,286.387730,-363.621700,849115.937500,
0.092000,0.707520,0.762630,6.982910,286.418640,-363.620540,849141.250000,
0.094000,0.929260,0.831850,6.121580,286.449890,-363.620330,849166.562500,
0.096000,0.772890,0.534480,4.747560,286.482270,-363.620670,849191.812500,1.000000
0.098000,0.396060,0.483220,5.896000,286.514470,-363.621950,849217.125000,
0.100000,0.425540,0.608830,6.480470,286.545680,-363.621730,849242.437500,
0.102000,0.728030,0.724180,6.306150,286.576870,-363.620270,849267.687500,
0.104000,0.811340,0.624210,5.075680,286.608980,-363.620420,849293.000000,1.000000
0.106000,0.589600,0.207640,4.839840,286.642240,-363.621430,849318.375000,
0.108000,0.342220,0.258910,6.121580,286.674160,-363.622440,849343.625000,
0.110000,0.563960,0.487060,6.275390,286.704830,-363.621090,849368.875000,
0.112000,0.803650,0.720340,5.547360,286.735440,-363.620150,849394.250000,1.000000
0.114000,0.676760,0.647280,3.804200,286.766970,-363.620850,849419.500000,
0.116000,0.406310,0.478090,4.491210,286.798890,-363.621460,849444.875000,
0.118000,0.258910,0.646000,6.377930,286.829990,-363.621920,849470.125000,
0.120000,0.643430,0.735720,7.249510,286.860990,-363.620850,849495.375000,1.000000
0.122000,0.938230,0.852360,6.306150,286.892120,-363.620240,849520.687500,
0.124000,0.822880,0.596010,4.655270,286.924440,-363.620360,849546.000000,
0.126000,0.463990,0.455020,5.793460,286.956790,-363.621490,849571.250000,
0.128000,0.347350,0.602420,6.480470,286.988190,-363.621950,849596.562500,1.000000
0.130000,0.683170,0.754940,6.603520,287.019260,-363.620360,849621.875000,
0.132000,0.833130,0.719060,5.721680,287.050960,-363.620090,849647.125000,
0.134000,0.661380,0.302490,4.439940,287.084170,-363.621030,849672.437500,
0.136000,0.375550,0.188420,5.465330,287.116700,-363.622220,849697.750000,1.000000
0.138000,0.501160,0.388370,6.244630,287.147610,-363.621400,849723.062500,
0.140000,0.763920,0.626770,5.772950,287.178220,-363.619960,849748.312500,
0.142000,0.739560,0.699830,4.234860,287.209380,-363.620480,849773.687500,
0.144000,0.487060,0.469120,4.111820,287.241490,-363.621190,849799.000000,1.000000
0.146000,0.243530,0.620360,5.896000,287.272610,-363.621800,849824.250000,
0.148000,0.544740,0.681880,6.900880,287.303650,-363.621030,849849.562500,
0.150000,0.869020,0.822880,6.439450,287.334750,-363.620330,849874.812500,
0.152000,0.904910,0.635740,4.419430,287.366880,-363.620240,849900.125000,1.000000
0.154000,0.557560,0.396060,5.373050,287.399510,-363.621090,849925.437500,
0.156000,0.320430,0.533200,6.654790,287.431000,-363.622010,849950.750000,
0.158000,0.616520,0.733150,6.921390,287.461880,-363.620700,849976.000000,
0.160000,0.801090,0.797240,5.906250,287.493290,-363.619960,850001.312500,1.000000
0.162000,0.739560,0.438350,4.337400,287.526060,-363.620730,850026.625000,
0.164000,0.419130,0.202510,5.178220,287.558870,-363.622010,850051.875000,
0.166000,0.416560,0.414000,6.336910,287.589970,-363.621770,850077.187500,
0.168000,0.730590,0.604980,6.131840,287.620570,-363.620090,850102.500000,1.000000
0.170000,0.778020,0.739560,4.891110,287.651550,-363.620300,850127.812500,
0.172000,0.553710,0.494750,3.906740,287.683650,-363.621030,850153.125000,
0.174000,0.248660,0.548580,5.506350,287.715150,-363.621830,850178.437500,
0.176000,0.425540,0.630620,6.911130,287.746310,-363.621280,850203.687500,1.000000
0.178000,0.830570,0.753660,6.767580,287.777470,-363.620450,850229.000000,
0.180000,0.935670,0.672910,5.208980,287.809270,-363.620360,850254.312500,
0.182000,0.652400,0.389650,5.332030,287.842040,-363.620850,850279.562500,
0.184000,0.334530,0.435790,6.490720,287.873870,-363.622100,850304.875000,1.000000
0.186000,0.529360,0.648560,6.829100,287.904850,-363.621190,850330.125000,
0.188000,0.816470,0.754940,6.224120,287.936040,-363.620060,850355.375000,
0.190000,0.774170,0.502440,4.327150,287.968540,-363.620510,850380.750000,
0.192000,0.480650,0.180730,5.291020,288.001460,-363.621770,850406.062500,1.000000
0.194000,0.361450,0.384520,6.101070,288.032680,-363.622100,850431.312500,
0.196000,0.663940,0.602420,6.398440,288.063140,-363.620360,850456.625000,
0.198000,0.774170,0.794680,4.952640,288.093810,-363.620180,850481.937500,
0.200000,0.626770,0.593440,3.537600,288.125670,-363.620880,850507.250000,1.000000
0.202000,0.302490,0.516540,4.942380,288.157500,-363.621730,850532.562500,
0.204000,0.339660,0.611390,6.490720,288.188690,-363.621610,850557.875000,
0.206000,0.733150,0.730590,7.054690,288.219790,-363.620510,850583.125000,
0.208000,0.919010,0.779300,5.793460,288.251190,-363.620360,850608.437500,1.000000
0.210000,0.744690,0.494750,4.942380,288.283810,-363.620760,850633.750000,
0.212000,0.369140,0.456300,5.947270,288.316040,-363.622040,850659.000000,
0.214000,0.446040,0.628050,6.572750,288.347200,-363.621640,850684.312500,
0.216000,0.745970,0.747250,6.090820,288.378390,-363.620240,850709.562500,1.000000
0.218000,0.804930,0.644710,4.757810,288.410580,-363.620510,850734.875000,
0.220000,0.565250,0.215330,4.962890,288.443790,-363.621460,850760.187500,
0.222000,0.333250,0.307620,6.418950,288.475490,-363.622380,850785.500000,
0.224000,0.587040,0.558840,6.408690,288.506070,-363.620910,850810.750000,1.000000
0.226000,0.794680,0.781860,5.250000,288.536650,-363.620150,850836.062500,
