time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.123050,-0.173030,1.937990,204.316350,-358.869690,23640.095700,1.000000,3.163330,-564.504520
0.002000,0.121770,-0.173030,1.958500,204.316350,-358.869780,23665.392580,,3.156920,
0.004000,0.121770,-0.174320,1.773930,204.316350,-358.869870,23690.683590,,3.150510,
0.006000,0.121770,-0.173030,1.640630,204.316350,-358.869960,23715.984380,,3.146670,
0.008000,0.121770,-0.173030,1.784180,204.316350,-358.870060,23741.283200,1.000000,3.142820,-564.504520
0.010000,0.121770,-0.173030,1.589360,204.316350,-358.870120,23766.578130,,3.141540,
0.012000,0.121770,-0.173030,1.855960,204.316350,-358.870240,23791.878910,,3.142820,
0.014000,0.120480,-0.173030,1.763670,204.316350,-358.870330,23817.171880,,3.147950,
0.016000,0.120480,-0.174320,1.763670,204.316350,-358.870450,23842.472660,1.000000,3.154360,-564.504520
0.018000,0.092290,-0.144840,1.661130,204.316350,-358.870540,23867.767580,,3.160770,
0.020000,-0.264040,0.220460,1.866210,204.316890,-358.870640,23893.066410,,3.167180,
0.022000,-0.220460,0.252500,2.030270,204.318160,-358.870730,23918.359380,,3.173580,
0.024000,-0.142270,0.281980,2.132810,204.319380,-358.870760,23943.648440,1.000000,3.171020,-564.506100
0.026000,-0.166630,0.392210,2.050780,204.320450,-358.870790,23968.943360,,3.169740,
0.028000,-0.197390,0.519100,1.814940,204.321690,-358.870790,23994.234380,,3.169740,
0.030000,-0.190980,0.622920,1.804690,204.323440,-358.870850,24019.533200,,3.172300,
0.030000,-0.190980,0.622920,1.804690,204.323440,-358.870850,24019.533200,,3.172300,
0.032000,-0.193540,0.735720,1.907230,204.325810,-358.870910,24044.830080,1.000000,3.177430,-564.510680
0.034000,-0.244810,0.861330,1.722660,204.328920,-358.870910,24070.125000,,3.178710,
0.036000,-0.320430,1.015140,1.999510,204.332950,-358.870910,24095.427730,,3.176150,
0.038000,-0.376830,1.183040,1.712400,204.338150,-358.870910,24120.720700,,3.176150,
0.040000,-0.405030,1.339420,1.609860,204.344820,-358.870910,24146.021480,1.000000,3.174870,-564.513980
0.042000,-0.426820,1.477840,1.548340,204.353240,-358.870940,24171.310550,,3.174870,
0.044000,-0.466550,1.590640,1.250980,204.363560,-358.870970,24196.621090,,3.173580,
0.046000,-0.516540,1.671390,1.527830,204.375930,-358.871000,24221.914060,,3.177430,
0.048000,-0.553710,1.717530,1.855960,204.390460,-358.871060,24247.210940,1.000000,3.182560,-564.520390
0.050000,-0.560120,1.738040,2.225100,204.407120,-358.871060,24272.500000,,3.186400,
