time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.146120,-0.103820,1.630370,204.315780,-354.869020,499034.718750,1.000000,3.140260,-564.503480
0.002000,0.146120,-0.103820,1.712400,204.315780,-354.869230,499060.031250,,3.136410,
0.004000,0.144840,-0.103820,1.876460,204.315800,-354.869380,499085.312500,,3.136410,
0.006000,0.143550,-0.105100,2.081540,204.315800,-354.869540,499110.593750,,3.131290,
0.008000,0.144840,-0.103820,1.722660,204.315810,-354.869660,499135.906250,1.000000,3.127440,-564.503480
0.010000,0.146120,-0.105100,1.753420,204.315800,-354.869780,499161.187500,,3.127440,
0.012000,0.144840,-0.105100,1.835450,204.315800,-354.869840,499186.468750,,3.123600,
0.014000,0.144840,-0.105100,2.020020,204.315800,-354.869960,499211.781250,,3.118470,
0.016000,0.144840,-0.107670,1.927730,204.315810,-354.870060,499237.062500,1.000000,3.123600,-564.503480
0.018000,0.143550,-0.107670,1.886720,204.315800,-354.870180,499262.375000,,3.124880,
0.020000,0.146120,-0.079470,1.702150,204.315800,-354.870270,499287.656250,,3.131290,
0.022000,0.144840,0.303770,1.650880,204.316380,-354.870390,499313.000000,,3.140260,
0.024000,0.144840,0.351200,1.743160,204.317780,-354.870510,499338.250000,1.000000,3.145390,-564.503480
0.026000,0.144840,0.390930,2.071290,204.319260,-354.870570,499363.593750,,3.147950,
0.028000,0.143550,0.512700,1.866210,204.320760,-354.870610,499388.875000,,3.145390,
0.030000,0.144840,0.661380,1.794430,204.322570,-354.870640,499414.156250,,3.142820,
0.032000,0.143550,0.775450,1.763670,204.325060,-354.870670,499439.468750,1.000000,3.144100,-564.503480
0.034000,0.143550,0.884400,1.835450,204.328400,-354.870730,499464.750000,,3.151790,
0.036000,0.142270,1.004880,1.999510,204.332720,-354.870760,499490.062500,,3.151790,
0.036000,0.142270,1.004880,1.999510,204.332720,-354.870760,499490.062500,,3.151790,
0.038000,0.140990,1.148440,2.020020,204.338150,-354.870760,499515.343750,,3.149230,
0.040000,0.140990,1.302250,2.173830,204.344960,-354.870760,499540.625000,1.000000,3.146670,-564.503480
0.042000,0.139710,1.447080,1.989260,204.353380,-354.870790,499565.937500,,3.141540,
0.044000,0.139710,1.571410,1.917480,204.363660,-354.870790,499591.218750,,3.144100,
0.046000,0.138430,1.666260,1.497070,204.375980,-354.870820,499616.500000,,3.146670,
0.048000,0.137150,1.726500,1.568850,204.390430,-354.870880,499641.812500,1.000000,3.150510,-564.503480
0.050000,0.138430,1.761110,1.712400,204.407030,-354.870910,499667.093750,,3.158200,
0.052000,0.137150,1.768800,1.876460,204.425750,-354.870940,499692.375000,,3.163330,
