time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.126890,-0.067930,1.876460,204.314990,-336.870510,14918.987300,1.000000,3.110780,-579.502990
0.002000,0.128170,-0.066650,2.173830,204.314990,-336.870640,14944.280270,,3.103090,
0.004000,0.128170,-0.066650,1.855960,204.315000,-336.870730,14969.568360,,3.101810,
0.006000,0.129460,-0.067930,1.568850,204.315000,-336.870790,14994.869140,,3.096680,
0.008000,0.130740,-0.065370,1.691890,204.315000,-336.870880,15020.158200,1.000000,3.094120,-579.502990
0.010000,0.132020,-0.064090,1.773930,204.314990,-336.870970,15045.461910,,3.092830,
0.012000,0.132020,-0.062810,1.804690,204.315000,-336.871060,15070.758790,,3.095400,
0.014000,0.133300,-0.062810,1.835450,204.315000,-336.871190,15096.052730,,3.100520,
0.016000,0.134580,-0.065370,1.702150,204.315000,-336.871280,15121.353520,1.000000,3.105650,-579.502990
0.018000,0.134580,-0.037170,1.456050,204.315000,-336.871370,15146.651370,,3.115910,
0.020000,0.135860,0.335820,1.374020,204.315550,-336.871460,15171.945310,,3.122310,
0.022000,0.135860,0.357600,1.261230,204.316880,-336.871550,15197.250000,,3.124880,
0.024000,0.137150,0.346070,1.640630,204.318280,-336.871580,15222.548830,1.000000,3.124880,-579.502990
0.026000,0.138430,0.434510,1.722660,204.319520,-336.871580,15247.839840,,3.121030,
0.028000,0.139710,0.554990,2.204590,204.320880,-336.871610,15273.132810,,3.121030,
0.030000,0.139710,0.652400,1.743160,204.322690,-336.871610,15298.422850,,3.122310,
0.032000,0.139710,0.747250,1.743160,204.325150,-336.871700,15323.721680,1.000000,3.135130,-579.502990
0.034000,0.139710,0.862610,1.445800,204.328350,-336.871730,15349.014650,,3.136410,
0.036000,0.142270,1.006160,1.497070,204.332410,-336.871730,15374.313480,,3.131290,
0.038000,0.142270,1.171510,2.030270,204.337620,-336.871700,15399.604490,,3.128720,
0.040000,0.142270,1.329160,1.886720,204.344240,-336.871700,15424.899410,1.000000,3.128720,-579.502990
0.042000,0.143550,1.475280,1.937990,204.352540,-336.871730,15450.197270,,3.127440,
0.044000,0.142270,1.594480,1.681640,204.362760,-336.871770,15475.494140,,3.127440,
0.046000,0.142270,1.679080,1.517580,204.375060,-336.871800,15500.794920,,3.130000,
0.048000,0.142270,1.730350,1.558590,204.389510,-336.871830,15526.095700,1.000000,3.135130,-579.502990
0.050000,0.143550,1.757260,1.486820,204.406130,-336.871860,15551.390630,,3.140260,
0.052000,0.140990,1.764950,1.845700,204.424850,-336.871890,15576.688480,,3.146670,
0.054000,0.139710,1.744450,1.886720,204.445660,-336.871890,15601.980470,,3.150510,
0.056000,0.138430,1.690610,2.132810,204.468430,-336.871920,15627.272460,1.000000,3.155640,-579.502990
0.058000,0.135860,1.611150,1.866210,204.492950,-336.871920,15652.568360,,3.163330,
