time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.139710,-0.052550,1.579100,204.317110,-344.868590,15460.689450,1.000000,3.124880,-579.504270
0.002000,0.140990,-0.048710,1.394530,204.317110,-344.868800,15485.993160,,3.119750,
0.004000,0.140990,-0.049990,1.599610,204.317120,-344.868960,15511.290040,,3.117190,
0.006000,0.140990,-0.043580,1.620120,204.317140,-344.869050,15536.586910,,3.110780,
0.008000,0.142270,-0.042300,1.763670,204.317140,-344.869140,15561.884770,1.000000,3.104370,-579.504270
0.010000,0.143550,-0.041020,1.794430,204.317140,-344.869260,15587.180660,,3.104370,
0.012000,0.143550,-0.037170,1.691890,204.317150,-344.869350,15612.476560,,3.097960,
0.014000,0.143550,-0.038450,1.712400,204.317170,-344.869420,15637.766600,,3.096680,
0.016000,0.144840,-0.034610,1.968750,204.317170,-344.869540,15663.065430,1.000000,3.100520,-579.504270
0.018000,0.144840,-0.011540,1.886720,204.317170,-344.869660,15688.355470,,3.100520,
0.020000,0.144840,0.362730,1.958500,204.317720,-344.869750,15713.654300,,3.109500,
0.022000,0.146120,0.371700,1.866210,204.319110,-344.869870,15738.944340,,3.118470,
0.024000,0.146120,0.346070,2.102050,204.320570,-344.869960,15764.241210,1.000000,3.121030,-579.504270
0.026000,0.147400,0.425540,1.753420,204.321870,-344.870030,15789.539060,,3.118470,
0.028000,0.146120,0.535770,1.527830,204.323290,-344.870090,15814.836910,,3.121030,
