time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.121770,-0.188420,2.255860,204.315890,-360.870640,23685.404300,1.000000,3.110780,-564.504330
0.002000,0.121770,-0.188420,1.804690,204.315890,-360.870760,23710.697270,,3.108220,
0.004000,0.119200,-0.188420,1.794430,204.315900,-360.870850,23735.996090,,3.105650,
0.006000,0.120480,-0.187130,1.497070,204.315900,-360.870940,23761.292970,,3.105650,
0.008000,0.120480,-0.187130,1.343260,204.315900,-360.871060,23786.591800,1.000000,3.105650,-564.504330
0.010000,0.119200,-0.185850,1.609860,204.315900,-360.871190,23811.892580,,3.110780,
0.012000,0.119200,-0.187130,1.538090,204.315900,-360.871310,23837.187500,,3.117190,
0.014000,0.117920,-0.187130,1.907230,204.315900,-360.871400,23862.490230,,3.121030,
0.016000,0.117920,-0.185850,1.896970,204.315900,-360.871490,23887.781250,1.000000,3.127440,-564.504330
0.018000,0.089720,-0.157650,2.061040,204.315900,-360.871580,23913.070310,,3.131290,
0.020000,-0.266600,0.208920,1.722660,204.316440,-360.871640,23938.363280,,3.135130,
0.022000,-0.223020,0.246090,1.712400,204.317700,-360.871700,23963.660160,,3.136410,
0.024000,-0.143550,0.280700,1.896970,204.318890,-360.871730,23988.957030,1.000000,3.136410,-564.505980
0.026000,-0.165340,0.392210,1.866210,204.319950,-360.871770,24014.248050,,3.133850,
0.028000,-0.198670,0.521670,2.235350,204.321180,-360.871770,24039.548830,,3.135130,
0.030000,-0.194820,0.626770,1.886720,204.322910,-360.871800,24064.833980,,3.135130,
0.032000,-0.197390,0.738280,1.743160,204.325260,-360.871860,24090.136720,1.000000,3.145390,-564.510620
0.034000,-0.246090,0.866460,1.702150,204.328350,-360.871890,24115.431640,,3.145390,
