40,-75.246480,-75.241920,1.000000,-75.221720
52.664000,1.044920,-74.507490,-74.507500,1.000000,-74.492460
52.665000,1.093750,-74.507480,-74.507500,1.000000,-74.492490
52.666000,1.074220,-74.507480,-74.507500,1.000000,-74.492470
52.667000,1.035160,-74.507480,-74.507500,1.000000,-74.492490
52.668000,1.044920,-74.507490,-74.507500,1.000000,-74.492490
52.669000,1.054690,-74.507490,-74.507500,1.000000,-74.492490
52.670000,1.054690,-74.507500,-74.507500,1.000000,-74.492490
52.671000,1.083980,-74.507510,-74.507500,1.000000,-74.492460
52.672000,1.083980,-74.507490,-74.507500,1.000000,-74.492460
52.673000,1.074220,-74.507500,-74.507500,1.000000,-74.492470
52.674000,1.064450,-74.507500,-74.507500,1.000000,-74.492460
52.687000,1.054690,-74.507500,-74.507500,1.000000,-74.492450
52.688000,1.123050,-74.507490,-74.507500,1.000000,-74.492460
52.690000,1.005860,-74.507500,-74.507500,1.000000,-74.492450
52.691000,1.005860,-74.507500,-74.507500,1.000000,-74.492460
52.691000,1.005860,-74.507500,-74.507500,1.000000,-74.492460
52.692000,1.093750,-74.507510,-74.507500,1.000000,-74.492460
52.693000,1.132810,-74.507510,-74.507500,1.000000,-74.492450
52.694000,1.132810,-74.507510,-74.507500,1.000000,-74.492450
52.695000,1.093750,-74.507510,-74.507500,1.000000,-74.492450
52.696000,1.103520,-74.507490,-74.507500,1.000000,-74.492420
52.697000,1.074220,-74.507480,-74.507500,1.000000,-74.492420
52.698000,1.093750,-74.507490,-74.507500,1.000000,-74.492450
52.699000,1.074220,-74.507480,-74.507500,1.000000,-74.492430
52.700000,1.074220,-74.507490,-74.507500,1.000000,-74.492430
52.701000,1.083980,-74.507500,-74.507500,1.000000,-74.492450
52.702000,1.074220,-74.507500,-74.507500,1.000000,-74.492420
52.703000,1.064450,-74.507510,-74.507500,1.000000,-74.492450
52.704000,1.074220,-74.507510,-74.507500,1.000000,-74.492430
52.705000,0.966800,-74.507500,-74.507500,1.000000,-74.492420
52.706000,1.083980,-74.507490,-74.507500,1.000000,-74.492430
52.707000,1.025390,-74.507490,-74.507500,1.000000,-74.492420
52.720000,1.015630,-74.507490,-74.507500,1.000000,-74.492420
52.721000,1.074220,-74.507510,-74.507500,1.000000,-74.492420
52.723000,1.074220,-74.507510,-74.507500,1.000000,-74.492420
52.724000,1.064450,-74.507490,-74.507500,1.000000,-74.492430
52.725000,1.103520,-74.507490,-74.507500,1.000000,-74.492420
52.726000,0.996090,-74.507490,-74.507500,1.000000,-74.492420
52.727000,1.083980,-74.507490,-74.507500,1.000000,-74.492420
52.728000,1.083980,-74.507490,-74.507500,1.000000,-74.492400
52.729000,1.074220,-74.507490,-74.507500,1.000000,-74.492400
52.730000,1.044920,-74.507510,-74.507500,1.000000,-74.492410
52.731000,1.132810,-74.507510,-74.507500,1.000000,-74.492400
52.732000,1.025390,-74.507510,-74.507500,1.000000,-74.492420
52.733000,1.103520,-74.507510,-74.507500,1.000000,-74.492410
52.734000,1.035160,-74.507510,-74.507500,1.000000,-74.492420
52.735000,1.113280,-74.507490,-74.507500,1.000000,-74.492410
52.736000,1.093750,-74.507490,-74.507500,1.000000,-74.492410
52.737000,1.035160,-74.507480,-74.507500,1.000000,-74.492400
52.738000,1.093750,-74.507480,-74.507500,1.000000,-74.492410
52.739000,1.015630,-74.507490,-74.507500,1.000000,-74.492400
52.740000,1.132810,-74.507490,-74.507500,1.000000,-74.492400
52.756000,1.103520,-74.507510,-74.507500,1.000000,-74.492410
52.757000,1.113280,-74.507510,-74.507500,1.000000,-74.492400
52.759000,1.035160,-74.507510,-74.507500,1.000000,-74.492400
52.760000,1.064450,-74.507490,-74.507500,1.000000,-74.492400
52.761000,1.074220,-74.507480,-74.507500,1.000000,-74.492410
52.762000,1.074220,-74.507480,-74.507500,1.000000,-74.492400
52.763000,1.103520,-74.507480,-74.507500,1.000000,-74.492390
52.764000,1.035160,-74.507490,-74.507500,1.000000,-74.492400
52.765000,1.074220,-74.507490,-74.507500,1.000000,-74.492400
52.766000,1.044920,-74.507490,-74.507500,1.000000,-74.492390
52.767000,1.093750,-74.507500,-74.507500,1.000000,-74.492380
52.768000,1.064450,-74.507510,-74.507500,1.000000,-74.492390
52.769000,1.093750,-74.507510,-74.507500,1.000000,-74.492400
52.770000,1.054690,-74.507510,-74.507500,1.000000,-74.492380
52.771000,1.103520,-74.507510,-74.507500,1.000000,-74.492380
52.772000,1.015630,-74.507510,-74.507500,1.000000,-74.492380
52.773000,1.074220,-74.507510,-74.507500,1.000000,-74.492380
52.774000,1.054690,-74.507500,-74.507500,1.000000,-74.492390
52.775000,1.113280,-74.507490,-74.507500,1.000000,-74.492380
52.776000,1.035160,-74.507490,-74.507500,1.000000,-74.492380
52.798000,1.054690,-74.507500,-74.507500,1.000000,-74.492380
52.799000,1.083980,-74.507490,-74.507500,1.000000,-74.492360
52.801000,1.025390,-74.507490,-74.507500,1.000000,-74.492340
52.802000,0.976560,-74.507500,-74.507500,1.000000,-74.492360
52.803000,0.996090,-74.507490,-74.507500,1.000000,-74.492360
52.804000,1.103520,-74.507490,-74.507500,1.000000,-74.492340
52.805000,1.044920,-74.507510,-74.507500,1.000000,-74.492360
52.806000,1.093750,-74.507510,-74.507500,1.000000,-74.492360
52.807000,0.976560,-74.507510,-74.507500,1.000000,-74.492360
52.808000,1.025390,-74.507510,-74.507500,1.000000,-74.492380
52.809000,1.025390,-74.507510,-74.507500,1.000000,-74.492360
52.810000,1.113280,-74.507500,-74.507500,1.000000,-74.492360
52.811000,1.054690,-74.507490,-74.507500,1.000000,-74.492360
52.812000,1.093750,-74.507490,-74.507500,1.000000,-74.492360
52.813000,1.015630,-74.507480,-74.507500,1.000000,-74.492360
52.814000,1.054690,-74.507490,-74.507500,1.000000,-74.492360
52.815000,1.025390,-74.507500,-74.507500,1.000000,-74.492360
52.816000,1.074220,-74.507510,-74.507500,1.000000,-74.492360
52.817000,1.054690,-74.507510,-74.507500,1.000000,-74.492360
52.818000,1.093750,-74.507510,-74.507500,1.000000,-74.492380
52.834000,1.025390,-74.507500,-74.507500,1.000000,-74.492360
52.835000,1.074220,-74.507500,-74.507500,1.000000,-74.492340
52.837000,1.074220,-74.507510,-74.507500,1.000000,-74.492340
52.838000,0.976560,-74.507510,-74.507500,1.000000,-74.492340
52.839000,1.093750,-74.507500,-74.507500,1.000000,-74.492340
52.840000,0.927730,-74.507500,-74.507500,1.000000,-74.492340
52.841000,1.093750,-74.507490,-74.507500,1.000000,-74.492340
52.842000,0.966800,-74.507490,-74.507500,1.000000,-74.492340
52.843000,1.093750,-74.507490,-74.507500,1.000000,-74.492340
52.844000,0.966800,-74.507490,-74.507500,1.000000,-74.492340
52.845000,1.074220,-74.507490,-74.507500,1.000000,-74.492340
52.846000,1.044920,-74.507510,-74.507500,1.000000,-74.492340
52.847000,1.054690,-74.507510,-74.507500,1.000000,-74.492340
52.848000,1.044920,-74.507510,-74.507500,1.000000,-74.492340
52.849000,1.015630,-74.507510,-74.507500,1.000000,-74.492340
52.850000,1.044920,-74.507510,-74.507500,1.000000,-74.492340
52.851000,1.103520,-74.507510,-74.507500,1.000000,-74.492340
52.852000,1.083980,-74.507500,-74.507500,1.000000,-74.492340
52.853000,1.074220,-74.507480,-74.507500,1.000000,-74.492340
52.854000,1.044920,-74.507480,-74.507500,1.000000,-74.492340
52.870000,1.044920,-74.507510,-74.507500,1.000000,-74.492340
52.871000,0.996090,-74.507510,-74.507500,1.000000,-74.492340
52.873000,1.093750,-74.507510,-74.507500,1.000000,-74.492320
52.874000,1.103520,-74.507510,-74.507500,1.000000,-74.492340
52.875000,1.093750,-74.507510,-74.507500,1.000000,-74.492320
52.876000,1.074220,-74.507500,-74.507500,1.000000,-74.492320
52.877000,1.064450,-74.507500,-74.507500,1.000000,-74.492340
52.878000,1.025390,-74.507500,-74.507500,1.000000,-74.492310
52.879000,1.083980,-74.507490,-74.507500,1.000000,-74.492310
52.880000,1.103520,-74.507490,-74.507500,1.000000,-74.492310
52.881000,1.035160,-74.507500,-74.507500,1.000000,-74.492320
52.882000,1.064450,-74.507510,-74.507500,1.000000,-74.492310
52.883000,1.035160,-74.507510,-74.507500,1.000000,-74.492320
52.884000,1.015630,-74.507510,-74.507500,1.000000,-74.492320
52.885000,1.103520,-74.507500,-74.507500,1.000000,-74.492340
52.886000,0.996090,-74.507500,-74.507500,1.000000,-74.492320
52.887000,0.996090,-74.507480,-74.507500,1.000000,-74.492310
52.888000,1.025390,-74.507480,-74.507500,1.000000,-74.492320
52.889000,1.035160,-74.507480,-74.507500,1.000000,-74.492310
52.890000,1.025390,-74.507480,-74.507500,1.000000,-74.492310
52.906000,1.025390,-74.507510,-74.507500,1.000000,-74.492320
52.907000,1.083980,-74.507510,-74.507500,1.000000,-74.492310
52.909000,1.054690,-74.507510,-74.507500,1.000000,-74.492310
52.909000,1.054690,-74.507510,-74.507500,1.000000,-74.492310
52.910000,1.103520,-74.507510,-74.507500,1.000000,-74.492320
52.911000,1.054690,-74.507500,-74.507500,1.000000,-74.492310
52.912000,1.064450,-74.507490,-74.507500,1.000000,-74.492310
52.913000,1.035160,-74.507480,-74.507500,1.000000,-74.492290
52.914000,1.035160,-74.507480,-74.507500,1.000000,-74.492310
52.915000,0.947270,-74.507480,-74.507500,1.000000,-74.492310
52.916000,1.064450,-74.507480,-74.507500,1.000000,-74.492310
52.917000,1.083980,-74.507490,-74.507500,1.000000,-74.492320
52.918000,1.074220,-74.507500,-74.507500,1.000000,-74.492310
52.919000,1.044920,-74.507510,-74.507500,1.000000,-74.492310
52.920000,1.142580,-74.507510,-74.507500,1.000000,-74.492310
52.921000,1.044920,-74.507510,-74.507500,1.000000,-74.492310
52.922000,1.123050,-74.507510,-74.507500,1.000000,-74.492310
52.923000,0.966800,-74.507500,-74.507500,1.000000,-74.492320
52.924000,1.074220,-74.507500,-74.507500,1.000000,-74.492310
52.925000,0.996090,-74.507490,-74.507500,1.000000,-74.492310
52.926000,1.064450,-74.507480,-74.507500,1.000000,-74.492290
52.939000,1.054690,-74.507510,-74.507500,1.000000,-74.492290
52.940000,1.015630,-74.507500,-74.507500,1.000000,-74.492290
52.942000,0.986330,-74.507500,-74.507500,1.000000,-74.492290
52.943000,1.064450,-74.507500,-74.507500,1.000000,-74.492290
52.944000,0.976560,-74.507490,-74.507500,1.000000,-74.492290
52.945000,1.044920,-74.507510,-74.507500,1.000000,-74.492290
52.946000,0.976560,-74.507490,-74.507500,1.000000,-74.492310
52.947000,1.054690,-74.507500,-74.507500,1.000000,-74.492310
52.948000,1.044920,-74.507500,-74.507500,1.000000,-74.492290
52.949000,1.064450,-74.507490,-74.507500,1.000000,-74.492290
52.950000,1.005860,-74.507500,-74.507500,1.000000,-74.492290
52.951000,1.093750,-74.507500,-74.507500,1.000000,-74.492290
52.952000,0.986330,-74.507490,-74.507500,1.000000,-74.492270
52.953000,1.132810,-74.507510,-74.507500,1.000000,-74.492270
52.953000,1.132810,-74.507510,-74.507500,1.000000,-74.492270
52.954000,1.005860,-74.507500,-74.507500,1.000000,-74.492290
52.955000,1.074220,-74.507510,-74.507500,1.000000,-74.492270
52.956000,1.015630,-74.507490,-74.507500,1.000000,-74.492310
52.957000,1.083980,-74.507490,-74.507500,1.000000,-74.492290
52.958000,0.957030,-74.507480,-74.507500,1.000000,-74.492290
52.959000,1.083980,-74.507490,-74.507500,1.000000,-74.492290
52.978000,1.054690,-74.507510,-74.507500,1.000000,-74.492290
52.979000,1.074220,-74.507510,-74.507500,1.000000,-74.492310
52.981000,1.044920,-74.507510,-74.507500,1.000000,-74.492290
52.982000,1.025390,-74.507500,-74.507500,1.000000,-74.492290
52.983000,1.005860,-74.507500,-74.507500,1.000000,-74.492290
52.984000,1.074220,-74.507490,-74.507500,1.000000,-74.492270
52.985000,1.064450,-74.507480,-74.507500,1.000000,-74.492290
52.986000,1.054690,-74.507480,-74.507500,1.000000,-74.492290
52.987000,0.986330,-74.507480,-74.507500,1.000000,-74.492270
52.988000,0.996090,-74.507490,-74.507500,1.000000,-74.492240
52.989000,1.025390,-74.507490,-74.507500,1.000000,-74.492270
52.990000,1.093750,-74.507490,-74.507500,1.000000,-74.492270
52.991000,1.113280,-74.507490,-74.507500,1.000000,-74.492290
52.992000,1.044920,-74.507490,-74.507500,1.000000,-74.492270
52.993000,0.976560,-74.507480,-74.507500,1.000000,-74.492270
52.994000,1.015630,-74.507500,-74.507500,1.000000,-74.492270
52.995000,1.035160,-74.507510,-74.507500,1.000000,-74.492270
52.996000,1.035160,-74.507510,-74.507500,1.000000,-74.492240
52.997000,1.054690,-74.507510,-74.507500,1.000000,-74.492270
52.998000,1.025390,-74.507510,-74.507500,1.000000,-74.492270
53.011000,1.054690,-74.507510,-74.507500,1.000000,-74.492270
53.012000,1.035160,-74.507510,-74.507500,1.000000,-74.492290
53.014000,1.025390,-74.507490,-74.507500,1.000000,-74.492270
53.015000,1.025390,-74.507480,-74.507500,1.000000,-74.492270
53.016000,1.025390,-74.507480,-74.507500,1.000000,-74.492270
53.017000,1.074220,-74.507480,-74.507500,1.000000,-74.492270
53.018000,1.054690,-74.507490,-74.507500,1.000000,-74.492270
53.019000,1.093750,-74.507490,-74.507500,1.000000,-74.492270
53.020000,0.966800,-74.507510,-74.507500,1.000000,-74.492270
53.021000,1.074220,-74.507510,-74.507500,1.000000,-74.492270
53.022000,1.015630,-74.507510,-74.507500,1.000000,-74.492260
53.023000,1.025390,-74.507500,-74.507500,1.000000,-74.492270
53.024000,1.005860,-74.507490,-74.507500,1.000000,-74.492240
53.025000,1.044920,-74.507490,-74.507500,1.000000,-74.492270
53.026000,1.035160,-74.507480,-74.507500,1.000000,-74.492270
53.027000,1.035160,-74.507480,-74.507500,1.000000,-74.492240
53.028000,1.015630,-74.507490,-74.507500,1.000000,-74.492240
53.029000,1.015630,-74.507480,-74.507500,1.000000,-74.492240
53.030000,1.015630,-74.507490,-74.507500,1.000000,-74.492260
53.031000,1.064450,-74.507490,-74.507500,1.000000,-74.492260
53.044000,1.093750,-74.507510,-74.507500,1.000000,-74.492270
53.045000,1.015630,-74.507510,-74.507500,1.000000,-74.492240
53.047000,1.035160,-74.507510,-74.507500,1.000000,-74.492240
53.048000,1.064450,-74.507510,-74.507500,1.000000,-74.492240
53.049000,1.025390,-74.507480,-74.507500,1.000000,-74.492230
53.050000,0.966800,-74.507490,-74.507500,1.000000,-74.492240
53.051000,0.957030,-74.507480,-74.507500,1.000000,-74.492240
53.052000,1.035160,-74.507480,-74.507500,1.000000,-74.492240
53.053000,1.054690,-74.507480,-74.507500,1.000000,-74.492270
53.054000,1.015630,-74.507500,-74.507500,1.000000,-74.492240
53.055000,1.083980,-74.507500,-74.507500,1.000000,-74.492240
53.056000,1.005860,-74.507500,-74.507500,1.000000,-74.492240
53.057000,1.074220,-74.507510,-74.507500,1.000000,-74.492270
53.058000,1.005860,-74.507500,-74.507500,1.000000,-74.492260
53.059000,1.074220,-74.507510,-74.507500,1.000000,-74.492240
53.060000,1.044920,-74.507500,-74.507500,1.000000,-74.492260
53.061000,1.093750,-74.507490,-74.507500,1.000000,-74.492230
53.062000,1.025390,-74.507490,-74.507500,1.000000,-74.492230
53.063000,1.035160,-74.507490,-74.507500,1.000000,-74.492230
53.064000,1.025390,-74.507500,-74.507500,1.000000,-74.492220
53.077000,1.054690,-74.507510,-74.507500,1.000000,-74.492240
53.078000,1.074220,-74.507510,-74.507500,1.000000,-74.492240
53.080000,0.966800,-74.507500,-74.507500,1.000000,-74.492240
53.081000,1.025390,-74.507490,-74.507500,1.000000,-74.492270
53.082000,1.074220,-74.507490,-74.507500,1.000000,-74.492240
53.083000,1.015630,-74.507490,-74.507500,1.000000,-74.492240
53.084000,1.074220,-74.507510,-74.507500,1.000000,-74.492240
53.085000,1.025390,-74.507500,-74.507500,1.000000,-74.492240
53.086000,1.005860,-74.507500,-74.507500,1.000000,-74.492230
53.087000,1.132810,-74.507490,-74.507500,1.000000,-74.492240
53.088000,1.025390,-74.507490,-74.507500,1.000000,-74.492230
53.089000,0.986330,-74.507480,-74.507500,1.000000,-74.492230
53.090000,1.015630,-74.507480,-74.507500,1.000000,-74.492230
53.091000,1.035160,-74.507480,-74.507500,1.000000,-74.492240
53.092000,1.044920,-74.507500,-74.507500,1.000000,-74.492230
53.093000,1.064450,-74.507510,-74.507500,1.000000,-74.492240
53.094000,1.044920,-74.507510,-74.507500,1.000000,-74.492240
53.095000,1.083980,-74.507510,-74.507500,1.000000,-74.492240
53.096000,1.064450,-74.507510,-74.507500,1.000000,-74.492230
53.097000,1.035160,-74.507510,-74.507500,1.000000,-74.492230
53.107000,1.044920,-74.507490,-74.507500,1.000000,-74.492240
53.108000,1.074220,-74.507510,-74.507500,1.000000,-74.492230
53.110000,1.025390,-74.507510,-74.507500,1.000000,-74.492230
53.111000,1.005860,-74.507510,-74.507500,1.000000,-74.492230
53.112000,1.074220,-74.507510,-74.507500,1.000000,-74.492200
53.113000,1.015630,-74.507490,-74.507500,1.000000,-74.492220
53.114000,1.025390,-74.507490,-74.507500,1.000000,-74.492230
53.115000,1.044920,-74.507490,-74.507500,1.000000,-74.492220
53.116000,0.966800,-74.507500,-74.507500,1.000000,-74.492230
53.117000,1.113280,-74.507500,-74.507500,1.000000,-74.492240
53.118000,1.044920,-74.507510,-74.507500,1.000000,-74.492240
53.119000,1.074220,-74.507510,-74.507500,1.000000,-74.492240
53.120000,0.917970,-74.507510,-74.507500,1.000000,-74.492240
53.121000,1.025390,-74.507510,-74.507500,1.000000,-74.492240
53.122000,1.015630,-74.507510,-74.507500,1.000000,-74.492240
53.123000,1.113280,-74.507510,-74.507500,1.000000,-74.492240
53.124000,1.015630,-74.507500,-74.507500,1.000000,-74.492230
53.125000,1.044920,-74.507480,-74.507500,1.000000,-74.492230
53.126000,0.976560,-74.507480,-74.507500,1.000000,-74.492230
53.127000,1.044920,-74.507480,-74.507500,1.000000,-74.492220
53.140000,1.025390,-74.507480,-74.507500,1.000000,-74.492200
53.141000,1.015630,-74.507480,-74.507500,1.000000,-74.492200
53.143000,1.044920,-74.507490,-74.507500,1.000000,-74.492220
53.144000,1.035160,-74.507500,-74.507500,1.000000,-74.492200
53.145000,0.947270,-74.507490,-74.507500,1.000000,-74.492230
53.146000,1.074220,-74.507510,-74.507500,1.000000,-74.492230
53.147000,1.025390,-74.507510,-74.507500,1.000000,-74.492230
53.148000,1.015630,-74.507510,-74.507500,1.000000,-74.492230
53.149000,1.054690,-74.507510,-74.507500,1.000000,-74.492230
53.150000,1.064450,-74.507500,-74.507500,1.000000,-74.492230
53.151000,1.015630,-74.507490,-74.507500,1.000000,-74.492230
53.152000,1.064450,-74.507480,-74.507500,1.000000,-74.492220
53.153000,1.005860,-74.507480,-74.507500,1.000000,-74.492230
53.154000,1.025390,-74.507490,-74.507500,1.000000,-74.492230
53.155000,1.015630,-74.507490,-74.507500,1.000000,-74.492220
53.156000,1.015630,-74.507510,-74.507500,1.000000,-74.492230
53.157000,1.064450,-74.507510,-74.507500,1.000000,-74.492230
53.158000,1.005860,-74.507510,-74.507500,1.000000,-74.492240
53.159000,1.044920,-74.507510,-74.507500,1.000000,-74.492230
53.160000,1.035160,-74.507510,-74.507500,1.000000,-74.492230
53.185000,1.074220,-74.507510,-74.507500,1.000000,-74.492220
53.186000,1.005860,-74.507500,-74.507500,1.000000,-74.492200
53.188000,1.015630,-74.507510,-74.507500,1.000000,-74.492200
53.189000,1.064450,-74.507510,-74.507500,1.000000,-74.492200
53.190000,1.015630,-74.507500,-74.507500,1.000000,-74.492200
53.191000,1.054690,-74.507490,-74.507500,1.000000,-74.492200
53.192000,0.917970,-74.507480,-74.507500,1.000000,-74.492200
53.193000,1.015630,-74.507490,-74.507500,1.000000,-74.492200
53.194000,0.996090,-74.507490,-74.507500,1.000000,-74.492200
53.195000,1.025390,-74.507490,-74.507500,1.000000,-74.492220
53.196000,1.005860,-74.507510,-74.507500,1.000000,-74.492220
53.197000,1.064450,-74.507510,-74.507500,1.000000,-74.492220
53.198000,1.035160,-74.507510,-74.507500,1.000000,-74.492200
53.199000,1.015630,-74.507510,-74.507500,1.000000,-74.492200
53.200000,0.986330,-74.507510,-74.507500,1.000000,-74.492200
53.201000,1.035160,-74.507490,-74.507500,1.000000,-74.492200
53.202000,1.093750,-74.507490,-74.507500,1.000000,-74.492200
53.203000,1.044920,-74.507480,-74.507500,1.000000,-74.492200
53.204000,1.044920,-74.507480,-74.507500,1.000000,-74.492200
53.205000,1.064450,-74.507480,-74.507500,1.000000,-74.492200
53.224000,1.074220,-74.507510,-74.507500,1.000000,-74.492200
53.225000,1.064450,-74.507510,-74.507500,1.000000,-74.492200
53.227000,1.035160,-74.507480,-74.507500,1.000000,-74.492200
53.228000,1.035160,-74.507480,-74.507500,1.000000,-74.492190
53.229000,1.083980,-74.507490,-74.507500,1.000000,-74.492190
53.230000,0.937500,-74.507490,-74.507500,1.000000,-74.492190
53.231000,1.035160,-74.507500,-74.507500,1.000000,-74.492200
53.232000,0.996090,-74.507510,-74.507500,1.000000,-74.492200
53.233000,1.044920,-74.507510,-74.507500,1.000000,-74.492190
53.234000,1.044920,-74.507510,-74.507500,1.000000,-74.492200
53.235000,1.064450,-74.507510,-74.507500,1.000000,-74.492200
53.236000,0.917970,-74.507500,-74.507500,1.000000,-74.492190
53.237000,1.044920,-74.507500,-74.507500,1.000000,-74.492200
53.238000,0.966800,-74.507480,-74.507500,1.000000,-74.492200
53.239000,1.044920,-74.507480,-74.507500,1.000000,-74.492190
53.240000,1.015630,-74.507480,-74.507500,1.000000,-74.492190
53.241000,1.035160,-74.507480,-74.507500,1.000000,-74.492180
53.242000,0.996090,-74.507480,-74.507500,1.000000,-74.492190
53.243000,1.015630,-74.507480,-74.507500,1.000000,-74.492190
53.244000,0.976560,-74.507490,-74.507500,1.000000,-74.492190
53.260000,1.005860,-74.507490,-74.507500,1.000000,-74.492190
53.261000,0.986330,-74.507480,-74.507500,1.000000,-74.492190
53.263000,0.966800,-74.507490,-74.507500,1.000000,-74.492190
53.264000,1.025390,-74.507500,-74.507500,1.000000,-74.492190
53.265000,0.966800,-74.507500,-74.507500,1.000000,-74.492190
53.266000,1.054690,-74.507500,-74.507500,1.000000,-74.492190
53.267000,1.025390,-74.507500,-74.507500,1.000000,-74.492190
53.268000,1.025390,-74.507510,-74.507500,1.000000,-74.492200
53.269000,1.035160,-74.507510,-74.507500,1.000000,-74.492190
53.270000,1.054690,-74.507500,-74.507500,1.000000,-74.492220
53.271000,1.044920,-74.507500,-74.507500,1.000000,-74.492200
53.272000,1.054690,-74.507490,-74.507500,1.000000,-74.492190
53.273000,0.976560,-74.507480,-74.507500,1.000000,-74.492190
53.274000,1.035160,-74.507480,-74.507500,1.000000,-74.492190
53.275000,0.986330,-74.507490,-74.507500,1.000000,-74.492190
53.276000,1.015630,-74.507510,-74.507500,1.000000,-74.492190
53.277000,1.005860,-74.507500,-74.507500,1.000000,-74.492180
53.278000,1.093750,-74.507510,-74.507500,1.000000,-74.492200
53.279000,0.957030,-74.507480,-74.507500,1.000000,-74.492190
53.280000,1.035160,-74.507500,-74.507500,1.000000,-74.492190
53.305000,1.025390,-74.507530,-74.513330,1.000000,-74.492180
53.306000,0.859380,-74.507570,-74.515000,1.000000,-74.492190
53.308000,0.771480,-74.507740,-74.518330,1.000000,-74.492190
53.309000,0.791020,-74.507900,-74.520000,1.000000,-74.492200
53.310000,0.654300,-74.508100,-74.521670,1.000000,-74.492240
53.311000,0.683590,-74.508340,-74.523330,1.000000,-74.492290
53.312000,0.576170,-74.508600,-74.525000,1.000000,-74.492310
53.313000,0.488280,-74.508910,-74.526670,1.000000,-74.492360
53.314000,0.458980,-74.509260,-74.528330,1.000000,-74.492420
53.315000,0.488280,-74.509640,-74.530000,1.000000,-74.492460
53.316000,0.341800,-74.510040,-74.531670,1.000000,-74.492530
53.317000,0.341800,-74.510470,-74.533330,1.000000,-74.492610
53.318000,0.224610,-74.510950,-74.535000,1.000000,-74.492690
53.319000,0.156250,-74.511500,-74.536670,1.000000,-74.492830
53.320000,0.185550,-74.512100,-74.538330,1.000000,-74.492950
53.321000,0.146480,-74.512740,-74.540000,1.000000,-74.493120
53.322000,0.224610,-74.513470,-74.541670,1.000000,-74.493310
53.323000,0.136720,-74.514240,-74.543330,1.000000,-74.493550
53.324000,0.166020,-74.515040,-74.545000,1.000000,-74.493830
53.325000,0.156250,-74.515860,-74.546670,1.000000,-74.494140
53.325000,0.156250,-74.515860,-74.546670,1.000000,-74.494140
53.341000,-0.449220,-74.531780,-74.573330,1.000000,-74.501780
53.342000,-0.566410,-74.532940,-74.575000,1.000000,-74.502500
53.342000,-0.566410,-74.532940,-74.575000,1.000000,-74.502500
53.344000,-0.546880,-74.535370,-74.578330,1.000000,-74.504060
53.345000,-0.517580,-74.536590,-74.580000,1.000000,-74.504890
53.346000,-0.615230,-74.537800,-74.581670,1.000000,-74.505750
53.347000,-0.693360,-74.539090,-74.583330,1.000000,-74.506630
53.348000,-0.751950,-74.540390,-74.585000,1.000000,-74.507510
53.349000,-0.693360,-74.541680,-74.586670,1.000000,-74.508420
53.350000,-0.722660,-74.542980,-74.588330,1.000000,-74.509370
53.351000,-0.732420,-74.544360,-74.590000,1.000000,-74.510360
53.352000,-0.761720,-74.545720,-74.591670,1.000000,-74.511410
53.353000,-0.800780,-74.547080,-74.593330,1.000000,-74.512520
53.354000,-0.849610,-74.548480,-74.595000,1.000000,-74.513640
53.355000,-0.771480,-74.549930,-74.596670,1.000000,-74.514850
53.356000,-0.761720,-74.551350,-74.598330,1.000000,-74.516060
53.357000,-0.810550,-74.552800,-74.600000,1.000000,-74.517310
53.358000,-0.820310,-74.554310,-74.601670,1.000000,-74.518550
53.359000,-0.742190,-74.555800,-74.603330,1.000000,-74.519750
53.360000,-0.810550,-74.557280,-74.605000,1.000000,-74.521030
53.361000,-0.839840,-74.558800,-74.606670,1.000000,-74.522420
53.377000,-0.683590,-74.584460,-74.633330,1.000000,-74.547520
53.378000,-0.673830,-74.586080,-74.635000,1.000000,-74.549110
53.380000,-0.722660,-74.589400,-74.638330,1.000000,-74.552390
53.381000,-0.722660,-74.591030,-74.640000,1.000000,-74.554080
53.382000,-0.703130,-74.592670,-74.641670,1.000000,-74.555750
53.383000,-0.781250,-74.594320,-74.643330,1.000000,-74.557400
53.384000,-0.654300,-74.595950,-74.645000,1.000000,-74.559010
53.385000,-0.683590,-74.597590,-74.646670,1.000000,-74.560640
53.386000,-0.712890,-74.599240,-74.648330,1.000000,-74.562310
53.387000,-0.722660,-74.600860,-74.650000,1.000000,-74.563960
53.388000,-0.693360,-74.602490,-74.651670,1.000000,-74.565600
53.389000,-0.742190,-74.604140,-74.653330,1.000000,-74.567180
53.390000,-0.722660,-74.605770,-74.655000,1.000000,-74.568770
53.391000,-0.732420,-74.607420,-74.656670,1.000000,-74.570330
53.392000,-0.732420,-74.609050,-74.658330,1.000000,-74.571910
53.393000,-0.732420,-74.610680,-74.660000,1.000000,-74.573560
53.394000,-0.742190,-74.612330,-74.661670,1.000000,-74.575200
53.395000,-0.742190,-74.613970,-74.663330,1.000000,-74.576820
53.396000,-0.751950,-74.615590,-74.665000,1.000000,-74.578400
53.397000,-0.722660,-74.617240,-74.666670,1.000000,-74.579930
53.425000,-0.683590,-74.663490,-74.713330,1.000000,-74.624320
53.426000,-0.693360,-74.665120,-74.715000,1.000000,-74.625930
53.428000,-0.693360,-74.668470,-74.718330,1.000000,-74.629060
53.429000,-0.703130,-74.670100,-74.720000,1.000000,-74.630620
53.430000,-0.712890,-74.671790,-74.721670,1.000000,-74.632260
53.431000,-0.742190,-74.673450,-74.723330,1.000000,-74.633890
