40,-75.246480,-75.241920,1.000000,-75.221720
50.186000,1.015630,-74.878810,-74.878800,1.000000,-74.862690
50.187000,1.015630,-74.878800,-74.878800,1.000000,-74.862670
50.188000,1.035160,-74.878790,-74.878800,1.000000,-74.862670
50.189000,1.025390,-74.878790,-74.878800,1.000000,-74.862670
50.190000,1.015630,-74.878790,-74.878800,1.000000,-74.862680
50.191000,1.015630,-74.878790,-74.878800,1.000000,-74.862680
50.192000,1.005860,-74.878790,-74.878800,1.000000,-74.862670
50.193000,1.005860,-74.878800,-74.878800,1.000000,-74.862690
50.215000,1.054690,-74.878810,-74.878800,1.000000,-74.862670
50.216000,1.035160,-74.878810,-74.878800,1.000000,-74.862670
50.218000,1.044920,-74.878810,-74.878800,1.000000,-74.862670
50.219000,1.044920,-74.878790,-74.878800,1.000000,-74.862650
50.220000,1.044920,-74.878790,-74.878800,1.000000,-74.862670
50.221000,1.025390,-74.878790,-74.878800,1.000000,-74.862660
50.222000,1.025390,-74.878790,-74.878800,1.000000,-74.862650
50.223000,0.976560,-74.878790,-74.878800,1.000000,-74.862670
50.224000,1.005860,-74.878800,-74.878800,1.000000,-74.862670
50.225000,0.986330,-74.878800,-74.878800,1.000000,-74.862660
50.226000,1.005860,-74.878800,-74.878800,1.000000,-74.862660
50.227000,1.015630,-74.878810,-74.878800,1.000000,-74.862650
50.228000,1.015630,-74.878810,-74.878800,1.000000,-74.862670
50.229000,0.996090,-74.878800,-74.878800,1.000000,-74.862670
50.230000,1.025390,-74.878790,-74.878800,1.000000,-74.862650
50.230000,1.025390,-74.878790,-74.878800,1.000000,-74.862650
50.231000,1.005860,-74.878790,-74.878800,1.000000,-74.862660
50.232000,1.064450,-74.878790,-74.878800,1.000000,-74.862670
50.233000,1.005860,-74.878790,-74.878800,1.000000,-74.862660
50.234000,1.025390,-74.878790,-74.878800,1.000000,-74.862670
50.235000,1.015630,-74.878800,-74.878800,1.000000,-74.862670
50.260000,1.044920,-74.878790,-74.878800,1.000000,-74.862660
50.261000,1.015630,-74.878790,-74.878800,1.000000,-74.862660
50.263000,1.035160,-74.878790,-74.878800,1.000000,-74.862650
50.264000,1.025390,-74.878790,-74.878800,1.000000,-74.862650
50.265000,0.986330,-74.878800,-74.878800,1.000000,-74.862650
50.266000,1.015630,-74.878810,-74.878800,1.000000,-74.862650
50.267000,0.986330,-74.878800,-74.878800,1.000000,-74.862650
50.268000,1.005860,-74.878810,-74.878800,1.000000,-74.862650
50.269000,1.035160,-74.878800,-74.878800,1.000000,-74.862650
50.270000,0.976560,-74.878810,-74.878800,1.000000,-74.862650
50.271000,1.044920,-74.878800,-74.878800,1.000000,-74.862640
50.272000,1.015630,-74.878790,-74.878800,1.000000,-74.862640
50.273000,1.044920,-74.878790,-74.878800,1.000000,-74.862650
50.274000,1.005860,-74.878800,-74.878800,1.000000,-74.862650
50.275000,1.035160,-74.878790,-74.878800,1.000000,-74.862650
50.276000,0.947270,-74.878800,-74.878800,1.000000,-74.862650
50.277000,0.996090,-74.878800,-74.878800,1.000000,-74.862650
50.278000,1.025390,-74.878810,-74.878800,1.000000,-74.862650
50.279000,1.044920,-74.878810,-74.878800,1.000000,-74.862650
50.280000,1.025390,-74.878810,-74.878800,1.000000,-74.862650
50.296000,1.044920,-74.878800,-74.878800,1.000000,-74.862660
50.297000,1.005860,-74.878790,-74.878800,1.000000,-74.862640
50.299000,0.976560,-74.878780,-74.878800,1.000000,-74.862650
50.300000,1.005860,-74.878790,-74.878800,1.000000,-74.862640
50.301000,0.996090,-74.878790,-74.878800,1.000000,-74.862650
50.302000,1.035160,-74.878800,-74.878800,1.000000,-74.862650
50.303000,1.005860,-74.878800,-74.878800,1.000000,-74.862640
50.304000,0.996090,-74.878800,-74.878800,1.000000,-74.862630
50.305000,1.035160,-74.878800,-74.878800,1.000000,-74.862640
50.306000,1.005860,-74.878800,-74.878800,1.000000,-74.862630
50.307000,1.025390,-74.878810,-74.878800,1.000000,-74.862630
50.308000,1.005860,-74.878790,-74.878800,1.000000,-74.862640
50.309000,1.035160,-74.878800,-74.878800,1.000000,-74.862650
50.310000,1.035160,-74.878800,-74.878940,1.000000,-74.862650
50.311000,1.025390,-74.878790,-74.879360,1.000000,-74.862630
50.312000,0.996090,-74.878800,-74.880050,1.000000,-74.862650
50.313000,1.035160,-74.878810,-74.880880,1.000000,-74.862640
50.314000,0.996090,-74.878810,-74.881720,1.000000,-74.862640
50.315000,0.966800,-74.878830,-74.882550,1.000000,-74.862630
50.316000,0.878910,-74.878870,-74.883380,1.000000,-74.862630
50.329000,0.488280,-74.880920,-74.894220,1.000000,-74.862880
50.330000,0.468750,-74.881180,-74.895050,1.000000,-74.862930
50.332000,0.400390,-74.881740,-74.896720,1.000000,-74.863050
50.333000,0.380860,-74.882040,-74.897550,1.000000,-74.863120
50.334000,0.312500,-74.882380,-74.898380,1.000000,-74.863180
50.335000,0.292970,-74.882740,-74.899220,1.000000,-74.863250
50.336000,0.302730,-74.883160,-74.900050,1.000000,-74.863350
50.337000,0.244140,-74.883590,-74.900880,1.000000,-74.863430
50.338000,0.322270,-74.884050,-74.901720,1.000000,-74.863540
50.339000,0.283200,-74.884540,-74.902550,1.000000,-74.863680
50.340000,0.332030,-74.885060,-74.903380,1.000000,-74.863820
50.341000,0.283200,-74.885580,-74.904220,1.000000,-74.864010
50.342000,0.332030,-74.886120,-74.905050,1.000000,-74.864210
50.343000,0.292970,-74.886640,-74.905880,1.000000,-74.864430
50.344000,0.263670,-74.887180,-74.906720,1.000000,-74.864640
50.345000,0.205080,-74.887730,-74.907550,1.000000,-74.864850
50.346000,0.234380,-74.888260,-74.908380,1.000000,-74.865080
50.347000,0.166020,-74.888800,-74.909220,1.000000,-74.865330
50.348000,0.146480,-74.889350,-74.910050,1.000000,-74.865520
50.349000,0.166020,-74.889910,-74.910880,1.000000,-74.865750
50.362000,-0.195310,-74.897810,-74.921720,1.000000,-74.869420
50.363000,-0.234380,-74.898450,-74.922550,1.000000,-74.869760
50.365000,-0.253910,-74.899800,-74.924220,1.000000,-74.870490
50.366000,-0.341800,-74.900490,-74.925050,1.000000,-74.870880
50.367000,-0.283200,-74.901180,-74.925880,1.000000,-74.871280
50.368000,-0.361330,-74.901870,-74.926720,1.000000,-74.871720
50.369000,-0.351560,-74.902570,-74.927550,1.000000,-74.872120
50.370000,-0.400390,-74.903260,-74.928380,1.000000,-74.872580
50.371000,-0.419920,-74.903970,-74.929220,1.000000,-74.873020
50.372000,-0.458980,-74.904690,-74.930050,1.000000,-74.873490
50.373000,-0.468750,-74.905430,-74.930880,1.000000,-74.873980
50.374000,-0.439450,-74.906170,-74.931720,1.000000,-74.874470
50.375000,-0.478520,-74.906900,-74.932550,1.000000,-74.874970
50.376000,-0.517580,-74.907640,-74.933380,1.000000,-74.875500
50.377000,-0.527340,-74.908360,-74.934220,1.000000,-74.876020
50.378000,-0.595700,-74.909110,-74.935050,1.000000,-74.876580
50.379000,-0.517580,-74.909890,-74.935880,1.000000,-74.877120
50.380000,-0.537110,-74.910650,-74.936720,1.000000,-74.877690
50.381000,-0.556640,-74.911420,-74.937550,1.000000,-74.878270
50.382000,-0.585940,-74.912190,-74.938390,1.000000,-74.878820
50.398000,-0.761720,-74.925130,-74.951720,1.000000,-74.887630
50.399000,-0.722660,-74.925960,-74.952550,1.000000,-74.888380
50.401000,-0.761720,-74.927590,-74.954220,1.000000,-74.889880
50.402000,-0.771480,-74.928420,-74.955050,1.000000,-74.890590
50.403000,-0.800780,-74.929260,-74.955880,1.000000,-74.891300
50.404000,-0.791020,-74.930120,-74.956720,1.000000,-74.892040
50.405000,-0.693360,-74.930980,-74.957550,1.000000,-74.892790
50.406000,-0.771480,-74.931820,-74.958380,1.000000,-74.893590
50.407000,-0.791020,-74.932630,-74.959220,1.000000,-74.894410
50.408000,-0.810550,-74.933480,-74.960050,1.000000,-74.895260
50.409000,-0.791020,-74.934330,-74.960880,1.000000,-74.896060
50.410000,-0.791020,-74.935190,-74.961720,1.000000,-74.896900
50.411000,-0.810550,-74.936050,-74.962550,1.000000,-74.897770
50.412000,-0.781250,-74.936900,-74.963380,1.000000,-74.898640
50.413000,-0.800780,-74.937740,-74.964220,1.000000,-74.899530
50.414000,-0.830080,-74.938610,-74.965050,1.000000,-74.900400
50.415000,-0.810550,-74.939500,-74.965880,1.000000,-74.901310
50.416000,-0.742190,-74.940360,-74.966720,1.000000,-74.902190
50.417000,-0.810550,-74.941230,-74.967550,1.000000,-74.903070
50.418000,-0.791020,-74.942100,-74.968380,1.000000,-74.903920
50.446000,-0.722660,-74.966320,-74.991720,1.000000,-74.928140
50.447000,-0.722660,-74.967180,-74.992550,1.000000,-74.928980
50.449000,-0.712890,-74.968940,-74.994220,1.000000,-74.930730
50.450000,-0.673830,-74.969830,-74.995050,1.000000,-74.931630
50.451000,-0.712890,-74.970700,-74.995880,1.000000,-74.932540
50.452000,-0.683590,-74.971540,-74.996720,1.000000,-74.933440
50.453000,-0.712890,-74.972400,-74.997550,1.000000,-74.934340
50.454000,-0.693360,-74.973290,-74.998380,1.000000,-74.935210
50.455000,-0.712890,-74.974170,-74.999220,1.000000,-74.936070
50.456000,-0.634770,-74.975040,-75.000050,1.000000,-74.936870
50.457000,-0.634770,-74.975900,-75.000890,1.000000,-74.937650
50.458000,-0.654300,-74.976750,-75.001720,1.000000,-74.938440
50.459000,-0.693360,-74.977590,-75.002550,1.000000,-74.939230
50.460000,-0.654300,-74.978450,-75.003380,1.000000,-74.940000
50.460000,-0.654300,-74.978450,-75.003380,1.000000,-74.940000
50.461000,-0.654300,-74.979310,-75.004220,1.000000,-74.940800
50.462000,-0.673830,-74.980170,-75.005050,1.000000,-74.941600
50.463000,-0.644530,-74.981000,-75.005880,1.000000,-74.942410
50.464000,-0.644530,-74.981840,-75.006720,1.000000,-74.943250
50.465000,-0.673830,-74.982670,-75.007550,1.000000,-74.944100
50.466000,-0.654300,-74.983540,-75.008380,1.000000,-74.944920
50.494000,-0.693360,-75.006840,-75.031720,1.000000,-74.967700
50.495000,-0.683590,-75.007680,-75.032550,1.000000,-74.968470
50.497000,-0.673830,-75.009330,-75.034220,1.000000,-74.970010
50.498000,-0.644530,-75.010150,-75.035050,1.000000,-74.970790
50.499000,-0.654300,-75.010960,-75.035880,1.000000,-74.971580
50.500000,-0.732420,-75.011770,-75.036720,1.000000,-74.972380
50.501000,-0.673830,-75.012600,-75.037550,1.000000,-74.973210
50.502000,-0.673830,-75.013420,-75.038380,1.000000,-74.974060
50.503000,-0.693360,-75.014240,-75.039220,1.000000,-74.974900
50.504000,-0.673830,-75.015050,-75.040050,1.000000,-74.975750
50.505000,-0.673830,-75.015870,-75.040880,1.000000,-74.976560
50.506000,-0.732420,-75.016680,-75.041720,1.000000,-74.977380
50.507000,-0.722660,-75.017510,-75.042550,1.000000,-74.978160
50.508000,-0.703130,-75.018330,-75.043380,1.000000,-74.978920
50.509000,-0.712890,-75.019170,-75.044220,1.000000,-74.979710
50.510000,-0.673830,-75.019970,-75.045050,1.000000,-74.980480
50.511000,-0.712890,-75.020770,-75.045880,1.000000,-74.981290
50.512000,-0.761720,-75.021590,-75.046720,1.000000,-74.982100
50.513000,-0.732420,-75.022430,-75.047550,1.000000,-74.982940
50.514000,-0.703130,-75.023250,-75.048380,1.000000,-74.983790
50.530000,-0.800780,-75.036420,-75.061720,1.000000,-74.996890
50.531000,-0.800780,-75.037250,-75.062550,1.000000,-74.997670
50.533000,-0.800780,-75.038910,-75.064220,1.000000,-74.999230
50.534000,-0.800780,-75.039710,-75.065050,1.000000,-75.000000
50.535000,-0.800780,-75.040530,-75.065880,1.000000,-75.000790
50.536000,-0.839840,-75.041350,-75.066720,1.000000,-75.001610
50.537000,-0.820310,-75.042190,-75.067550,1.000000,-75.002430
50.538000,-0.761720,-75.043020,-75.068380,1.000000,-75.003230
50.539000,-0.810550,-75.043850,-75.069220,1.000000,-75.004060
50.540000,-0.810550,-75.044650,-75.070050,1.000000,-75.004880
50.541000,-0.810550,-75.045480,-75.070880,1.000000,-75.005710
50.542000,-0.878910,-75.046300,-75.071720,1.000000,-75.006490
50.543000,-0.849610,-75.047150,-75.072550,1.000000,-75.007290
50.544000,-0.791020,-75.047970,-75.073380,1.000000,-75.008050
50.545000,-0.820310,-75.048790,-75.074220,1.000000,-75.008790
50.546000,-0.820310,-75.049610,-75.075050,1.000000,-75.009590
50.547000,-0.859380,-75.050430,-75.075880,1.000000,-75.010360
50.548000,-0.859380,-75.051250,-75.076720,1.000000,-75.011150
50.549000,-0.888670,-75.052100,-75.077550,1.000000,-75.011990
50.550000,-0.839840,-75.052930,-75.078380,1.000000,-75.012810
50.560000,-0.908200,-75.061210,-75.086720,1.000000,-75.020890
50.561000,-0.869140,-75.062030,-75.087550,1.000000,-75.021720
50.563000,-0.908200,-75.063700,-75.089220,1.000000,-75.023400
50.564000,-0.917970,-75.064510,-75.090050,1.000000,-75.024250
50.565000,-0.927730,-75.065330,-75.090880,1.000000,-75.025090
50.566000,-0.917970,-75.066180,-75.091720,1.000000,-75.025930
50.567000,-0.947270,-75.067020,-75.092550,1.000000,-75.026760
50.568000,-0.898440,-75.067860,-75.093380,1.000000,-75.027560
50.569000,-0.888670,-75.068690,-75.094220,1.000000,-75.028370
50.570000,-0.947270,-75.069500,-75.095050,1.000000,-75.029150
50.571000,-0.966800,-75.070330,-75.095880,1.000000,-75.029930
50.572000,-0.947270,-75.071170,-75.096720,1.000000,-75.030750
50.573000,-0.927730,-75.072020,-75.097550,1.000000,-75.031560
50.574000,-0.917970,-75.072850,-75.098380,1.000000,-75.032360
50.575000,-0.898440,-75.073670,-75.099220,1.000000,-75.033160
50.576000,-0.947270,-75.074490,-75.100050,1.000000,-75.034000
50.577000,-1.005860,-75.075310,-75.100880,1.000000,-75.034840
50.578000,-0.986330,-75.076170,-75.101720,1.000000,-75.035690
50.579000,-0.927730,-75.077000,-75.102550,1.000000,-75.036520
50.580000,-0.976560,-75.077840,-75.103380,1.000000,-75.037350
50.593000,-0.966800,-75.088690,-75.114220,1.000000,-75.048050
50.594000,-1.025390,-75.089530,-75.115050,1.000000,-75.048840
50.596000,-1.005860,-75.091240,-75.116720,1.000000,-75.050520
50.597000,-0.908200,-75.092080,-75.117550,1.000000,-75.051350
50.598000,-1.015630,-75.092920,-75.118380,1.000000,-75.052210
50.599000,-0.996090,-75.093740,-75.119220,1.000000,-75.053050
50.600000,-1.015630,-75.094590,-75.120050,1.000000,-75.053890
50.601000,-1.025390,-75.095450,-75.120880,1.000000,-75.054740
50.602000,-1.025390,-75.096290,-75.121720,1.000000,-75.055570
50.603000,-0.957030,-75.097140,-75.122550,1.000000,-75.056390
50.604000,-1.005860,-75.097980,-75.123380,1.000000,-75.057210
50.605000,-0.976560,-75.098820,-75.124220,1.000000,-75.058010
50.606000,-0.986330,-75.099650,-75.125050,1.000000,-75.058780
50.607000,-1.035160,-75.100520,-75.125890,1.000000,-75.059580
50.608000,-0.996090,-75.101360,-75.126720,1.000000,-75.060390
50.609000,-0.986330,-75.102210,-75.127550,1.000000,-75.061210
50.610000,-0.976560,-75.103050,-75.128380,1.000000,-75.062040
50.611000,-1.025390,-75.103900,-75.129220,1.000000,-75.062880
50.612000,-1.015630,-75.104730,-75.130050,1.000000,-75.063730
50.613000,-0.996090,-75.105590,-75.130880,1.000000,-75.064600
50.623000,-0.976560,-75.114070,-75.139220,1.000000,-75.072870
50.624000,-0.966800,-75.114940,-75.140050,1.000000,-75.073770
50.626000,-0.927730,-75.116650,-75.141720,1.000000,-75.075500
50.627000,-0.957030,-75.117490,-75.142550,1.000000,-75.076350
50.628000,-0.917970,-75.118320,-75.143380,1.000000,-75.077210
50.629000,-1.005860,-75.119170,-75.144220,1.000000,-75.078020
50.630000,-0.957030,-75.120040,-75.145050,1.000000,-75.078830
50.631000,-0.908200,-75.120900,-75.145880,1.000000,-75.079660
50.632000,-0.917970,-75.121740,-75.146720,1.000000,-75.080480
50.633000,-0.927730,-75.122590,-75.147550,1.000000,-75.081310
50.634000,-0.927730,-75.123430,-75.148380,1.000000,-75.082180
50.635000,-0.937500,-75.124280,-75.149220,1.000000,-75.083010
50.636000,-0.937500,-75.125140,-75.150050,1.000000,-75.083870
50.637000,-0.898440,-75.125980,-75.150880,1.000000,-75.084720
50.638000,-0.908200,-75.126840,-75.151720,1.000000,-75.085610
50.639000,-0.957030,-75.127660,-75.152550,1.000000,-75.086400
50.640000,-0.898440,-75.128510,-75.153380,1.000000,-75.087270
50.641000,-0.908200,-75.129340,-75.154220,1.000000,-75.088060
50.642000,-0.917970,-75.130210,-75.155050,1.000000,-75.088870
50.643000,-0.898440,-75.131060,-75.155880,1.000000,-75.089690
50.674000,-0.898440,-75.156750,-75.181720,1.000000,-75.115170
50.675000,-0.966800,-75.157550,-75.182550,1.000000,-75.115990
50.677000,-0.976560,-75.159200,-75.184220,1.000000,-75.117580
50.678000,-0.947270,-75.160030,-75.185050,1.000000,-75.118400
50.679000,-0.917970,-75.160850,-75.185880,1.000000,-75.119180
50.680000,-0.927730,-75.161670,-75.186720,1.000000,-75.119970
50.681000,-0.966800,-75.162480,-75.187550,1.000000,-75.120770
50.682000,-1.015630,-75.163300,-75.188390,1.000000,-75.121580
50.683000,-0.917970,-75.164150,-75.189220,1.000000,-75.122400
50.684000,-0.927730,-75.164960,-75.190050,1.000000,-75.123210
50.685000,-0.986330,-75.165790,-75.190880,1.000000,-75.124020
50.686000,-0.986330,-75.166600,-75.191720,1.000000,-75.124850
50.687000,-0.957030,-75.167430,-75.192550,1.000000,-75.125710
50.687000,-0.957030,-75.167430,-75.192550,1.000000,-75.125710
50.688000,-0.976560,-75.168240,-75.193380,1.000000,-75.126540
50.689000,-0.966800,-75.169090,-75.194220,1.000000,-75.127340
50.690000,-0.966800,-75.169920,-75.195050,1.000000,-75.128170
50.691000,-0.986330,-75.170750,-75.195880,1.000000,-75.128940
50.692000,-0.996090,-75.171560,-75.196720,1.000000,-75.129720
50.693000,-1.015630,-75.172390,-75.197550,1.000000,-75.130550
50.694000,-1.005860,-75.173230,-75.198380,1.000000,-75.131370
50.707000,-0.996090,-75.184100,-75.209220,1.000000,-75.142120
50.708000,-0.927730,-75.184940,-75.210050,1.000000,-75.142980
50.710000,-0.957030,-75.186580,-75.211720,1.000000,-75.144640
50.711000,-1.035160,-75.187430,-75.212550,1.000000,-75.145500
50.712000,-0.947270,-75.188290,-75.213380,1.000000,-75.146340
50.713000,-0.976560,-75.189140,-75.214220,1.000000,-75.147190
50.714000,-0.937500,-75.189980,-75.215050,1.000000,-75.148020
50.715000,-0.947270,-75.190810,-75.215880,1.000000,-75.148820
50.716000,-0.976560,-75.191640,-75.216720,1.000000,-75.149660
50.717000,-0.996090,-75.192480,-75.217550,1.000000,-75.150510
50.718000,-0.947270,-75.193340,-75.218380,1.000000,-75.151340
50.719000,-0.957030,-75.194180,-75.219220,1.000000,-75.152210
50.720000,-0.966800,-75.195020,-75.220050,1.000000,-75.153070
50.721000,-0.957030,-75.195850,-75.220880,1.000000,-75.153920
50.722000,-0.947270,-75.196690,-75.221720,1.000000,-75.154790
50.723000,-1.015630,-75.197520,-75.222550,1.000000,-75.155650
50.724000,-0.996090,-75.198380,-75.223380,1.000000,-75.156510
50.725000,-0.878910,-75.199230,-75.224220,1.000000,-75.157360
50.726000,-0.947270,-75.200070,-75.225050,1.000000,-75.158170
50.727000,-0.966800,-75.200900,-75.225880,1.000000,-75.159000
50.740000,-0.966800,-75.211800,-75.236720,1.000000,-75.169850
50.741000,-0.947270,-75.212650,-75.237550,1.000000,-75.170680
50.743000,-0.917970,-75.214320,-75.239220,1.000000,-75.172340
50.744000,-0.947270,-75.215160,-75.240050,1.000000,-75.173180
50.745000,-0.947270,-75.215970,-75.240880,1.000000,-75.174040
50.746000,-0.996090,-75.216810,-75.241720,1.000000,-75.174870
50.747000,-0.927730,-75.217660,-75.242550,1.000000,-75.175710
50.748000,-0.917970,-75.218490,-75.243380,1.000000,-75.176530
50.749000,-0.917970,-75.219330,-75.244220,1.000000,-75.177360
50.750000,-0.927730,-75.220150,-75.245050,1.000000,-75.178150
50.751000,-0.966800,-75.220980,-75.245880,1.000000,-75.178980
50.752000,-0.996090,-75.221800,-75.246720,1.000000,-75.179770
50.753000,-0.917970,-75.222660,-75.247550,1.000000,-75.180590
50.754000,-0.947270,-75.223500,-75.248310,1.000000,-75.181430
50.755000,-0.908200,-75.224330,-75.248930,1.000000,-75.182270
50.756000,-0.898440,-75.225150,-75.249410,1.000000,-75.183090
50.757000,-0.927730,-75.225970,-75.249740,1.000000,-75.183960
50.758000,-1.005860,-75.226780,-75.249940,1.000000,-75.184810
50.759000,-0.888670,-75.227640,-75.250000,1.000000,-75.185620
50.760000,-0.878910,-75.228450,-75.250000,1.000000,-75.186460
50.776000,-0.732420,-75.238300,-75.250000,1.000000,-75.197400
50.777000,-0.732420,-75.238720,-75.250000,1.000000,-75.197870
50.779000,-0.664060,-75.239530,-75.250000,1.000000,-75.198690
50.780000,-0.673830,-75.239910,-75.250000,1.000000,-75.199080
50.781000,-0.703130,-75.240280,-75.250000,1.000000,-75.199420
50.782000,-0.703130,-75.240640,-75.250000,1.000000,-75.199770
50.783000,-0.742190,-75.240970,-75.250000,1.000000,-75.200090
50.784000,-0.703130,-75.241290,-75.250000,1.000000,-75.200410
50.785000,-0.732420,-75.241600,-75.250000,1.000000,-75.200720
50.786000,-0.742190,-75.241910,-75.250000,1.000000,-75.201000
50.787000,-0.781250,-75.242200,-75.250000,1.000000,-75.201280
50.788000,-0.712890,-75.242470,-75.250000,1.000000,-75.201550
50.789000,-0.751950,-75.242720,-75.250000,1.000000,-75.201770
50.790000,-0.722660,-75.242970,-75.250000,1.000000,-75.202010
50.791000,-0.751950,-75.243230,-75.250000,1.000000,-75.202240
50.792000,-0.683590,-75.243450,-75.250000,1.000000,-75.202470
50.793000,-0.751950,-75.243680,-75.250000,1.000000,-75.202690
50.794000,-0.761720,-75.243900,-75.250000,1.000000,-75.202870
50.795000,-0.800780,-75.244090,-75.250000,1.000000,-75.203070
50.796000,-0.742190,-75.244290,-75.250000,1.000000,-75.203280
50.809000,-0.771480,-75.246350,-75.250000,1.000000,-75.205250
50.810000,-0.751950,-75.246480,-75.250000,1.000000,-75.205350
50.812000,-0.732420,-75.246710,-75.250000,1.000000,-75.205540
50.813000,-0.781250,-75.246830,-75.250000,1.000000,-75.205620
50.814000,-0.761720,-75.246930,-75.250000,1.000000,-75.205700
50.815000,-0.751950,-75.247020,-75.250000,1.000000,-75.205770
50.816000,-0.742190,-75.247120,-75.250000,1.000000,-75.205820
50.817000,-0.810550,-75.247220,-75.250000,1.000000,-75.205890
50.818000,-0.751950,-75.247280,-75.250000,1.000000,-75.205950
50.819000,-0.791020,-75.247380,-75.250000,1.000000,-75.206010
50.820000,-0.810550,-75.247450,-75.250000,1.000000,-75.206040
50.821000,-0.830080,-75.247530,-75.250000,1.000000,-75.206090
50.822000,-0.761720,-75.247600,-75.250000,1.000000,-75.206150
50.823000,-0.820310,-75.247680,-75.250000,1.000000,-75.206210
50.824000,-0.839840,-75.247740,-75.250000,1.000000,-75.206250
50.825000,-0.878910,-75.247810,-75.250000,1.000000,-75.206310
50.826000,-0.800780,-75.247870,-75.250000,1.000000,-75.206370
50.827000,-0.810550,-75.247940,-75.250000,1.000000,-75.206430
50.828000,-0.761720,-75.248010,-75.250000,1.000000,-75.206500
50.829000,-0.830080,-75.248060,-75.250000,1.000000,-75.206570
50.848000,-0.820310,-75.249020,-75.250000,1.000000,-75.207810
50.849000,-0.751950,-75.249070,-75.250000,1.000000,-75.207880
50.851000,-0.742190,-75.249140,-75.250000,1.000000,-75.208000
50.852000,-0.859380,-75.249180,-75.250000,1.000000,-75.208070
50.853000,-0.791020,-75.249210,-75.250000,1.000000,-75.208120
50.854000,-0.810550,-75.249240,-75.250000,1.000000,-75.208180
50.855000,-0.732420,-75.249280,-75.250000,1.000000,-75.208210
50.856000,-0.800780,-75.249310,-75.250000,1.000000,-75.208230
50.857000,-0.722660,-75.249340,-75.250000,1.000000,-75.208280
50.858000,-0.781250,-75.249370,-75.250000,1.000000,-75.208300
50.859000,-0.751950,-75.249400,-75.250000,1.000000,-75.208360
50.860000,-0.751950,-75.249430,-75.250000,1.000000,-75.208400
50.861000,-0.781250,-75.249450,-75.250000,1.000000,-75.208420
50.862000,-0.761720,-75.249470,-75.250000,1.000000,-75.208470
50.863000,-0.703130,-75.249500,-75.250000,1.000000,-75.208500
50.864000,-0.771480,-75.249510,-75.250000,1.000000,-75.208560
50.865000,-0.781250,-75.249530,-75.250000,1.000000,-75.208590
50.866000,-0.771480,-75.249560,-75.250000,1.000000,-75.208600
50.867000,-0.781250,-75.249570,-75.250000,1.000000,-75.208630
50.868000,-0.742190,-75.249600,-75.250000,1.000000,-75.208640
50.899000,-0.810550,-75.249880,-75.250000,1.000000,-75.208920
50.900000,-0.791020,-75.249890,-75.250000,1.000000,-75.208950
50.902000,-0.771480,-75.249890,-75.250000,1.000000,-75.208960
50.903000,-0.781250,-75.249900,-75.250000,1.000000,-75.208980
50.904000,-0.742190,-75.249900,-75.250000,1.000000,-75.208980
50.905000,-0.800780,-75.249920,-75.250000,1.000000,-75.209010
50.906000,-0.781250,-75.249920,-75.250000,1.000000,-75.208990
50.907000,-0.761720,-75.249920,-75.250000,1.000000,-75.209010
50.908000,-0.781250,-75.249920,-75.250000,1.000000,-75.209020
50.909000,-0.751950,-75.249930,-75.250000,1.000000,-75.209020
50.910000,-0.771480,-75.249950,-75.250000,1.000000,-75.209050
50.911000,-0.732420,-75.249950,-75.250000,1.000000,-75.209050
50.911000,-0.732420,-75.249950,-75.250000,1.000000,-75.209050
50.912000,-0.742190,-75.249950,-75.250000,1.000000,-75.209080
50.913000,-0.751950,-75.249950,-75.250000,1.000000,-75.209080
50.914000,-0.781250,-75.249970,-75.250000,1.000000,-75.209100
50.915000,-0.712890,-75.249980,-75.250000,1.000000,-75.209100
50.916000,-0.771480,-75.249980,-75.250000,1.000000,-75.209130
50.917000,-0.751950,-75.249980,-75.250000,1.000000,-75.209140
50.918000,-0.791020,-75.249990,-75.250000,1.000000,-75.209150
50.919000,-0.722660,-75.250000,-75.250000,1.000000,-75.209150
50.935000,-0.771480,-75.250020,-75.250000,1.000000,-75.209270
50.936000,-0.751950,-75.250020,-75.250000,1.000000,-75.209300
50.938000,-0.732420,-75.250020,-75.250000,1.000000,-75.209300
50.939000,-0.751950,-75.250020,-75.250000,1.000000,-75.209300
50.940000,-0.781250,-75.250020,-75.250000,1.000000,-75.209300
50.941000,-0.693360,-75.250020,-75.250000,1.000000,-75.209300
50.942000,-0.722660,-75.250020,-75.250000,1.000000,-75.209320
50.943000,-0.673830,-75.250020,-75.250000,1.000000,-75.209290
50.944000,-0.742190,-75.250020,-75.250000,1.000000,-75.209300
50.945000,-0.742190,-75.250020,-75.250000,1.000000,-75.209320
50.946000,-0.751950,-75.250020,-75.250000,1.000000,-75.209290
50.947000,-0.722660,-75.250020,-75.250000,1.000000,-75.209300
50.948000,-0.742190,-75.250010,-75.250000,1.000000,-75.209330
50.949000,-0.732420,-75.250010,-75.250000,1.000000,-75.209300
50.950000,-0.742190,-75.250010,-75.250000,1.000000,-75.209330
50.951000,-0.722660,-75.250010,-75.250000,1.000000,-75.209300
50.952000,-0.742190,-75.250010,-75.250000,1.000000,-75.209330
50.953000,-0.722660,-75.250020,-75.250000,1.000000,-75.209330
50.954000,-0.722660,-75.250020,-75.250000,1.000000,-75.209330
50.955000,-0.742190,-75.250010,-75.250000,1.000000,-75.209320
50.971000,-0.712890,-75.250010,-75.250000,1.000000,-75.209340
