time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.142270,0.667790,2.194340,284.456050,-333.625400,1490684.875000,1.000000
0.002000,0.140990,0.628050,1.948240,284.487920,-333.625400,1490710.250000,
0.004000,0.140990,0.599850,1.794430,284.519710,-333.625400,1490735.500000,
0.006000,0.142270,0.589600,1.486820,284.551510,-333.625400,1490760.750000,
0.008000,0.142270,0.575500,1.599610,284.583310,-333.625400,1490786.125000,1.000000
0.010000,0.142270,0.561400,1.599610,284.615110,-333.625400,1490811.375000,
0.012000,0.140990,0.570370,1.650880,284.646760,-333.625430,1490836.625000,
0.014000,0.142270,0.589600,2.102050,284.678310,-333.625400,1490862.000000,
0.016000,0.140990,0.608830,1.927730,284.709780,-333.625400,1490887.250000,1.000000
0.018000,0.140990,0.639590,2.184080,284.741210,-333.625400,1490912.625000,
0.020000,0.142270,0.675480,1.866210,284.772550,-333.625400,1490937.875000,
0.022000,0.140990,0.702390,2.020020,284.803860,-333.625400,1490963.125000,
0.024000,0.139710,0.728030,1.650880,284.835240,-333.625400,1490988.500000,1.000000
0.026000,0.140990,0.743410,2.081540,284.866670,-333.625400,1491013.750000,
0.028000,0.142270,0.726750,2.030270,284.898250,-333.625400,1491039.000000,
0.030000,0.142270,0.694700,1.948240,284.929960,-333.625430,1491064.375000,
0.032000,0.140990,0.642150,1.866210,284.961850,-333.625430,1491089.625000,1.000000
0.034000,0.140990,0.583190,1.640630,284.993840,-333.625430,1491114.875000,
0.036000,0.140990,0.556270,1.825200,285.025730,-333.625430,1491140.250000,
0.038000,0.138430,0.562680,1.835450,285.057460,-333.625430,1491165.500000,
0.040000,0.140990,0.576780,1.886720,285.089110,-333.625400,1491190.750000,1.000000
0.042000,0.138430,0.583190,1.548340,285.120760,-333.625400,1491216.125000,
0.044000,0.138430,0.593440,1.784180,285.152310,-333.625400,1491241.375000,
0.046000,0.138430,0.620360,1.845700,285.183840,-333.625400,1491266.625000,
0.048000,0.138430,0.637020,1.886720,285.215300,-333.625400,1491292.000000,1.000000
0.050000,0.139710,0.653690,2.030270,285.246770,-333.625430,1491317.375000,
0.052000,0.138430,0.654970,1.845700,285.278290,-333.625430,1491342.625000,
0.054000,0.137150,0.651120,1.917480,285.309840,-333.625430,1491367.875000,
0.056000,0.138430,0.644710,1.753420,285.341460,-333.625430,1491393.250000,1.000000
0.058000,0.137150,0.643430,1.650880,285.373050,-333.625430,1491418.500000,
0.060000,0.137150,0.638310,1.661130,285.404690,-333.625430,1491443.875000,
0.062000,0.137150,0.625490,1.712400,285.436340,-333.625430,1491469.125000,
0.064000,0.137150,0.610110,2.040530,285.468080,-333.625430,1491494.375000,1.000000
0.066000,0.135860,0.585750,1.917480,285.499790,-333.625430,1491519.750000,
0.068000,0.135860,0.571660,1.732910,285.531560,-333.625430,1491545.000000,
0.070000,0.137150,0.576780,1.630370,285.563170,-333.625400,1491570.250000,
0.072000,0.135860,0.602420,1.630370,285.594730,-333.625400,1491595.625000,1.000000
0.074000,0.134580,0.624210,2.040530,285.626190,-333.625430,1491620.875000,
0.076000,0.137150,0.639590,2.122560,285.657710,-333.625430,1491646.125000,
0.078000,0.137150,0.647280,2.225100,285.689240,-333.625430,1491671.500000,
0.080000,0.138430,0.642150,2.040530,285.720860,-333.625430,1491696.750000,1.000000
0.082000,0.134580,0.633180,1.845700,285.752470,-333.625430,1491722.000000,
0.084000,0.135860,0.628050,1.845700,285.784120,-333.625430,1491747.375000,
0.086000,0.135860,0.633180,1.866210,285.815730,-333.625430,1491772.625000,
0.088000,0.134580,0.646000,1.866210,285.847320,-333.625430,1491797.875000,1.000000
0.090000,0.137150,0.651120,1.989260,285.878910,-333.625430,1491823.250000,
0.092000,0.135860,0.648560,1.896970,285.910490,-333.625430,1491848.500000,
0.094000,0.134580,0.637020,1.722660,285.942140,-333.625430,1491873.750000,
0.096000,0.135860,0.635740,1.589360,285.973750,-333.625430,1491899.125000,1.000000
0.098000,0.137150,0.640870,1.640630,286.005340,-333.625430,1491924.375000,
0.100000,0.137150,0.631900,1.794430,286.036990,-333.625430,1491949.625000,
0.102000,0.135860,0.616520,2.112300,286.068630,-333.625430,1491975.000000,
0.104000,0.137150,0.598570,2.009770,286.100310,-333.625430,1492000.250000,1.000000
0.106000,0.137150,0.583190,2.071290,286.132050,-333.625430,1492025.500000,
0.108000,0.138430,0.558840,1.661130,286.163820,-333.625430,1492050.875000,
0.110000,0.137150,0.549870,1.609860,286.195590,-333.625430,1492076.125000,
0.112000,0.137150,0.553710,1.732910,286.227230,-333.625430,1492101.375000,1.000000
0.114000,0.138430,0.560120,2.153320,286.258880,-333.625430,1492126.875000,
0.116000,0.139710,0.554990,1.968750,286.290500,-333.625430,1492152.125000,
0.118000,0.138430,0.554990,1.763670,286.322080,-333.625430,1492177.375000,
0.120000,0.138430,0.563960,1.548340,286.353610,-333.625430,1492202.750000,1.000000
0.122000,0.137150,0.589600,1.394530,286.385070,-333.625430,1492228.000000,
0.124000,0.137150,0.628050,1.609860,286.416410,-333.625430,1492253.250000,
0.126000,0.138430,0.657530,1.630370,286.447780,-333.625430,1492278.625000,
0.128000,0.139710,0.662660,2.102050,286.479190,-333.625430,1492303.875000,1.000000
0.130000,0.140990,0.651120,1.999510,286.510710,-333.625430,1492329.125000,
0.132000,0.140990,0.616520,2.020020,286.542390,-333.625430,1492354.500000,
0.134000,0.140990,0.576780,1.835450,286.574130,-333.625430,1492379.750000,
0.136000,0.140990,0.558840,1.743160,286.605870,-333.625430,1492405.000000,1.000000
0.138000,0.139710,0.567810,1.691890,286.637540,-333.625430,1492430.375000,
0.140000,0.142270,0.575500,2.122560,286.669190,-333.625430,1492455.625000,
0.142000,0.140990,0.575500,2.194340,286.700840,-333.625430,1492480.875000,
0.144000,0.142270,0.574220,2.030270,286.732480,-333.625430,1492506.250000,1.000000
0.146000,0.142270,0.576780,1.732910,286.764100,-333.625430,1492531.500000,
0.148000,0.140990,0.587040,1.620120,286.795680,-333.625430,1492556.750000,
0.150000,0.140990,0.607540,1.548340,286.827180,-333.625430,1492582.125000,
0.152000,0.139710,0.634460,1.886720,286.858610,-333.625430,1492607.375000,1.000000
0.154000,0.138430,0.651120,1.855960,286.890010,-333.625430,1492632.625000,
0.156000,0.140990,0.657530,1.763670,286.921540,-333.625430,1492658.000000,
0.158000,0.140990,0.647280,1.825200,286.953090,-333.625430,1492683.250000,
0.160000,0.139710,0.629330,1.927730,286.984710,-333.625430,1492708.500000,1.000000
