time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.961300,0.684450,5.342290,284.456820,-333.623200,1215057.750000,1.000000
0.002000,0.621640,0.149960,5.690920,284.490390,-333.623990,1215083.000000,
0.004000,0.306340,0.358890,7.270020,284.522000,-333.624690,1215108.250000,
0.006000,0.613950,0.590880,7.229000,284.552610,-333.623350,1215133.625000,
0.008000,0.919010,0.783140,5.988280,284.583470,-333.622860,1215158.875000,1.000000
0.010000,0.788270,0.576780,4.081050,284.615480,-333.623410,1215184.250000,
0.012000,0.364010,0.457580,5.701170,284.647580,-333.623960,1215209.625000,
0.014000,0.198670,0.652400,7.731450,284.678560,-333.624570,1215234.875000,
0.016000,0.711360,0.772890,8.110840,284.709440,-333.623500,1215260.125000,1.000000
0.018000,1.112550,0.860050,6.839360,284.740720,-333.623050,1215285.500000,
0.020000,1.010010,0.547300,5.332030,284.773160,-333.623350,1215310.750000,
0.022000,0.487060,0.515260,7.116210,284.805210,-333.624480,1215336.000000,
0.024000,0.370420,0.797240,7.998050,284.835940,-333.624480,1215361.250000,1.000000
0.026000,0.762630,0.907470,7.690430,284.866820,-333.622860,1215386.500000,
0.028000,0.956180,0.815190,5.896000,284.898770,-333.623140,1215411.875000,
0.030000,0.726750,0.276860,5.178220,284.932370,-333.623870,1215437.250000,
0.032000,0.325560,0.280700,7.095700,284.964540,-333.624880,1215462.500000,1.000000
0.034000,0.490910,0.528080,7.813480,284.995270,-333.623930,1215487.750000,
0.036000,0.885680,0.738280,6.634280,285.026030,-333.622890,1215513.125000,
0.038000,0.871580,0.683170,4.450200,285.057620,-333.623410,1215538.375000,
0.040000,0.462710,0.416560,4.891110,285.089900,-333.623810,1215563.750000,1.000000
0.042000,0.130740,0.639590,7.557130,285.121060,-333.624600,1215589.000000,
0.044000,0.569090,0.725460,8.203130,285.152070,-333.623810,1215614.250000,
0.046000,1.056150,0.856200,7.536620,285.183170,-333.622990,1215639.500000,
0.048000,1.092040,0.616520,5.547360,285.215480,-333.623140,1215664.875000,1.000000
0.050000,0.602420,0.417850,6.818850,285.247890,-333.624080,1215690.125000,
0.052000,0.321720,0.676760,7.957030,285.278990,-333.624630,1215715.375000,
0.054000,0.720340,0.835690,7.700680,285.309940,-333.623020,1215740.750000,
0.056000,0.957460,0.775450,6.500980,285.341710,-333.622860,1215766.000000,1.000000
0.058000,0.810060,0.346070,4.932130,285.374940,-333.623570,1215791.250000,
0.060000,0.408870,0.207640,6.880370,285.407530,-333.624570,1215816.625000,
0.062000,0.438350,0.496030,7.762210,285.438170,-333.624110,1215841.875000,
0.064000,0.804930,0.704960,6.931640,285.468690,-333.622740,1215867.125000,1.000000
0.066000,0.910030,0.771610,4.716800,285.499940,-333.623230,1215892.625000,
0.068000,0.610110,0.415280,4.173340,285.532350,-333.623540,1215917.875000,
0.070000,0.164060,0.580630,6.972660,285.563630,-333.624390,1215943.125000,
0.072000,0.411440,0.703670,8.203130,285.594600,-333.623990,1215968.500000,1.000000
0.074000,0.936950,0.857480,8.018550,285.625610,-333.623020,1215993.625000,
0.076000,1.143310,0.698550,5.373050,285.657530,-333.623050,1216019.000000,
0.078000,0.742130,0.426820,6.029300,285.690250,-333.623690,1216044.375000,
0.080000,0.325560,0.574220,7.577640,285.721710,-333.624760,1216069.625000,1.000000
0.082000,0.583190,0.803650,8.039060,285.752530,-333.623410,1216094.875000,
0.084000,0.924130,0.816470,7.136720,285.784150,-333.622650,1216120.125000,
0.086000,0.880550,0.442200,5.188480,285.817050,-333.623350,1216145.500000,
0.088000,0.460140,0.179440,6.541990,285.850040,-333.624330,1216170.750000,1.000000
0.090000,0.334530,0.481930,7.649410,285.880920,-333.624480,1216196.125000,
0.092000,0.748540,0.687010,7.013670,285.911320,-333.622860,1216221.375000,
0.094000,0.925420,0.844670,5.147460,285.942140,-333.623110,1216246.625000,
0.096000,0.684450,0.534480,4.255370,285.974400,-333.623500,1216272.000000,1.000000
0.098000,0.231990,0.554990,6.695800,286.006010,-333.624240,1216297.250000,
0.100000,0.298650,0.679320,8.572270,286.037020,-333.624240,1216322.500000,
0.102000,0.854920,0.810060,8.203130,286.068120,-333.623170,1216347.875000,
0.104000,1.152280,0.720340,6.029300,286.099910,-333.623080,1216373.125000,1.000000
0.106000,0.866460,0.378110,5.475590,286.132810,-333.623500,1216398.500000,
0.108000,0.384520,0.428100,7.444340,286.164860,-333.624760,1216423.750000,
0.110000,0.497310,0.652400,8.028810,286.195740,-333.623990,1216449.000000,
0.112000,0.894650,0.737000,7.782710,286.227110,-333.622680,1216474.375000,1.000000
0.114000,0.949770,0.501160,5.414060,286.259740,-333.623290,1216499.625000,
0.116000,0.575500,0.058960,5.875490,286.293000,-333.624150,1216524.875000,
0.118000,0.310180,0.321720,7.290530,286.324190,-333.624730,1216550.250000,
0.120000,0.656250,0.567810,7.249510,286.354490,-333.623200,1216575.500000,1.000000
