time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.161500,-0.111510,1.968750,235.528200,-342.029600,987985.312500,1.000000
0.002000,0.164060,-0.110230,2.020020,235.528200,-342.029750,988010.625000,
0.004000,0.162780,-0.107670,1.937990,235.528200,-342.029850,988035.875000,
0.006000,0.161500,-0.102540,1.661130,235.528230,-342.029970,988061.312500,
0.008000,0.161500,-0.101260,1.835450,235.528230,-342.030060,988086.562500,1.000000
0.010000,0.161500,-0.097410,2.102050,235.528230,-342.030150,988111.875000,
0.012000,0.161500,-0.096130,1.866210,235.528240,-342.030240,988137.187500,
0.014000,0.160220,-0.093570,1.640630,235.528240,-342.030360,988162.437500,
0.016000,0.158940,-0.091000,1.630370,235.528240,-342.030490,988187.750000,1.000000
0.018000,0.156370,-0.066650,1.650880,235.528270,-342.030610,988213.062500,
0.020000,0.155090,0.305050,1.866210,235.528820,-342.030700,988238.312500,
0.022000,0.153810,0.323000,1.835450,235.530180,-342.030790,988263.625000,
0.024000,0.151250,0.292240,1.794430,235.531650,-342.030850,988288.937500,1.000000
0.026000,0.148680,0.371700,1.784180,235.532970,-342.030880,988314.187500,
0.028000,0.148680,0.480650,1.804690,235.534390,-342.030910,988339.500000,
0.030000,0.144840,0.565250,1.896970,235.536330,-342.030980,988364.812500,
0.032000,0.144840,0.630620,1.784180,235.538930,-342.031040,988390.062500,1.000000
0.034000,0.139710,0.731870,2.020020,235.542220,-342.031100,988415.375000,
0.036000,0.138430,0.862610,2.009770,235.546360,-342.031100,988440.687500,
0.038000,0.137150,1.017700,2.184080,235.551570,-342.031100,988466.000000,
0.040000,0.134580,1.170230,1.763670,235.558230,-342.031100,988491.250000,1.000000
0.042000,0.134580,1.308650,1.609860,235.566450,-342.031130,988516.562500,
0.044000,0.132020,1.436830,1.794430,235.576550,-342.031160,988541.875000,
0.046000,0.129460,1.543210,1.712400,235.588670,-342.031190,988567.125000,
0.048000,0.126890,1.617550,1.958500,235.602910,-342.031220,988592.437500,1.000000
0.050000,0.125610,1.672670,1.845700,235.619230,-342.031250,988617.750000,
0.052000,0.123050,1.713680,1.886720,235.637680,-342.031310,988643.000000,
0.054000,0.121770,1.727780,1.712400,235.658170,-342.031310,988668.312500,
0.056000,0.120480,1.700870,1.753420,235.680650,-342.031340,988693.625000,1.000000
0.058000,0.119200,1.634220,2.122560,235.705000,-342.031370,988718.875000,
0.060000,0.117920,1.541930,2.030270,235.730970,-342.031370,988744.187500,
0.062000,0.120480,1.436830,2.225100,235.758330,-342.031370,988769.500000,
0.064000,0.119200,1.331730,2.102050,235.786850,-342.031340,988794.750000,1.000000
0.066000,0.117920,1.235600,1.763670,235.816300,-342.031340,988820.062500,
0.068000,0.120480,1.152280,1.927730,235.846410,-342.031370,988845.375000,
0.070000,0.119200,1.075380,1.722660,235.877000,-342.031340,988870.750000,
0.072000,0.121770,1.007450,2.030270,235.907930,-342.031370,988896.062500,1.000000
0.074000,0.121770,0.952330,1.825200,235.939060,-342.031340,988921.375000,
0.076000,0.120480,0.897220,1.773930,235.970250,-342.031340,988946.625000,
0.078000,0.121770,0.853640,1.538090,236.001420,-342.031340,988971.937500,
0.080000,0.123050,0.808780,1.497070,236.032580,-342.031340,988997.250000,1.000000
0.082000,0.123050,0.774170,1.691890,236.063670,-342.031340,989022.500000,
0.084000,0.123050,0.735720,1.845700,236.094770,-342.031340,989047.812500,
0.086000,0.123050,0.687010,2.245610,236.125950,-342.031340,989073.125000,
0.088000,0.123050,0.638310,2.173830,236.157150,-342.031310,989098.375000,1.000000
0.090000,0.125610,0.593440,1.794430,236.188370,-342.031310,989123.687500,
0.092000,0.125610,0.561400,1.538090,236.219540,-342.031310,989149.000000,
0.094000,0.125610,0.531920,1.620120,236.250670,-342.031310,989174.250000,
0.096000,0.125610,0.484500,1.979000,236.281880,-342.031310,989199.562500,1.000000
0.098000,0.128170,0.433230,2.071290,236.313080,-342.031310,989224.875000,
0.100000,0.128170,0.398620,2.081540,236.344220,-342.031310,989250.125000,
0.102000,0.129460,0.390930,1.896970,236.375240,-342.031310,989275.437500,
0.104000,0.129460,0.403750,1.661130,236.406100,-342.031310,989300.750000,1.000000
0.106000,0.126890,0.437070,1.671390,236.436840,-342.031310,989326.000000,
0.108000,0.128170,0.453740,1.497070,236.467610,-342.031310,989351.312500,
0.110000,0.128170,0.462710,1.876460,236.498380,-342.031310,989376.625000,
0.112000,0.129460,0.456300,2.091800,236.529300,-342.031280,989401.937500,1.000000
0.114000,0.129460,0.442200,2.235350,236.560320,-342.031280,989427.187500,
0.116000,0.130740,0.439640,2.050780,236.591450,-342.031280,989452.500000,
0.118000,0.130740,0.452450,1.968750,236.622600,-342.031280,989477.812500,
0.120000,0.129460,0.470400,1.620120,236.653790,-342.031280,989503.062500,1.000000
0.122000,0.132020,0.484500,1.722660,236.685030,-342.031280,989528.375000,
0.124000,0.130740,0.498600,2.153320,236.716350,-342.031280,989553.687500,
0.126000,0.133300,0.522950,1.958500,236.747620,-342.031250,989578.937500,
0.128000,0.133300,0.558840,1.753420,236.778930,-342.031250,989604.250000,1.000000
0.130000,0.133300,0.606260,1.589360,236.810150,-342.031250,989629.562500,
0.132000,0.133300,0.658810,1.702150,236.841350,-342.031220,989654.812500,
0.134000,0.133300,0.706240,1.589360,236.872570,-342.031220,989680.125000,
0.136000,0.132020,0.743410,1.855960,236.903870,-342.031220,989705.500000,1.000000
0.138000,0.133300,0.757510,1.804690,236.935350,-342.031220,989730.812500,
0.140000,0.133300,0.762630,1.907230,236.966920,-342.031220,989756.125000,
0.142000,0.134580,0.757510,1.927730,236.998630,-342.031220,989781.375000,
0.144000,0.134580,0.762630,1.548340,237.030350,-342.031220,989806.687500,1.000000
0.146000,0.133300,0.757510,2.020020,237.062180,-342.031190,989832.000000,
0.148000,0.134580,0.725460,1.907230,237.094130,-342.031190,989857.250000,
0.150000,0.133300,0.692140,2.081540,237.126140,-342.031190,989882.562500,
0.152000,0.134580,0.683170,2.020020,237.158080,-342.031190,989907.875000,1.000000
0.154000,0.135860,0.694700,1.886720,237.189960,-342.031190,989933.187500,
0.156000,0.135860,0.712650,1.548340,237.221690,-342.031190,989958.437500,
0.158000,0.135860,0.731870,1.640630,237.253450,-342.031190,989983.750000,
0.160000,0.134580,0.733150,1.773930,237.285130,-342.031190,990009.062500,1.000000
0.162000,0.135860,0.726750,1.886720,237.316820,-342.031160,990034.312500,
0.164000,0.135860,0.710080,2.020020,237.348560,-342.031160,990059.625000,
0.166000,0.137150,0.683170,1.835450,237.380360,-342.031160,990084.937500,
0.168000,0.138430,0.669070,1.773930,237.412080,-342.031130,990110.187500,1.000000
0.170000,0.137150,0.662660,1.927730,237.443770,-342.031130,990135.500000,
0.172000,0.138430,0.654970,1.989260,237.475450,-342.031130,990160.812500,
0.174000,0.137150,0.624210,2.020020,237.507160,-342.031130,990186.062500,
0.176000,0.138430,0.588320,2.122560,237.538880,-342.031130,990211.375000,1.000000
0.178000,0.137150,0.546020,1.927730,237.570620,-342.031100,990236.687500,
0.180000,0.137150,0.510130,1.907230,237.602370,-342.031100,990261.937500,
0.182000,0.138430,0.484500,1.917480,237.634050,-342.031100,990287.250000,
0.184000,0.135860,0.476810,1.773930,237.665620,-342.031070,990312.562500,1.000000
0.186000,0.135860,0.479370,1.804690,237.697130,-342.031070,990337.812500,
0.188000,0.135860,0.481930,1.773930,237.728580,-342.031070,990363.125000,
0.190000,0.133300,0.470400,1.743160,237.760060,-342.031070,990388.437500,
0.192000,0.135860,0.456300,1.650880,237.791550,-342.031040,990413.750000,1.000000
0.194000,0.133300,0.456300,1.497070,237.822970,-342.031040,990439.125000,
0.196000,0.132020,0.472960,1.702150,237.854350,-342.031040,990464.437500,
0.198000,0.130740,0.490910,1.855960,237.885700,-342.031040,990489.687500,
0.200000,0.129460,0.503720,2.143070,237.917050,-342.031040,990515.000000,1.000000
0.202000,0.129460,0.524230,2.061040,237.948390,-342.031040,990540.312500,
0.204000,0.128170,0.558840,1.763670,237.979710,-342.031040,990565.562500,
0.206000,0.125610,0.598570,1.650880,238.010970,-342.031040,990590.875000,
0.208000,0.124330,0.626770,1.876460,238.042280,-342.031040,990616.187500,1.000000
0.210000,0.121770,0.648560,1.937990,238.073650,-342.031040,990641.437500,
0.212000,0.119200,0.662660,1.896970,238.105070,-342.031040,990666.750000,
0.214000,0.117920,0.654970,1.989260,238.136630,-342.031010,990692.062500,
0.216000,0.116640,0.643430,1.794430,238.168240,-342.031010,990717.312500,1.000000
0.218000,0.115360,0.640870,1.568850,238.199920,-342.031010,990742.625000,
0.220000,0.114070,0.656250,1.722660,238.231570,-342.031010,990767.937500,
0.222000,0.115360,0.672910,1.671390,238.263240,-342.030980,990793.187500,
0.224000,0.112790,0.678040,1.753420,238.294950,-342.030980,990818.500000,1.000000
0.226000,0.112790,0.671630,2.050780,238.326720,-342.030980,990843.812500,
0.228000,0.114070,0.665220,2.204590,238.358510,-342.030980,990869.125000,
0.230000,0.114070,0.665220,2.194340,238.390270,-342.030980,990894.375000,
0.232000,0.115360,0.671630,1.804690,238.422000,-342.030940,990919.687500,1.000000
0.234000,0.115360,0.688290,1.855960,238.453640,-342.030940,990945.000000,
0.236000,0.115360,0.710080,1.835450,238.485240,-342.030940,990970.250000,
0.238000,0.115360,0.728030,2.132810,238.516830,-342.030910,990995.562500,
0.240000,0.115360,0.729310,1.989260,238.548430,-342.030910,991020.875000,1.000000
0.242000,0.119200,0.719060,1.784180,238.580050,-342.030910,991046.125000,
0.244000,0.119200,0.704960,1.896970,238.611770,-342.030910,991071.437500,
0.246000,0.123050,0.685730,1.527830,238.643490,-342.030910,991096.750000,
0.248000,0.124330,0.653690,1.794430,238.675350,-342.030910,991122.000000,1.000000
0.250000,0.126890,0.619080,1.712400,238.707230,-342.030910,991147.312500,
0.252000,0.129460,0.593440,1.907230,238.739070,-342.030910,991172.625000,
0.254000,0.132020,0.574220,1.896970,238.770900,-342.030910,991197.875000,
0.256000,0.132020,0.562680,1.999510,238.802670,-342.030880,991223.187500,1.000000
0.258000,0.135860,0.554990,1.784180,238.834400,-342.030880,991248.500000,
0.260000,0.137150,0.554990,1.722660,238.866070,-342.030880,991273.750000,
0.262000,0.138430,0.560120,1.989260,238.897640,-342.030880,991299.062500,
