time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.196110,-0.114070,1.948240,204.316540,-338.870510,4221588.000000,1.000000,3.155640,-399.501650
0.002000,0.196110,-0.111510,1.814940,204.316540,-338.870640,4221613.000000,,3.149230,
0.004000,0.196110,-0.110230,1.937990,204.316540,-338.870730,4221638.000000,,3.142820,
0.006000,0.196110,-0.108950,1.456050,204.316560,-338.870790,4221663.500000,,3.140260,
0.008000,0.197390,-0.106380,1.527830,204.316560,-338.870880,4221689.000000,1.000000,3.136410,-399.501650
0.010000,0.197390,-0.105100,1.866210,204.316560,-338.870970,4221714.000000,,3.137700,
0.012000,0.197390,-0.102540,1.763670,204.316560,-338.871060,4221739.500000,,3.140260,
0.014000,0.196110,-0.099980,1.907230,204.316570,-338.871190,4221765.000000,,3.146670,
0.016000,0.197390,-0.101260,1.568850,204.316570,-338.871280,4221790.000000,1.000000,3.153080,-399.501650
0.018000,0.197390,-0.070500,1.599610,204.316570,-338.871370,4221815.000000,,3.159480,
0.020000,0.197390,0.298650,1.538090,204.317140,-338.871460,4221840.500000,,3.163330,
0.022000,0.198670,0.328130,1.773930,204.318450,-338.871520,4221866.000000,,3.167180,
0.024000,0.198670,0.349910,2.327640,204.319720,-338.871550,4221891.500000,1.000000,3.164610,-399.501650
0.026000,0.198670,0.444760,2.245610,204.320880,-338.871580,4221916.500000,,3.163330,
0.028000,0.198670,0.557560,2.020020,204.322220,-338.871580,4221942.000000,,3.163330,
0.030000,0.198670,0.646000,1.753420,204.324080,-338.871610,4221967.000000,,3.165890,
0.032000,0.198670,0.743410,2.102050,204.326570,-338.871670,4221992.500000,1.000000,3.172300,-399.501650
0.034000,0.199950,0.847230,1.661130,204.329790,-338.871700,4222017.500000,,3.172300,
0.036000,0.199950,0.986940,1.650880,204.333910,-338.871700,4222043.000000,,3.168460,
0.038000,0.198670,1.142030,2.143070,204.339190,-338.871700,4222068.500000,,3.165890,
0.040000,0.198670,1.290710,1.927730,204.345870,-338.871700,4222093.500000,1.000000,3.165890,-399.501650
0.042000,0.198670,1.422730,1.958500,204.354260,-338.871730,4222118.500000,,3.165890,
0.044000,0.198670,1.536800,1.548340,204.364520,-338.871770,4222144.000000,,3.165890,
0.046000,0.198670,1.625240,1.671390,204.376830,-338.871770,4222169.500000,,3.171020,
0.048000,0.199950,1.679080,1.773930,204.391240,-338.871830,4222195.000000,1.000000,3.173580,-399.501650
0.048000,0.199950,1.679080,1.773930,204.391240,-338.871830,4222195.000000,1.000000,3.173580,-399.501650
0.050000,0.198670,1.708560,2.050780,204.407810,-338.871860,4222220.500000,,3.177430,
0.052000,0.198670,1.717530,2.081540,204.426480,-338.871890,4222245.500000,,3.183840,
0.054000,0.196110,1.698300,2.081540,204.447250,-338.871890,4222270.500000,,3.186400,
0.056000,0.196110,1.647030,1.855960,204.469970,-338.871890,4222296.000000,1.000000,3.194090,-399.501680
0.058000,0.196110,1.568850,1.732910,204.494430,-338.871920,4222321.500000,,3.199220,
0.060000,0.196110,1.486820,1.866210,204.520450,-338.871920,4222346.500000,,3.200500,
0.062000,0.196110,1.391970,2.040530,204.547810,-338.871920,4222372.000000,,3.203060,
0.064000,0.194820,1.277890,1.691890,204.576350,-338.871920,4222397.000000,1.000000,3.206910,-399.501680
0.066000,0.193540,1.170230,1.886720,204.605820,-338.871920,4222422.500000,,3.210750,
0.068000,0.193540,1.086910,1.497070,204.635910,-338.871920,4222447.500000,,3.210750,
0.070000,0.193540,1.020260,1.579100,204.666460,-338.871920,4222473.000000,,3.215880,
0.072000,0.193540,0.961300,1.630370,204.697340,-338.871890,4222498.500000,1.000000,3.218440,-399.501710
0.074000,0.193540,0.904910,1.825200,204.728420,-338.871890,4222524.000000,,3.221010,
0.076000,0.193540,0.867740,1.937990,204.759550,-338.871890,4222549.000000,,3.223570,
0.078000,0.193540,0.840820,1.948240,204.790540,-338.871890,4222574.000000,,3.227420,
0.080000,0.192260,0.824160,1.917480,204.821470,-338.871890,4222599.500000,1.000000,3.231260,-399.501710
0.082000,0.193540,0.810060,1.794430,204.852360,-338.871890,4222625.000000,,3.233830,
0.084000,0.192260,0.778020,1.896970,204.883270,-338.871890,4222650.000000,,3.238950,
0.086000,0.192260,0.726750,1.927730,204.914310,-338.871890,4222675.500000,,3.241520,
0.088000,0.193540,0.670350,2.132810,204.945400,-338.871890,4222700.500000,1.000000,3.244080,-399.501710
0.090000,0.192260,0.603700,2.235350,204.976590,-338.871860,4222726.000000,,3.244080,
0.092000,0.190980,0.531920,1.835450,205.007890,-338.871860,4222751.000000,,3.246640,
0.094000,0.189700,0.474240,1.753420,205.039140,-338.871860,4222776.500000,,3.247920,
0.096000,0.189700,0.444760,1.609860,205.070310,-338.871860,4222802.000000,1.000000,3.249210,-399.501710
0.098000,0.188420,0.420410,1.732910,205.101430,-338.871860,4222827.500000,,3.249210,
0.100000,0.188420,0.394780,1.825200,205.132510,-338.871860,4222852.500000,,3.251770,
0.102000,0.187130,0.379390,1.794430,205.163540,-338.871860,4222877.500000,,3.251770,
0.104000,0.185850,0.387080,1.958500,205.194460,-338.871830,4222903.000000,1.000000,3.254330,-399.501710
0.106000,0.184570,0.399900,1.712400,205.225310,-338.871830,4222928.500000,,3.255620,
0.108000,0.184570,0.415280,1.937990,205.256150,-338.871830,4222953.500000,,3.256900,
0.110000,0.183290,0.430660,1.999510,205.286970,-338.871830,4222979.000000,,3.258180,
0.112000,0.183290,0.447330,1.886720,205.317830,-338.871830,4223004.500000,1.000000,3.258180,-399.501710
0.114000,0.180730,0.466550,2.102050,205.348750,-338.871830,4223029.500000,,3.260740,
0.116000,0.180730,0.492190,1.917480,205.379680,-338.871830,4223054.500000,,3.260740,
0.118000,0.179440,0.524230,1.937990,205.410660,-338.871830,4223080.000000,,3.263310,
0.120000,0.179440,0.547300,1.579100,205.441730,-338.871830,4223105.500000,1.000000,3.264590,-399.501740
0.122000,0.178160,0.570370,1.753420,205.472870,-338.871830,4223131.000000,,3.265870,
0.124000,0.178160,0.580630,1.599610,205.504170,-338.871830,4223156.000000,,3.268430,
0.126000,0.178160,0.589600,1.948240,205.535520,-338.871830,4223181.000000,,3.269710,
0.128000,0.176880,0.619080,1.763670,205.566890,-338.871800,4223206.500000,1.000000,3.273560,-399.501740
0.130000,0.175600,0.674190,1.599610,205.598210,-338.871800,4223232.000000,,3.276120,
0.132000,0.174320,0.720340,1.620120,205.629550,-338.871800,4223257.500000,,3.278690,
0.134000,0.174320,0.753660,1.435550,205.660980,-338.871770,4223282.500000,,3.282530,
0.136000,0.174320,0.776730,1.917480,205.692500,-338.871770,4223308.000000,1.000000,3.285100,-399.501770
0.138000,0.173030,0.781860,2.153320,205.724170,-338.871770,4223333.000000,,3.286380,
0.140000,0.171750,0.778020,2.327640,205.755910,-338.871770,4223358.500000,,3.287660,
0.142000,0.171750,0.767760,1.763670,205.787770,-338.871770,4223383.500000,,3.291500,
0.144000,0.171750,0.762630,1.845700,205.819610,-338.871770,4223409.000000,1.000000,3.292790,-399.501770
0.146000,0.171750,0.774170,1.763670,205.851410,-338.871770,4223434.500000,,3.296630,
0.148000,0.173030,0.784420,1.732910,205.883180,-338.871770,4223459.500000,,3.297910,
0.150000,0.175600,0.779300,1.712400,205.914960,-338.871770,4223484.500000,,3.301760,
0.152000,0.174320,0.770320,2.143070,205.946760,-338.871770,4223510.000000,1.000000,3.304320,-399.501800
0.154000,0.176880,0.757510,2.050780,205.978580,-338.871770,4223535.500000,,3.306880,
0.156000,0.178160,0.751100,1.825200,206.010360,-338.871730,4223561.000000,,3.310730,
0.158000,0.180730,0.731870,1.640630,206.042160,-338.871730,4223586.000000,,3.312010,
0.160000,0.182010,0.707520,1.507320,206.073940,-338.871700,4223611.500000,1.000000,3.314580,-399.501800
0.162000,0.184570,0.678040,1.937990,206.105800,-338.871700,4223636.500000,,3.315860,
0.164000,0.185850,0.633180,1.948240,206.137730,-338.871700,4223662.000000,,3.318420,
0.166000,0.188420,0.578060,2.276370,206.169690,-338.871700,4223687.000000,,3.318420,
0.168000,0.189700,0.530640,2.112300,206.201640,-338.871670,4223712.500000,1.000000,3.320980,-399.501770
0.170000,0.190980,0.497310,1.989260,206.233520,-338.871670,4223738.000000,,3.323550,
0.172000,0.193540,0.467830,1.517580,206.265300,-338.871670,4223763.500000,,3.326110,
0.174000,0.194820,0.434510,1.958500,206.297040,-338.871670,4223788.000000,,3.328670,
0.176000,0.197390,0.406310,1.794430,206.328670,-338.871670,4223813.500000,1.000000,3.329960,-399.501740
0.178000,0.198670,0.405030,1.732910,206.360150,-338.871670,4223839.000000,,3.331240,
0.180000,0.199950,0.429380,1.999510,206.391430,-338.871640,4223864.500000,,3.332520,
0.182000,0.199950,0.466550,1.661130,206.422610,-338.871610,4223890.000000,,3.331240,
0.184000,0.201230,0.511410,1.640630,206.453660,-338.871610,4223915.000000,1.000000,3.333800,-399.501740
0.184000,0.201230,0.511410,1.640630,206.453660,-338.871610,4223915.000000,1.000000,3.333800,-399.501740
0.186000,0.202510,0.520390,1.476560,206.484790,-338.871610,4223940.000000,,3.333800,
0.188000,0.203800,0.512700,1.558590,206.516040,-338.871610,4223965.500000,,3.333800,
0.190000,0.203800,0.489620,1.896970,206.547390,-338.871610,4223991.000000,,3.333800,
0.192000,0.203800,0.458860,1.958500,206.578900,-338.871610,4224016.000000,1.000000,3.333800,-399.501740
0.194000,0.203800,0.446040,1.989260,206.610410,-338.871610,4224041.500000,,3.336360,
0.196000,0.202510,0.462710,1.896970,206.641860,-338.871610,4224067.000000,,3.336360,
0.198000,0.201230,0.487060,1.763670,206.673280,-338.871610,4224092.000000,,3.338930,
0.200000,0.201230,0.508850,1.650880,206.704680,-338.871610,4224117.000000,1.000000,3.340210,-399.501740
0.202000,0.199950,0.522950,1.835450,206.736150,-338.871610,4224142.500000,,3.342770,
0.204000,0.197390,0.542180,2.255860,206.767590,-338.871610,4224168.000000,,3.345340,
0.206000,0.196110,0.572940,1.876460,206.799000,-338.871610,4224193.500000,,3.347900,
0.208000,0.194820,0.612670,1.917480,206.830370,-338.871610,4224218.500000,1.000000,3.350460,-399.501740
0.210000,0.193540,0.657530,1.589360,206.861740,-338.871610,4224243.500000,,3.350460,
0.212000,0.192260,0.690860,1.773930,206.893110,-338.871580,4224269.000000,,3.353030,
0.214000,0.190980,0.716490,1.599610,206.924560,-338.871610,4224294.500000,,3.353030,
0.216000,0.189700,0.724180,1.855960,206.956130,-338.871610,4224319.500000,1.000000,3.354310,-399.501740
0.218000,0.187130,0.722900,2.020020,206.987790,-338.871580,4224345.000000,,3.354310,
0.220000,0.187130,0.710080,1.773930,207.019560,-338.871580,4224370.500000,,3.355590,
0.222000,0.187130,0.703670,2.153320,207.051360,-338.871580,4224395.500000,,3.359440,
0.224000,0.185850,0.683170,1.917480,207.083250,-338.871580,4224420.500000,1.000000,3.360720,-399.501770
0.226000,0.185850,0.640870,1.948240,207.115230,-338.871580,4224446.000000,,3.363280,
0.228000,0.185850,0.610110,1.937990,207.147220,-338.871580,4224471.500000,,3.368410,
0.230000,0.184570,0.610110,1.999510,207.179090,-338.871580,4224497.000000,,3.370970,
0.232000,0.183290,0.625490,2.030270,207.210860,-338.871550,4224522.000000,1.000000,3.372250,-399.501770
0.234000,0.183290,0.643430,1.753420,207.242570,-338.871520,4224547.000000,,3.372250,
0.236000,0.183290,0.662660,1.773930,207.274230,-338.871520,4224572.500000,,3.374820,
0.238000,0.183290,0.657530,1.497070,207.305890,-338.871520,4224598.000000,,3.377380,
0.240000,0.183290,0.646000,1.855960,207.337550,-338.871520,4224623.000000,1.000000,3.377380,-399.501770
0.242000,0.184570,0.620360,1.907230,207.369290,-338.871520,4224648.500000,,3.378660,
0.244000,0.183290,0.590880,1.691890,207.401080,-338.871520,4224674.000000,,3.378660,
0.246000,0.184570,0.588320,1.527830,207.432750,-338.871490,4224699.000000,,3.379940,
0.248000,0.183290,0.601140,1.517580,207.464320,-338.871490,4224724.500000,1.000000,3.382510,-399.501770
0.250000,0.185850,0.604980,2.030270,207.495880,-338.871520,4224749.500000,,3.383790,
0.252000,0.185850,0.583190,1.979000,207.527510,-338.871520,4224775.000000,,3.383790,
0.254000,0.187130,0.547300,2.184080,207.559190,-338.871490,4224800.500000,,3.386350,
0.256000,0.187130,0.515260,1.989260,207.590900,-338.871490,4224826.000000,1.000000,3.388920,-399.501770
0.258000,0.187130,0.488340,1.722660,207.622590,-338.871490,4224850.500000,,3.390200,
0.260000,0.187130,0.472960,1.814940,207.654240,-338.871460,4224876.000000,,3.391480,
0.262000,0.188420,0.471680,1.415040,207.685810,-338.871460,4224901.500000,,3.392760,
0.264000,0.188420,0.472960,1.886720,207.717330,-338.871460,4224927.000000,1.000000,3.392760,-399.501770
0.266000,0.189700,0.472960,1.958500,207.748810,-338.871460,4224952.000000,,3.392760,
0.268000,0.189700,0.460140,2.204590,207.780350,-338.871460,4224977.500000,,3.392760,
0.270000,0.189700,0.449890,1.968750,207.811890,-338.871460,4225002.500000,,3.394040,
0.272000,0.189700,0.453740,1.599610,207.843400,-338.871460,4225028.000000,1.000000,3.394040,-399.501770
0.274000,0.188420,0.460140,1.558590,207.874880,-338.871460,4225053.000000,,3.392760,
0.276000,0.188420,0.467830,1.784180,207.906330,-338.871460,4225078.500000,,3.396610,
0.278000,0.187130,0.474240,2.132810,207.937770,-338.871460,4225104.000000,,3.396610,
0.280000,0.187130,0.487060,2.214840,207.969190,-338.871460,4225129.500000,1.000000,3.399170,-399.501770
0.282000,0.188420,0.513980,2.348140,208.000600,-338.871460,4225154.500000,,3.399170,
0.284000,0.187130,0.553710,1.989260,208.031890,-338.871460,4225179.500000,,3.403020,
0.286000,0.187130,0.584470,1.743160,208.063230,-338.871460,4225205.000000,,3.403020,
0.288000,0.185850,0.621640,1.855960,208.094540,-338.871460,4225230.500000,1.000000,3.404300,-399.501770
0.290000,0.187130,0.638310,1.835450,208.125930,-338.871430,4225255.500000,,3.404300,
0.292000,0.187130,0.634460,1.876460,208.157470,-338.871430,4225281.000000,,3.405580,
0.294000,0.188420,0.624210,1.999510,208.189120,-338.871430,4225306.000000,,3.405580,
0.296000,0.188420,0.629330,1.814940,208.220790,-338.871430,4225331.500000,1.000000,3.405580,-399.501770
0.298000,0.188420,0.647280,1.661130,208.252440,-338.871430,4225356.500000,,3.408140,
0.300000,0.189700,0.660100,1.599610,208.284130,-338.871430,4225382.000000,,3.408140,
0.302000,0.190980,0.653690,1.558590,208.315930,-338.871430,4225407.500000,,3.409420,
0.304000,0.190980,0.635740,1.855960,208.347790,-338.871430,4225433.000000,1.000000,3.411990,-399.501770
