time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.178160,-0.083310,1.896970,204.318070,-348.869050,3785805.750000,1.000000,3.155640,-419.503750
0.002000,0.179440,-0.080750,1.661130,204.318080,-348.869170,3785831.250000,,3.149230,
0.004000,0.179440,-0.078190,1.599610,204.318100,-348.869260,3785856.500000,,3.141540,
0.006000,0.180730,-0.079470,1.712400,204.318120,-348.869380,3785882.000000,,3.136410,
0.008000,0.179440,-0.074340,2.071290,204.318120,-348.869480,3785907.500000,1.000000,3.132570,-419.503750
0.010000,0.179440,-0.076900,1.968750,204.318130,-348.869540,3785932.500000,,3.130000,
0.012000,0.180730,-0.076900,2.081540,204.318130,-348.869690,3785957.750000,,3.131290,
0.014000,0.179440,-0.075620,2.040530,204.318130,-348.869780,3785983.250000,,3.135130,
0.016000,0.180730,-0.078190,1.896970,204.318130,-348.869900,3786008.500000,1.000000,3.140260,-419.503750
0.018000,0.180730,-0.052550,1.845700,204.318130,-348.870000,3786033.500000,,3.147950,
0.020000,0.182010,0.314030,1.691890,204.318700,-348.870120,3786059.000000,,3.155640,
0.022000,0.182010,0.328130,1.886720,204.320040,-348.870240,3786084.250000,,3.160770,
0.024000,0.183290,0.323000,1.876460,204.321440,-348.870270,3786109.750000,1.000000,3.162050,-419.503750
0.026000,0.183290,0.398620,1.979000,204.322690,-348.870300,3786134.750000,,3.160770,
0.028000,0.183290,0.507570,1.968750,204.324080,-348.870330,3786160.250000,,3.158200,
0.030000,0.183290,0.601140,1.743160,204.325930,-348.870360,3786185.500000,,3.162050,
0.032000,0.184570,0.689580,1.681640,204.328370,-348.870420,3786211.000000,1.000000,3.169740,-419.503750
0.034000,0.183290,0.812620,1.620120,204.331540,-348.870450,3786236.000000,,3.172300,
0.036000,0.182010,0.956180,2.091800,204.335570,-348.870450,3786261.250000,,3.165890,
