time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.162780,-0.094850,1.814940,204.317690,-346.868590,945817.375000,1.000000,3.114620,-539.503910
0.002000,0.161500,-0.091000,2.194340,204.317700,-346.868770,945842.687500,,3.112060,
0.004000,0.162780,-0.087160,2.061040,204.317720,-346.868900,945868.000000,,3.106930,
0.006000,0.164060,-0.085880,2.009770,204.317720,-346.869020,945893.250000,,3.100520,
0.008000,0.162780,-0.082030,1.917480,204.317730,-346.869110,945918.562500,1.000000,3.096680,-539.503910
0.010000,0.164060,-0.079470,1.568850,204.317750,-346.869200,945943.875000,,3.094120,
0.012000,0.165340,-0.076900,2.020020,204.317750,-346.869260,945969.125000,,3.091550,
0.014000,0.165340,-0.075620,2.163570,204.317760,-346.869350,945994.437500,,3.088990,
0.016000,0.165340,-0.078190,1.917480,204.317780,-346.869450,946019.750000,1.000000,3.091550,-539.503910
0.018000,0.166630,-0.051270,1.794430,204.317780,-346.869570,946045.000000,,3.097960,
0.020000,0.167910,0.315310,1.568850,204.318340,-346.869690,946070.312500,,3.104370,
0.022000,0.166630,0.330690,1.650880,204.319690,-346.869810,946095.625000,,3.112060,
0.024000,0.167910,0.330690,1.691890,204.321060,-346.869870,946120.937500,1.000000,3.113340,-539.503910
0.026000,0.169190,0.412720,1.763670,204.322280,-346.869930,946146.187500,,3.112060,
0.028000,0.167910,0.524230,1.784180,204.323650,-346.869960,946171.500000,,3.113340,
0.030000,0.167910,0.613950,1.804690,204.325520,-346.870000,946196.812500,,3.117190,
0.030000,0.167910,0.613950,1.804690,204.325520,-346.870000,946196.812500,,3.117190,
0.032000,0.167910,0.695980,1.886720,204.328020,-346.870090,946222.062500,1.000000,3.128720,-539.503910
0.034000,0.166630,0.807500,1.773930,204.331220,-346.870120,946247.375000,,3.131290,
0.036000,0.166630,0.944640,1.753420,204.335310,-346.870120,946272.687500,,3.124880,
0.038000,0.167910,1.107420,1.917480,204.340480,-346.870120,946297.937500,,3.122310,
0.040000,0.166630,1.267640,1.907230,204.347110,-346.870120,946323.250000,1.000000,3.121030,-539.503910
0.042000,0.166630,1.407350,2.061040,204.355380,-346.870150,946348.562500,,3.119750,
0.044000,0.166630,1.534240,1.784180,204.365520,-346.870180,946373.812500,,3.117190,
0.046000,0.164060,1.632930,1.466310,204.377730,-346.870210,946399.125000,,3.119750,
0.048000,0.164060,1.698300,1.691890,204.392070,-346.870240,946424.500000,1.000000,3.123600,-539.503910
0.050000,0.162780,1.732910,1.568850,204.408580,-346.870270,946449.812500,,3.127440,
0.052000,0.161500,1.744450,1.835450,204.427280,-346.870330,946475.125000,,3.133850,
0.054000,0.158940,1.725220,1.855960,204.448040,-346.870360,946500.375000,,3.141540,
0.056000,0.157650,1.679080,1.855960,204.470780,-346.870360,946525.687500,1.000000,3.147950,-539.503970
0.058000,0.156370,1.607300,1.732910,204.495270,-346.870390,946551.000000,,3.155640,
0.060000,0.155090,1.526550,1.814940,204.521320,-346.870420,946576.312500,,3.160770,
0.062000,0.153810,1.429140,2.112300,204.548740,-346.870390,946601.562500,,3.164610,
0.064000,0.152530,1.317630,1.989260,204.577330,-346.870390,946626.875000,1.000000,3.165890,-539.503970
0.066000,0.152530,1.209960,2.163570,204.606860,-346.870390,946652.187500,,3.171020,
0.068000,0.151250,1.124080,1.784180,204.636990,-346.870390,946677.437500,,3.173580,
