time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.142270,-0.106380,1.712400,204.315320,-334.870120,942355.250000,1.000000,3.159480,-539.502260
0.002000,0.143550,-0.107670,1.876460,204.315320,-334.870240,942380.562500,,3.153080,
0.004000,0.143550,-0.107670,1.794430,204.315320,-334.870360,942405.812500,,3.151790,
0.006000,0.142270,-0.107670,2.030270,204.315320,-334.870450,942431.125000,,3.146670,
0.008000,0.143550,-0.108950,1.825200,204.315320,-334.870540,942456.437500,1.000000,3.142820,-539.502260
0.010000,0.143550,-0.107670,1.456050,204.315310,-334.870640,942481.812500,,3.145390,
0.012000,0.143550,-0.110230,1.722660,204.315310,-334.870760,942507.125000,,3.150510,
0.012000,0.143550,-0.110230,1.722660,204.315310,-334.870760,942507.125000,,3.150510,
0.014000,0.143550,-0.108950,1.374020,204.315310,-334.870850,942532.375000,,3.151790,
0.016000,0.143550,-0.110230,1.609860,204.315310,-334.870970,942557.687500,1.000000,3.159480,-539.502260
0.018000,0.143550,-0.082030,1.855960,204.315310,-334.871090,942583.000000,,3.169740,
0.020000,0.143550,0.288390,1.907230,204.315860,-334.871190,942608.312500,,3.172300,
0.022000,0.143550,0.321720,2.163570,204.317120,-334.871250,942633.562500,,3.177430,
0.024000,0.142270,0.343510,1.927730,204.318370,-334.871280,942658.875000,1.000000,3.178710,-539.502260
0.026000,0.143550,0.442200,1.732910,204.319520,-334.871310,942684.187500,,3.171020,
0.028000,0.144840,0.563960,1.599610,204.320820,-334.871340,942709.437500,,3.173580,
0.030000,0.144840,0.665220,1.866210,204.322620,-334.871370,942734.750000,,3.178710,
0.032000,0.144840,0.765200,2.173830,204.325040,-334.871430,942760.062500,1.000000,3.186400,-539.502260
