time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.179440,-0.116640,1.804690,204.316330,-338.870610,2819682.750000,1.000000,3.158200,-459.502350
0.002000,0.178160,-0.112790,1.896970,204.316330,-338.870700,2819708.000000,,3.151790,
0.004000,0.178160,-0.111510,1.835450,204.316330,-338.870790,2819733.250000,,3.145390,
0.006000,0.179440,-0.108950,1.784180,204.316330,-338.870880,2819758.500000,,3.144100,
0.008000,0.179440,-0.107670,2.143070,204.316330,-338.870970,2819784.000000,1.000000,3.144100,-459.502350
0.010000,0.179440,-0.107670,1.937990,204.316350,-338.871060,2819809.000000,,3.144100,
0.012000,0.179440,-0.103820,1.476560,204.316350,-338.871150,2819834.500000,,3.145390,
0.014000,0.179440,-0.101260,1.763670,204.316350,-338.871250,2819859.750000,,3.154360,
0.016000,0.179440,-0.099980,1.599610,204.316360,-338.871340,2819885.000000,1.000000,3.159480,-459.502350
0.018000,0.180730,-0.071780,1.691890,204.316360,-338.871460,2819910.500000,,3.167180,
0.020000,0.180730,0.297360,1.979000,204.316910,-338.871520,2819935.750000,,3.169740,
0.022000,0.182010,0.325560,1.620120,204.318220,-338.871580,2819961.000000,,3.171020,
0.024000,0.182010,0.347350,1.948240,204.319490,-338.871610,2819986.250000,1.000000,3.168460,-459.502350
0.026000,0.182010,0.446040,1.507320,204.320630,-338.871610,2820011.500000,,3.167180,
0.028000,0.182010,0.561400,2.030270,204.321980,-338.871640,2820036.750000,,3.168460,
0.030000,0.183290,0.649840,2.040530,204.323820,-338.871670,2820062.250000,,3.168460,
0.032000,0.183290,0.743410,2.091800,204.326320,-338.871730,2820087.500000,1.000000,3.177430,-459.502350
0.034000,0.183290,0.849790,2.040530,204.329570,-338.871770,2820112.750000,,3.177430,
0.036000,0.183290,0.984380,1.794430,204.333710,-338.871770,2820138.000000,,3.174870,
0.038000,0.183290,1.136900,2.050780,204.339000,-338.871770,2820163.500000,,3.173580,
0.038000,0.183290,1.136900,2.050780,204.339000,-338.871770,2820163.500000,,3.173580,
0.040000,0.182010,1.281740,1.702150,204.345720,-338.871770,2820188.500000,1.000000,3.172300,-459.502350
0.042000,0.183290,1.417600,1.958500,204.354100,-338.871770,2820214.000000,,3.171020,
0.044000,0.183290,1.534240,1.681640,204.364330,-338.871800,2820239.250000,,3.172300,
0.046000,0.182010,1.626530,2.061040,204.376620,-338.871830,2820264.500000,,3.173580,
0.048000,0.182010,1.684200,1.743160,204.391020,-338.871890,2820289.750000,1.000000,3.178710,-459.502350
0.050000,0.182010,1.716250,1.507320,204.407580,-338.871890,2820315.250000,,3.179990,
0.052000,0.182010,1.725220,1.599610,204.426250,-338.871890,2820340.250000,,3.186400,
0.054000,0.180730,1.704710,1.620120,204.447020,-338.871920,2820365.750000,,3.191530,
0.056000,0.179440,1.649600,2.102050,204.469760,-338.871950,2820391.000000,1.000000,3.196660,-459.502350
0.058000,0.179440,1.571410,2.132810,204.494250,-338.871980,2820416.250000,,3.203060,
0.060000,0.178160,1.482970,1.989260,204.520290,-338.871980,2820441.500000,,3.205630,
0.062000,0.176880,1.390690,1.855960,204.547670,-338.871980,2820467.000000,,3.209470,
0.064000,0.176880,1.288150,1.558590,204.576160,-338.871980,2820492.000000,1.000000,3.210750,-459.502410
0.066000,0.175600,1.188170,1.722660,204.605580,-338.871980,2820517.500000,,3.215880,
0.068000,0.175600,1.104860,1.702150,204.635680,-338.871980,2820542.750000,,3.215880,
0.070000,0.176880,1.040770,1.845700,204.666210,-338.871980,2820568.000000,,3.219730,
0.072000,0.175600,0.985660,1.958500,204.697080,-338.871980,2820593.250000,1.000000,3.223570,-459.502410
0.074000,0.174320,0.926700,1.896970,204.728200,-338.871950,2820618.750000,,3.224850,
0.076000,0.174320,0.883120,1.702150,204.759370,-338.871950,2820643.750000,,3.229980,
0.078000,0.175600,0.840820,1.466310,204.790480,-338.871950,2820669.250000,,3.231260,
0.080000,0.175600,0.811340,1.425290,204.821470,-338.871950,2820694.750000,1.000000,3.236390,-459.502410
0.082000,0.176880,0.798520,2.071290,204.852390,-338.871950,2820719.750000,,3.238950,
0.084000,0.175600,0.775450,2.050780,204.883300,-338.871950,2820745.250000,,3.244080,
