time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 4],+/Channel/!RP/rpa [u1; 15]
0.000000,0.147400,-0.120480,2.091800,235.531950,-380.675260,1746180.500000,1.000000
0.002000,0.146120,-0.116640,1.917480,235.531950,-380.675420,1746205.750000,
0.004000,0.147400,-0.112790,1.937990,235.531950,-380.675570,1746231.125000,
0.006000,0.148680,-0.110230,1.456050,235.531980,-380.675720,1746256.250000,
0.008000,0.146120,-0.107670,1.876460,235.532000,-380.675840,1746281.625000,1.000000
0.010000,0.146120,-0.108950,1.958500,235.532000,-380.675960,1746306.875000,
0.012000,0.144840,-0.106380,1.712400,235.532030,-380.676090,1746332.250000,
0.014000,0.146120,-0.107670,1.866210,235.532030,-380.676210,1746357.500000,
0.016000,0.146120,-0.107670,1.763670,235.532030,-380.676300,1746382.875000,1.000000
0.018000,0.146120,-0.085880,1.732910,235.532030,-380.676390,1746408.000000,
0.020000,0.147400,0.281980,1.291990,235.532580,-380.676510,1746433.375000,
0.022000,0.146120,0.293520,1.620120,235.533950,-380.676610,1746458.625000,
0.024000,0.147400,0.258910,1.989260,235.535450,-380.676670,1746484.000000,1.000000
0.026000,0.147400,0.333250,2.091800,235.536740,-380.676760,1746509.250000,
0.028000,0.149960,0.437070,2.266110,235.538190,-380.676790,1746534.625000,
0.030000,0.153810,0.515260,1.855960,235.540130,-380.676850,1746559.750000,
0.032000,0.153810,0.584470,1.855960,235.542690,-380.676940,1746585.250000,1.000000
0.034000,0.155090,0.687010,1.650880,235.545940,-380.677030,1746610.375000,
0.036000,0.156370,0.820310,1.855960,235.550020,-380.677030,1746635.750000,
0.038000,0.157650,0.989500,2.071290,235.555130,-380.677000,1746661.000000,
0.040000,0.158940,1.165100,2.081540,235.561630,-380.677000,1746686.375000,1.000000
0.042000,0.160220,1.321470,1.794430,235.569750,-380.677030,1746711.500000,
0.044000,0.162780,1.467590,1.743160,235.579730,-380.677060,1746737.000000,
